name,price,type,efficiency,wattage,modular,color,efficiency_type,modularity,Watts
Corsair RM750e,99.99,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
Corsair RM850x,149.99,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
Corsair RM1000x,169.99,ATX,0.925531914893617,0.43243243243243246,1.0,Black,gold,Full,1000
Thermaltake Toughpower GX2,66.98,ATX,0.925531914893617,0.21621621621621623,0.0,Black,gold,False,600
Corsair RM750x,119.99,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
Corsair RM850,139.99,ATX,0.925531914893617,0.35135135135135137,1.0,White / Black,gold,Full,850
Thermaltake Smart,39.99,ATX,0.851063829787234,0.16216216216216217,0.0,,plus,False,500
Corsair SF750,163.49,SFX,0.9574468085106382,0.2972972972972973,1.0,,platinum,Full,750
Corsair RM850e,119.99,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
Corsair CX650M,79.98,ATX,0.8723404255319148,0.24324324324324326,0.6000000000000001,Black,bronze,Semi,650
Corsair HX1200 Platinum,346.99,ATX,0.9574468085106382,0.5405405405405406,1.0,,platinum,Full,1200
Corsair CX750M,89.95,ATX,0.8723404255319148,0.2972972972972973,0.6000000000000001,Black,bronze,Semi,750
Corsair RM1000e,159.99,ATX,0.925531914893617,0.43243243243243246,1.0,Black,gold,Full,1000
Corsair CV550,,ATX,0.8723404255319148,0.1891891891891892,0.0,Black,bronze,False,550
Gigabyte UD750GM,90.98,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
Corsair RM650x,109.99,ATX,0.925531914893617,0.24324324324324326,1.0,Black,gold,Full,650
Cooler Master V850 SFX GOLD,135.99,SFX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
Corsair RM750,115.99,ATX,0.925531914893617,0.2972972972972973,1.0,White / Black,gold,Full,750
Corsair CV650,,ATX,0.8723404255319148,0.24324324324324326,0.0,Black,bronze,False,650
Corsair AX1600i,549.99,ATX,1.0,0.7567567567567568,1.0,,titanium,Full,1600
NZXT C850,138.99,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
MSI A1000G PCIE5,199.99,ATX,0.925531914893617,0.43243243243243246,1.0,Black,gold,Full,1000
EVGA 600 W1,62.98,ATX,0.851063829787234,0.21621621621621623,0.0,,plus,False,600
Thermaltake Smart,47.98,ATX,0.851063829787234,0.21621621621621623,0.0,,plus,False,600
MSI MPG A850G PCIE5,139.99,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
EVGA SuperNOVA 1000 GT,169.99,ATX,0.925531914893617,0.43243243243243246,1.0,Black,gold,Full,1000
Corsair CV450,,ATX,0.8723404255319148,0.13513513513513514,0.0,Black,bronze,False,450
EVGA 500 BR,84.88,ATX,0.8723404255319148,0.16216216216216217,0.0,,bronze,False,500
Thermaltake Toughpower GF1 PE,136.99,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
EVGA SuperNOVA 850 GT,129.99,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
Thermaltake Toughpower Grand RGB,112.99,ATX,0.925531914893617,0.24324324324324326,1.0,,gold,Full,650
Thermaltake Smart,54.95,ATX,0.851063829787234,0.2702702702702703,0.0,,plus,False,700
Thermaltake Smart,33.99,ATX,0.851063829787234,0.12432432432432433,0.0,Black / White,plus,False,430
EVGA SuperNOVA 750 GT,119.99,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
FSP Group Hydro G Pro,,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
EVGA 700 GD,79.98,ATX,0.925531914893617,0.2702702702702703,0.0,Black,gold,False,700
EVGA 600 GD,79.98,ATX,0.925531914893617,0.21621621621621623,0.0,Black,gold,False,600
SeaSonic S12III,69.0,ATX,0.8723404255319148,0.24324324324324326,0.0,Black,bronze,False,650
Asus ROG THOR 1600T Gaming,665.99,ATX,1.0,0.7567567567567568,1.0,Silver / Black,titanium,Full,1600
Lian Li SP,114.99,SFX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
Apevia Prestige,51.99,ATX,0.925531914893617,0.21621621621621623,0.0,Black,gold,False,600
Corsair SF1000L,179.99,SFX,0.925531914893617,0.43243243243243246,1.0,Black,gold,Full,1000
Cooler Master MWE Gold 850 - V2,119.99,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
MSI MPG A650GF,106.99,ATX,0.925531914893617,0.24324324324324326,1.0,Black,gold,Full,650
SeaSonic FOCUS Plus 650 Gold,129.99,ATX,0.925531914893617,0.24324324324324326,1.0,,gold,Full,650
EVGA 500 W1,53.59,ATX,0.851063829787234,0.16216216216216217,0.0,,plus,False,500
Silverstone HELA,707.0,ATX,0.0,1.0,1.0,Black / White,white,Full,2050
MSI MPG A750GF,129.99,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
SeaSonic FOCUS PLUS 850 Gold,159.99,ATX,0.925531914893617,0.35135135135135137,1.0,,gold,Full,850
NZXT C650,,ATX,0.925531914893617,0.24324324324324326,1.0,Black,gold,Full,650
NZXT C750,129.99,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
Gigabyte UD850GM,109.99,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
Corsair HX1500i,349.99,ATX,0.9574468085106382,0.7027027027027027,1.0,Black,platinum,Full,1500
EVGA SuperNOVA 750 GM,149.0,SFX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
Thermaltake Smart BM2,,ATX,0.8723404255319148,0.24324324324324326,0.6000000000000001,Black,bronze,Semi,650
EVGA 700 BR,79.98,ATX,0.8723404255319148,0.2702702702702703,0.0,,bronze,False,700
Gigabyte UD1000GM,134.99,ATX,0.925531914893617,0.43243243243243246,1.0,Black,gold,Full,1000
MSI MAG A650BN,,ATX,0.8723404255319148,0.24324324324324326,0.0,Black,bronze,False,650
Cooler Master MWE GOLD 750 V2 FULL MODULAR,171.0,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
Asus TUF Gaming 1000G,169.99,ATX,0.925531914893617,0.43243243243243246,1.0,Black,gold,Full,1000
EVGA SuperNOVA 650 GT,99.99,ATX,0.925531914893617,0.24324324324324326,1.0,Black,gold,Full,650
EVGA SuperNOVA 550 GM,,SFX,0.925531914893617,0.1891891891891892,1.0,Black,gold,Full,550
Cooler Master V550 V2,125.99,ATX,0.925531914893617,0.1891891891891892,1.0,White,gold,Full,550
SeaSonic PRIME TX-1000,338.98,ATX,1.0,0.43243243243243246,1.0,Black,titanium,Full,1000
be quiet! Straight Power 11,209.9,ATX,0.9574468085106382,0.43243243243243246,1.0,Black,platinum,Full,1000
Lian Li SP850,144.65,SFX,0.925531914893617,0.35135135135135137,1.0,White,gold,Full,850
Asus ROG STRIX G,199.99,ATX,0.925531914893617,0.43243243243243246,1.0,Black,gold,Full,1000
MSI MEG Ai1300P PCIE5,329.99,ATX,0.9574468085106382,0.5945945945945946,1.0,Black / Copper,platinum,Full,1300
Cooler Master MasterWatt,99.99,ATX,0.8723404255319148,0.2972972972972973,0.6000000000000001,Black,bronze,Semi,750
Corsair HX1000 Platinum,389.98,ATX,0.9574468085106382,0.43243243243243246,1.0,,platinum,Full,1000
Apevia Prestige,66.98,ATX,0.925531914893617,0.32432432432432434,0.0,Black,gold,False,800
Phanteks Revolt Pro,129.99,ATX,0.925531914893617,0.35135135135135137,1.0,Silver / Black,gold,Full,850
EVGA SuperNOVA 650 G5,109.99,ATX,0.925531914893617,0.24324324324324326,1.0,Black / Green,gold,Full,650
EVGA SuperNOVA 850 GM,148.99,SFX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
Cooler Master V750 SFX GOLD,109.99,SFX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
be quiet! Pure Power 12 M,128.5,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
Thermaltake Toughpower GF1 PE,109.99,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
SeaSonic FOCUS Plus 750 Gold,139.99,ATX,0.925531914893617,0.2972972972972973,1.0,,gold,Full,750
Gigabyte P750GM,,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
be quiet! Straight Power 11,174.9,ATX,0.9574468085106382,0.35135135135135137,1.0,Black,platinum,Full,850
EVGA SuperNOVA 650 GM,120.0,SFX,0.925531914893617,0.24324324324324326,1.0,Black,gold,Full,650
EVGA 600 BR,93.78,ATX,0.8723404255319148,0.21621621621621623,0.0,,bronze,False,600
Apevia CAPTAIN,31.99,ATX,0.0,0.1891891891891892,0.0,Black,white,False,550
Asus ROG LOKI,249.99,SFX,0.9574468085106382,0.43243243243243246,1.0,Silver / Black,platinum,Full,1000
Asus ROG Strix,375.0,ATX,0.925531914893617,0.35135135135135137,1.0,White,gold,Full,850
Raidmax Cobra,49.99,ATX,0.8723404255319148,0.2702702702702703,0.0,,bronze,False,700
Thermaltake Smart BM2,,ATX,0.8723404255319148,0.2972972972972973,0.6000000000000001,Black,bronze,Semi,750
be quiet! Straight Power 11,249.9,ATX,0.9574468085106382,0.5405405405405406,1.0,Black,platinum,Full,1200
MSI MPG A850GF,,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
Gigabyte P850GM,,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
SeaSonic PRIME TX,529.99,ATX,1.0,0.7567567567567568,1.0,Black / Silver,titanium,Full,1600
EVGA SuperNOVA 1600 G2,674.21,ATX,0.925531914893617,0.7567567567567568,1.0,,gold,Full,1600
be quiet! Pure Power 12 M,164.9,ATX,0.925531914893617,0.43243243243243246,1.0,Black,gold,Full,1000
Corsair RM650,215.98,ATX,0.925531914893617,0.24324324324324326,1.0,Black,gold,Full,650
Cooler Master MasterWatt,89.99,ATX,0.8723404255319148,0.24324324324324326,0.6000000000000001,,bronze,Semi,650
ADATA XPG CORE Reactor 850,119.99,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
Thermaltake Smart BM2,,ATX,0.8723404255319148,0.1891891891891892,0.6000000000000001,Black,bronze,Semi,550
SeaSonic FOCUS Plus Platinum,184.99,ATX,0.9574468085106382,0.35135135135135137,1.0,,platinum,Full,850
Phanteks Revolt SFX,94.99,SFX,0.925531914893617,0.24324324324324326,1.0,Black,gold,Full,650
EVGA GE,89.99,ATX,0.925531914893617,0.32432432432432434,0.0,Black,gold,False,800
Super Flower Leadex III Gold,138.68,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
be quiet! Pure Power 12 M,99.0,ATX,0.925531914893617,0.24324324324324326,1.0,Black,gold,Full,650
Asus ROG THOR P2 Gaming,379.99,ATX,0.9574468085106382,0.5405405405405406,1.0,Silver / Black,platinum,Full,1200
Logisys PS480D2,16.98,ATX,0.0,0.15135135135135136,0.0,,white,False,480
Enermax REVOLUTION D.F. 2,109.99,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
Gigabyte P-B,,ATX,0.8723404255319148,0.24324324324324326,0.0,Black,bronze,False,650
EVGA 400 N1,49.45,ATX,0.0,0.10810810810810811,0.0,,white,False,400
EVGA GE,79.98,ATX,0.925531914893617,0.2702702702702703,0.0,Black,gold,False,700
Asus ROG THOR P2 Gaming,,ATX,0.9574468085106382,0.43243243243243246,1.0,Silver / Black,platinum,Full,1000
SeaSonic PRIME PX-1300,330.0,ATX,0.9574468085106382,0.5945945945945946,1.0,Black,platinum,Full,1300
NZXT C1200,219.99,ATX,0.925531914893617,0.5405405405405406,1.0,Black,gold,Full,1200
be quiet! Dark Power 13,289.89,ATX,1.0,0.43243243243243246,1.0,Black,titanium,Full,1000
Thermaltake Smart BX1 650,,ATX,0.8723404255319148,0.24324324324324326,0.0,Black,bronze,False,650
SeaSonic VERTEX GX-1200,289.99,ATX,0.925531914893617,0.5405405405405406,1.0,Black / Silver,gold,Full,1200
SeaSonic FOCUS Plus Platinum,159.99,ATX,0.9574468085106382,0.2972972972972973,1.0,,platinum,Full,750
Corsair RM750x White,248.0,ATX,0.925531914893617,0.2972972972972973,1.0,White / Black,gold,Full,750
SeaSonic FOCUS GX,166.98,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
Asus TUF Gaming 850G,129.99,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
Corsair HX1000i,357.99,ATX,0.9574468085106382,0.43243243243243246,1.0,Black,platinum,Full,1000
Corsair SF600,239.0,SFX,0.9574468085106382,0.21621621621621623,1.0,Black,platinum,Full,600
Thermaltake TOUGHPOWER GF A3,89.99,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
be quiet! Dark Power Pro 13,459.9,ATX,1.0,0.7567567567567568,1.0,Black,titanium,Full,1600
be quiet! Pure Power 12 M,134.9,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
SeaSonic FOCUS GX,145.98,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
EVGA 850 BQ,118.14,ATX,0.8723404255319148,0.35135135135135137,0.6000000000000001,,bronze,Semi,850
EVGA 550 BP,59.99,ATX,0.8723404255319148,0.1891891891891892,0.0,Black,bronze,False,550
EVGA SuperNOVA 1300 GT,219.99,ATX,0.925531914893617,0.5945945945945946,1.0,Black,gold,Full,1300
Asus ROG-STRIX-850G,178.63,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
Thermaltake Toughpower GF3 TT Premium,269.99,ATX,0.925531914893617,0.7837837837837838,1.0,Black,gold,Full,1650
EVGA GE,69.98,ATX,0.925531914893617,0.16216216216216217,0.0,Black,gold,False,500
Thermaltake Toughpower GF1 PE,119.98,ATX,0.925531914893617,0.24324324324324326,1.0,,gold,Full,650
Thermaltake Smart BX1,79.8,ATX,0.8723404255319148,0.2972972972972973,0.0,Black,bronze,False,750
EVGA SuperNOVA 750 G5,144.98,ATX,0.925531914893617,0.2972972972972973,1.0,Black / Green,gold,Full,750
EVGA SuperNOVA 1600 T2,499.99,ATX,1.0,0.7567567567567568,1.0,,titanium,Full,1600
Silverstone SFX,112.99,SFX,0.925531914893617,0.16216216216216217,1.0,,gold,Full,500
Super Flower Leadex V Pro,299.99,ATX,0.9574468085106382,0.43243243243243246,1.0,White,platinum,Full,1000
Fractal Design Ion SFX 650G,,SFX,0.925531914893617,0.24324324324324326,1.0,Black,gold,Full,650
SeaSonic FOCUS GX,253.48,ATX,0.925531914893617,0.43243243243243246,1.0,Black,gold,Full,1000
Corsair SF850L,159.99,SFX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
be quiet! System Power 10,181.81,ATX,0.925531914893617,0.35135135135135137,0.0,Black,gold,False,850
Silverstone SX1000-LPT,250.21,SFX,0.9574468085106382,0.43243243243243246,1.0,Black,platinum,Full,1000
Corsair HX850 Platinum,,ATX,0.9574468085106382,0.35135135135135137,1.0,,platinum,Full,850
be quiet! System Power 10,101.48,ATX,0.8723404255319148,0.13513513513513514,0.0,Black,bronze,False,450
be quiet! Straight Power 11 750W,135.99,ATX,0.925531914893617,0.2972972972972973,1.0,,gold,Full,750
be quiet! Dark Power 13,249.9,ATX,1.0,0.35135135135135137,1.0,Black,titanium,Full,850
Corsair TX550M,,ATX,0.925531914893617,0.1891891891891892,0.6000000000000001,Black,gold,Semi,550
Asus ROG Strix,292.0,ATX,0.925531914893617,0.2972972972972973,1.0,Black / Red,gold,Full,750
Thermaltake Smart Pro RGB,119.57,ATX,0.8723404255319148,0.2972972972972973,1.0,,bronze,Full,750
Cooler Master V750,,ATX,0.925531914893617,0.2972972972972973,1.0,,gold,Full,750
Apevia Signature,71.98,ATX,0.8723404255319148,0.45945945945945943,0.6000000000000001,Black,bronze,Semi,1050
Gigabyte P450B,89.98,ATX,0.8723404255319148,0.13513513513513514,0.0,Black,bronze,False,450
Deepcool PM750D,97.99,ATX,0.925531914893617,0.2972972972972973,0.0,Black,gold,False,750
KOLINK ENCLAVE,,ATX,0.925531914893617,0.21621621621621623,1.0,Black / Yellow,gold,Full,600
ARESGAME AGV,,ATX,0.8723404255319148,0.24324324324324326,0.0,Black,bronze,False,650
CoolMax I-500,24.11,ATX,0.0,0.16216216216216217,0.0,,white,False,500
Super Flower Golden Green HX,,ATX,0.925531914893617,0.24324324324324326,0.0,,gold,False,650
MSI MAG A550BN,,ATX,0.8723404255319148,0.1891891891891892,0.0,Black,bronze,False,550
Fractal Design Ion Gold,209.0,ATX,0.925531914893617,0.1891891891891892,1.0,Black,gold,Full,550
Asus ROG THOR 850P,,ATX,0.9574468085106382,0.35135135135135137,1.0,Black / Red,platinum,Full,850
EVGA SuperNOVA 1600 P+,304.99,ATX,0.9574468085106382,0.7567567567567568,1.0,Black,platinum,Full,1600
Phanteks AMP v2,179.99,ATX,0.925531914893617,0.43243243243243246,1.0,White,gold,Full,1000
Corsair CX450M,136.79,ATX,0.8723404255319148,0.13513513513513514,0.6000000000000001,,bronze,Semi,450
EVGA SuperNOVA 850 P6,188.63,ATX,0.9574468085106382,0.35135135135135137,1.0,Black / Silver,platinum,Full,850
EVGA SuperNOVA 850 T2,234.0,ATX,1.0,0.35135135135135137,1.0,,titanium,Full,850
KOLINK Classic Power,,ATX,0.8723404255319148,0.10810810810810811,0.0,Black / Red,bronze,False,400
Super Flower Leadex Titanium,799.99,ATX,1.0,0.7567567567567568,1.0,Black,titanium,Full,1600
Corsair HX750 Platinum,294.99,ATX,0.9574468085106382,0.2972972972972973,1.0,,platinum,Full,750
KOLINK ENCLAVE,,ATX,0.925531914893617,0.2702702702702703,1.0,Black / Yellow,gold,Full,700
Silverstone SFX,223.98,SFX,1.0,0.32432432432432434,1.0,,titanium,Full,800
Thermaltake Toughpower GF3 TT Premium,169.99,ATX,0.925531914893617,0.43243243243243246,1.0,Black,gold,Full,1000
be quiet! Pure Power 11,89.29,ATX,0.925531914893617,0.10810810810810811,0.0,Black,gold,False,400
Corsair CX750F,159.99,ATX,0.8723404255319148,0.2972972972972973,1.0,White / Black,bronze,Full,750
SeaSonic FOCUS GX,132.98,ATX,0.925531914893617,0.24324324324324326,1.0,Black,gold,Full,650
Asus ROG THOR 1200P,,ATX,0.9574468085106382,0.5405405405405406,1.0,Black,platinum,Full,1200
EVGA 550 B5,79.98,ATX,0.8723404255319148,0.1891891891891892,1.0,Black,bronze,Full,550
Deepcool PM850D,98.98,ATX,0.925531914893617,0.35135135135135137,0.0,Black,gold,False,850
EVGA 850 GQ,145.0,ATX,0.925531914893617,0.35135135135135137,0.6000000000000001,,gold,Semi,850
GameMax RGB Rainbow,99.99,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
Thermaltake Toughpower GF1 ARGB,95.99,ATX,0.925531914893617,0.24324324324324326,1.0,,gold,Full,650
Gigabyte P550B,69.99,ATX,0.8723404255319148,0.1891891891891892,0.0,Black,bronze,False,550
Phanteks Revolt SFX,104.99,SFX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
Cooler Master V750 V2,159.99,ATX,0.925531914893617,0.2972972972972973,1.0,White,gold,Full,750
Apex AG-M,,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
be quiet! System Power 10,98.09,ATX,0.8723404255319148,0.24324324324324326,0.0,Black,bronze,False,650
Corsair CV750,,ATX,0.8723404255319148,0.2972972972972973,0.0,Black,bronze,False,750
SeaSonic S12III,71.98,ATX,0.8723404255319148,0.16216216216216217,0.0,Black,bronze,False,500
SeaSonic VERTEX GX-1000,244.43,ATX,0.925531914893617,0.43243243243243246,1.0,Black / Silver,gold,Full,1000
NZXT C1000,219.67,ATX,0.925531914893617,0.43243243243243246,1.0,Black,gold,Full,1000
Corsair CX550F,136.79,ATX,0.8723404255319148,0.1891891891891892,1.0,Black,bronze,Full,550
Deepcool PQ750M,109.99,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
Thermaltake Toughpower GF3 TT Premium,127.99,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
EVGA 650 BQ,,ATX,0.8723404255319148,0.24324324324324326,0.6000000000000001,,bronze,Semi,650
MSI MEG Ai1000P PCIE5,279.99,ATX,0.9574468085106382,0.43243243243243246,1.0,Black / Copper,platinum,Full,1000
Gigabyte P650G (US),69.98,ATX,0.925531914893617,0.24324324324324326,0.0,Black,gold,False,650
EVGA SuperNOVA 1000 G6,231.99,ATX,0.925531914893617,0.43243243243243246,1.0,Black,gold,Full,1000
Cooler Master MWE Bronze V2,,ATX,0.8723404255319148,0.24324324324324326,0.0,Black,bronze,False,650
ARESGAME AGV,,ATX,0.8723404255319148,0.16216216216216217,0.0,Black,bronze,False,500
Super Flower Leadex V Platinum Pro,308.68,ATX,0.9574468085106382,0.43243243243243246,1.0,White,platinum,Full,1000
EVGA 850 B5,138.88,ATX,0.8723404255319148,0.35135135135135137,1.0,Black,bronze,Full,850
be quiet! Dark Power Pro 13,419.9,ATX,1.0,0.5945945945945946,1.0,Black,titanium,Full,1300
be quiet! Straight Power 11,149.9,ATX,0.9574468085106382,0.2972972972972973,1.0,Black,platinum,Full,750
Thermaltake Toughpower GF3 TT Premium,199.99,ATX,0.925531914893617,0.5405405405405406,1.0,Black,gold,Full,1200
be quiet! System Power 10,188.0,ATX,0.8723404255319148,0.2972972972972973,0.0,Black,bronze,False,750
Aerocool Integrator,,ATX,0.8723404255319148,0.16216216216216217,0.0,Black,bronze,False,500
Thermaltake Toughpower GF1 Snow - TT Premium,122.99,ATX,0.925531914893617,0.2972972972972973,1.0,White,gold,Full,750
EVGA SuperNOVA 750 G2,,ATX,0.925531914893617,0.2972972972972973,1.0,,gold,Full,750
be quiet! System Power 10,85.39,ATX,0.8723404255319148,0.1891891891891892,0.0,Black,bronze,False,550
EVGA GE,69.98,ATX,0.925531914893617,0.21621621621621623,0.0,Black,gold,False,600
Silverstone Essential,105.92,ATX,0.8723404255319148,0.1891891891891892,0.0,Black,bronze,False,550
SeaSonic FOCUS PX,190.98,ATX,0.9574468085106382,0.35135135135135137,1.0,Black,platinum,Full,850
Corsair CX550,99.99,ATX,0.8723404255319148,0.1891891891891892,0.0,,bronze,False,550
EVGA SuperNOVA 850 G6,159.99,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
Deepcool PQ1000M,159.99,ATX,0.925531914893617,0.43243243243243246,1.0,Black,gold,Full,1000
Corsair TX550M Gold,,ATX,0.925531914893617,0.1891891891891892,0.6000000000000001,,gold,Semi,550
Asus ROG LOKI,210.99,SFX,0.9574468085106382,0.35135135135135137,1.0,Black / Silver,platinum,Full,850
Super Flower Leadex III ARGB,168.68,ATX,0.925531914893617,0.24324324324324326,1.0,White,gold,Full,650
EVGA 650 GQ,,ATX,0.925531914893617,0.24324324324324326,0.6000000000000001,,gold,Semi,650
EVGA 750 GQ,148.26,ATX,0.925531914893617,0.2972972972972973,0.6000000000000001,,gold,Semi,750
Corsair RM550x,,ATX,0.925531914893617,0.1891891891891892,1.0,Black,gold,Full,550
ADATA XPG CORE Reactor 650,99.99,ATX,0.925531914893617,0.24324324324324326,1.0,Black,gold,Full,650
EVGA 600 BQ,159.99,ATX,0.8723404255319148,0.21621621621621623,0.6000000000000001,,bronze,Semi,600
Asus TUF Gaming 750G,123.99,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
Cooler Master V650 SFX GOLD,,SFX,0.925531914893617,0.24324324324324326,1.0,Black,gold,Full,650
be quiet! System Power 9 500 CM,98.29,ATX,0.8723404255319148,0.16216216216216217,0.6000000000000001,Black,bronze,Semi,500
Corsair AX1200i,657.73,ATX,0.9574468085106382,0.5405405405405406,1.0,,platinum,Full,1200
Thermaltake TOUGHPOWER GF A3,129.99,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
SeaSonic PRIME Ultra Titanium,338.98,ATX,1.0,0.43243243243243246,1.0,,titanium,Full,1000
be quiet! Pure Power 11,78.59,ATX,0.925531914893617,0.16216216216216217,0.0,Black,gold,False,500
Thermaltake TOUGHPOWER GF A3,159.99,ATX,0.925531914893617,0.45945945945945943,1.0,Black,gold,Full,1050
Cooler Master MWE Gold 650,,ATX,0.925531914893617,0.24324324324324326,1.0,Black,gold,Full,650
Super Flower Leadex III ARGB,199.99,ATX,0.925531914893617,0.35135135135135137,1.0,White,gold,Full,850
ADATA XPG CORE Reactor 750,109.99,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
Cooler Master Elite V3,67.68,ATX,0.851063829787234,0.21621621621621623,0.0,Black,plus,False,600
be quiet! Pure Power 12 M,94.9,ATX,0.925531914893617,0.1891891891891892,1.0,Black,gold,Full,550
KOLINK Classic Power,,ATX,0.8723404255319148,0.21621621621621623,0.0,Black / Red,bronze,False,600
Gigabyte AORUS P GM,164.09,ATX,0.925531914893617,0.2972972972972973,1.0,Black / Silver,gold,Full,750
Thermaltake Smart RGB 230V,168.0,ATX,0.851063829787234,0.16216216216216217,0.0,Black,plus,False,500
EVGA 450 BR,,ATX,0.8723404255319148,0.13513513513513514,0.0,,bronze,False,450
EVGA SuperNOVA 650 G3,,ATX,0.925531914893617,0.24324324324324326,1.0,,gold,Full,650
Super Flower Leadex,,ATX,0.9574468085106382,0.972972972972973,1.0,,platinum,Full,2000
Cooler Master V650 V2,134.99,ATX,0.925531914893617,0.24324324324324326,1.0,White,gold,Full,650
Thermaltake Toughpower GX1,80.36,ATX,0.925531914893617,0.21621621621621623,0.0,Black,gold,False,600
SeaSonic FOCUS GX,176.61,ATX,0.925531914893617,0.1891891891891892,1.0,Black,gold,Full,550
Thermaltake Toughpower GF3 TT Premium,126.99,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
GameMax GP,,ATX,0.8723404255319148,0.24324324324324326,0.0,Black,bronze,False,650
SeaSonic FOCUS,146.99,ATX,0.925531914893617,0.35135135135135137,0.6000000000000001,Black,gold,Semi,850
ADATA XPG PYLON,,ATX,0.8723404255319148,0.1891891891891892,0.0,Black,bronze,False,550
Super Flower Leadex V Platinum Pro,249.99,ATX,0.9574468085106382,0.35135135135135137,1.0,White,platinum,Full,850
SeaSonic G12 GM,125.82,ATX,0.925531914893617,0.24324324324324326,0.6000000000000001,Black / Blue,gold,Semi,650
EVGA SuperNOVA 850 G2,355.99,ATX,0.925531914893617,0.35135135135135137,1.0,,gold,Full,850
Thermaltake Toughpower GF3 TT Premium,241.21,ATX,0.925531914893617,0.6216216216216216,1.0,Black,gold,Full,1350
Thermaltake TOUGHPOWER GF A3,179.99,ATX,0.925531914893617,0.5405405405405406,1.0,Black,gold,Full,1200
EVGA SuperNOVA 750 G3,,ATX,0.925531914893617,0.2972972972972973,1.0,,gold,Full,750
Cooler Master MasterWatt 550,84.99,ATX,0.8723404255319148,0.1891891891891892,0.6000000000000001,,bronze,Semi,550
Silverstone SX300-B,,SFX,0.8723404255319148,0.05405405405405406,0.0,Black,bronze,False,300
Cooler Master MWE Bronze V2,,ATX,0.8723404255319148,0.1891891891891892,0.0,Black,bronze,False,550
EVGA SuperNOVA 1000 G5,207.5,ATX,0.925531914893617,0.43243243243243246,1.0,Black / Green,gold,Full,1000
ARESGAME AGV,,ATX,0.8723404255319148,0.2972972972972973,0.6000000000000001,Black,bronze,Semi,750
FSP Group Hydro GE,109.99,ATX,0.925531914893617,0.24324324324324326,1.0,,gold,Full,650
Cooler Master MWE Bronze V2,,ATX,0.8723404255319148,0.2972972972972973,0.0,Black,bronze,False,750
be quiet! Pure Power 11 600,124.0,ATX,0.925531914893617,0.21621621621621623,0.6000000000000001,Black,gold,Semi,600
