name,price,type,efficiency,wattage,modular,color,efficiency_type,modularity
Super Flower Leadex III Super Pro,139.99,ATX,82.0,850,10.0,Black,bronze,Full
Cooler Master XG850,,ATX,90.0,850,10.0,Black,platinum,Full
CoolMax ZX-600,78.18,ATX,80.0,600,0.0,,plus,False
SeaSonic PRIME Platinum,,ATX,90.0,850,10.0,,platinum,Full
Silverstone Strider Platinum,155.97,ATX,90.0,550,10.0,,platinum,Full
Xilence XP550R9,160.0,ATX,87.0,550,0.0,Black / Red,gold,False
Cooler Master MWE White V2 230V,,ATX,80.0,400,0.0,Black,plus,False
EVGA 750 B3,,ATX,82.0,750,10.0,,bronze,Full
FSP Group Raider S 750,,ATX,85.0,750,0.0,,silver,False
Rosewill RBR1000-M,,ATX,82.0,1000,6.0,,bronze,Semi
Thermaltake TR2,,ATX,80.0,700,0.0,,plus,False
Raidmax XT,,ATX,0.0,500,0.0,,white,False
FSP Group FSP300-57FCB,,Flex ATX,87.0,300,10.0,Black,gold,Full
Rosewill Capstone,,ATX,87.0,650,6.0,,gold,Semi
Cougar STX,,ATX,80.0,650,0.0,,plus,False
SeaSonic FOCUS Gold,,ATX,87.0,450,6.0,,gold,Semi
Cooler Master MWE GOLD 850 V2,,ATX,87.0,850,0.0,Black,gold,False
Antec High Current Gamer Extreme,,ATX,87.0,1000,10.0,,gold,Full
SeaSonic VERTEX PX-850,,ATX,90.0,850,10.0,Black / Silver,platinum,Full
Deepcool PM500D,,ATX,87.0,500,0.0,Black,gold,False
GameMax GS,,SFX,82.0,300,0.0,Silver,bronze,False
Montech CENTURY,,ATX,87.0,650,10.0,Black,gold,Full
Antec High Current Gamer,,ATX,82.0,620,6.0,,bronze,Semi
SeaSonic FOCUS SGX,,SFX,87.0,450,10.0,Black,gold,Full
RIOTORO BUILDER,,ATX,80.0,500,0.0,Black / Red,plus,False
SHARKOON SilentStorm Icewind Black,,ATX,82.0,550,6.0,Black,bronze,Semi
Corsair TX650 V2,,ATX,82.0,650,0.0,,bronze,False
SilentiumPC Vero M2,,ATX,82.0,600,0.0,Black,bronze,False
SeaSonic PRIME Ultra Platinum 550,,ATX,90.0,550,10.0,Black,platinum,Full
Xilence XP1250MR9,253.39,ATX,87.0,1250,10.0,Black / Red,gold,Full
Sparkle ATX-350PN-B204,57.99,ATX,0.0,350,0.0,,white,False
Cooler Master XG650 Plus,189.99,ATX,90.0,650,10.0,Black,platinum,Full
EVGA 500 BT,118.4,ATX,82.0,500,0.0,Black,bronze,False
Thermaltake Toughpower SFX,,SFX,87.0,450,10.0,Black,gold,Full
Corsair CX-500 V3,,ATX,82.0,500,0.0,,bronze,False
Enermax MAXPRO,,ATX,80.0,500,0.0,,plus,False
Antec NeoECO 750 Gold,,ATX,87.0,750,6.0,Black,gold,Semi
Corsair VS350,,ATX,80.0,350,0.0,Black,plus,False
Gigabyte GreenMax Plus,,ATX,82.0,550,0.0,,bronze,False
Asus ROG Strix Aura Edition,,ATX,87.0,750,10.0,Black,gold,Full
Antec HCG-750 Bronze,,ATX,82.0,750,0.0,,bronze,False
EVGA SuperNOVA 750 G7,,ATX,87.0,750,10.0,Black / Blue,gold,Full
PC Power & Cooling Silencer,263.89,ATX,90.0,1200,10.0,,platinum,Full
iTek GF EVO,,ATX,87.0,850,10.0,Black,gold,Full
Thermaltake Toughpower PF3,,ATX,90.0,850,10.0,Black,platinum,Full
Corsair AX650,,ATX,87.0,650,10.0,,gold,Full
Deepcool PM800D,,ATX,87.0,800,0.0,Black,gold,False
Xilence XP650R9,,ATX,87.0,650,0.0,Black / Red,gold,False
Rosewill LEPTON 600,179.99,ATX,87.0,600,6.0,Black,gold,Semi
SeaSonic Platinum,,ATX,90.0,660,10.0,,platinum,Full
Antec True Power,,ATX,82.0,650,10.0,,bronze,Full
Zalman ZM500-RS,,ATX,80.0,500,0.0,,plus,False
be quiet! System Power U9,,ATX,82.0,600,0.0,Black,bronze,False
FSP Group Hydro G,,ATX,87.0,850,10.0,,gold,Full
Antec High Current Gamer,,ATX,82.0,520,6.0,,bronze,Semi
Thermaltake TOUGHPOWER GF A3,,ATX,87.0,650,10.0,Black,gold,Full
Antec High Current Gamer,,ATX,82.0,850,6.0,,bronze,Semi
Antec VP,,ATX,0.0,450,0.0,,white,False
Thermaltake Toughpower GF2 ARGB,,ATX,87.0,850,10.0,Black,gold,Full
EVGA 750 B3,,ATX,82.0,850,10.0,,bronze,Full
Deepcool GamerStorm DQ-M,,ATX,87.0,850,10.0,Black / Silver,gold,Full
Athena Power Apollo,46.99,SFX,0.0,300,0.0,,white,False
be quiet! SFX Power 3 300,,SFX,82.0,300,0.0,Black,bronze,False
FSP Group DAGGER PRO ATX3.0,,SFX,87.0,850,6.0,Black,gold,Semi
LC-Power LC6 V2.31,,ATX,87.0,650,10.0,Black / Gray,gold,Full
Cooler Master XG750,,ATX,90.0,750,10.0,Black,platinum,Full
SeaSonic VERTEX GX-750,,ATX,87.0,750,10.0,Black / Silver,gold,Full
Raidmax Vampire,,ATX,87.0,800,6.0,,gold,Semi
be quiet! Pure Power 10 CM,,ATX,85.0,500,6.0,,silver,Semi
SeaSonic X,,ATX,87.0,750,10.0,,gold,Full
Corsair GS800 2013 Edition,,ATX,82.0,800,0.0,,bronze,False
Thermaltake Toughpower iRGB PLUS,,ATX,94.0,1250,10.0,,titanium,Full
Cooler Master V Semi-Modular,,ATX,87.0,650,6.0,,gold,Semi
FSP Group Raider 750,,ATX,82.0,750,0.0,,bronze,False
KOLINK KL-SFX250,,SFX,82.0,250,0.0,Black / Green,bronze,False
Corsair G700,323.99,ATX,80.0,700,0.0,,plus,False
Thermaltake TR2,,ATX,82.0,500,0.0,,bronze,False
be quiet! Straight Power 10 CM,,ATX,87.0,600,6.0,,gold,Semi
SeaSonic PRIME PX,,ATX,90.0,650,10.0,Black / Silver,platinum,Full
SeaSonic SS-300ES Bronze,104.44,ATX,82.0,300,0.0,,bronze,False
Enermax Platimax D.F.,,ATX,90.0,600,10.0,Black,platinum,Full
OCZ ModXStream Pro,,ATX,80.0,600,6.0,,plus,Semi
Thermaltake TR2,,ATX,80.0,800,0.0,,plus,False
be quiet! System Power 8,,ATX,80.0,500,0.0,,plus,False
FSP Group AURUM S 600W,,ATX,87.0,600,0.0,,gold,False
Cougar GX,,ATX,87.0,800,10.0,Black / Gold,gold,Full
Antec VP PLUS,,ATX,80.0,450,0.0,Black,plus,False
Silverstone Strider,,ATX,80.0,700,0.0,,plus,False
SHARKOON WPM Bronze,,ATX,82.0,700,6.0,,bronze,Semi
XFX Core Edition,,ATX,82.0,650,0.0,,bronze,False
Cooler Master Hyper White,,ATX,80.0,500,0.0,Black,plus,False
Rosewill PHOTON-1200,,ATX,87.0,1200,10.0,,gold,Full
Corsair TX650M,299.99,ATX,82.0,650,6.0,,bronze,Semi
Rosewill HIVE,,ATX,82.0,750,6.0,,bronze,Semi
EVGA SuperNOVA 750 PQ,,ATX,90.0,750,6.0,Black,platinum,Semi
Rosewill PHOTON-550,232.99,ATX,87.0,550,10.0,,gold,Full
Enermax MAXREVO SLI,369.99,ATX,87.0,1350,10.0,Black / Gold,gold,Full
be quiet! Pure Power 10,,ATX,85.0,700,0.0,,silver,False
Rosewill Glacier 600M,,ATX,82.0,600,6.0,,bronze,Semi
Thermaltake TR2,,ATX,82.0,450,0.0,,bronze,False
SeaSonic M12II,,ATX,82.0,430,0.0,,bronze,False
Thermaltake Toughpower GX1 RGB,,ATX,87.0,500,0.0,Black,gold,False
Silverstone Strider Titanium,,ATX,94.0,800,10.0,,titanium,Full
SeaSonic G,,ATX,87.0,750,6.0,,gold,Semi
Raidmax Thunder RGB,,ATX,82.0,735,6.0,Black,bronze,Semi
be quiet! Power Zone 750W,,ATX,82.0,750,10.0,,bronze,Full
Cougar COUGAR-GX1050,,ATX,87.0,1050,6.0,,gold,Semi
Thermaltake Toughpower GF2 ARGB,139.99,ATX,87.0,650,10.0,Black,gold,Full
Apex SL-275TFX,45.95,TFX,0.0,275,0.0,,white,False
GameMax GT,,TFX,82.0,300,0.0,Silver,bronze,False
Nfortec Sagitta RGB,,ATX,87.0,650,10.0,Black,gold,Full
Rosewill HIVE,,ATX,82.0,650,6.0,,bronze,Semi
In Win PB,150.0,ATX,87.0,750,10.0,,gold,Full
be quiet! System Power 8,,ATX,80.0,600,0.0,,plus,False
Super Flower Legion GX Pro,,ATX,87.0,750,6.0,Black,gold,Semi
Antec NeoECO Gold,,ATX,87.0,650,10.0,,gold,Full
Cooler Master 500W MasterWatt Lite 230V,,ATX,80.0,500,0.0,,plus,False
FSP Group HEXA 85+,,ATX,82.0,550,0.0,Black,bronze,False
SeaSonic G,,ATX,87.0,360,0.0,,gold,False
be quiet! STRAIGHT POWER E9 | 580W CM,,ATX,87.0,580,6.0,,gold,Semi
Rosewill ARC 550,,ATX,82.0,550,0.0,,bronze,False
SeaSonic PRIME Gold,,ATX,87.0,1000,10.0,,gold,Full
In Win Compact,,SFX,87.0,700,10.0,Black,gold,Full
Rosewill Capstone,,ATX,87.0,550,6.0,,gold,Semi
SeaSonic Snow Silent 1050,,ATX,90.0,1050,10.0,,platinum,Full
Antec Basiq,200.0,ATX,80.0,550,6.0,,plus,Semi
Super Flower Leadex III ARGB Pro,,ATX,87.0,650,10.0,Black,gold,Full
Rosewill VALENS-600,,ATX,87.0,600,0.0,,gold,False
Rosewill Glacier 850M,281.39,ATX,82.0,850,6.0,,bronze,Semi
SeaSonic PRIME Ultra Platinum 850,368.42,ATX,90.0,850,10.0,Black,platinum,Full
NZXT HALE90 V2 1000W,,ATX,87.0,1000,10.0,,gold,Full
Cooler Master Silent Pro M,,ATX,82.0,700,10.0,,bronze,Full
be quiet! System Power U9,,ATX,82.0,500,0.0,Black,bronze,False
Thermaltake Toughpower iRGB PLUS 1200 Platinum,,ATX,90.0,1200,10.0,Black,platinum,Full
GameMax GP,,ATX,82.0,400,0.0,Black,bronze,False
Antec NeoECO 550 Gold,,ATX,87.0,550,6.0,Black,gold,Semi
Montech GAMMA II,,ATX,87.0,750,0.0,Black,gold,False
XFX XT,,ATX,82.0,500,0.0,,bronze,False
Antec CSK,,ATX,82.0,450,0.0,Black / Yellow,bronze,False
Corsair AX1500i 240V,,ATX,94.0,1500,10.0,,titanium,Full
Cooler Master Elite,,ATX,0.0,460,0.0,,white,False
SeaSonic CORE GX-500,,ATX,87.0,500,10.0,Black / Gold,gold,Full
FSP Group HEXA 85+,,ATX,82.0,450,0.0,Black,bronze,False
Silverstone Strider Titanium,,ATX,94.0,700,10.0,,titanium,Full
FSP Group FSP500-50FGGBN,,Flex ATX,87.0,500,0.0,,gold,False
be quiet! Pure Power 9,,ATX,85.0,500,6.0,,silver,Semi
PC Power & Cooling Silencer Mk II,,ATX,85.0,950,0.0,,silver,False
EVGA SuperNOVA 1000 PS,,ATX,90.0,1000,10.0,,platinum,Full
be quiet! System Power 10 U,,ATX,82.0,650,0.0,Black,bronze,False
Cooler Master Thunder,,ATX,0.0,600,0.0,,white,False
XFX PRO Black Edition,,ATX,87.0,850,10.0,,gold,Full
SeaSonic SSP-300TBS,72.87,TFX,82.0,300,0.0,Silver,bronze,False
FSP Group FSP500-50FSPT,149.99,Flex ATX,90.0,500,0.0,,platinum,False
CoolMax ZX-700,88.81,ATX,80.0,700,0.0,,plus,False
Xilence XP530R8,,ATX,82.0,530,0.0,Black / Red,bronze,False
Antec VP650P,,ATX,0.0,650,0.0,,white,False
Thermaltake Toughpower iRGB PLUS 850,,ATX,87.0,850,10.0,Black,gold,Full
Rosewill Glacier 1000M,,ATX,82.0,1000,6.0,,bronze,Semi
SeaSonic FOCUS SPX,,SFX,90.0,650,10.0,Black,platinum,Full
Rosewill RD-Z,,ATX,80.0,400,0.0,Black,plus,False
Cooler Master Silent Pro Gold,,ATX,87.0,1000,6.0,,gold,Semi
Cooler Master MasterWatt Lite 600W Full Range,,ATX,80.0,600,0.0,,plus,False
HEC HEC200SA-2FX,,Mini ITX,0.0,200,0.0,,white,False
Cooler Master B500,,ATX,0.0,500,0.0,,white,False
Xigmatek Vector,,ATX,87.0,650,6.0,,gold,Semi
Sentey MBP HM,,ATX,82.0,750,6.0,Black,bronze,Semi
In Win PB,,ATX,87.0,850,10.0,,gold,Full
Apevia APEVIA ATX-WR680W 680W ATX12V v2.3 SLI CrossFire Active PFC Power Supply,,ATX,0.0,680,6.0,,white,Semi
Antec VP,,ATX,0.0,350,0.0,,white,False
Cooler Master Elite V2,,ATX,0.0,550,0.0,,white,False
NZXT E650,,ATX,87.0,650,10.0,Black,gold,Full
Corsair TX850 V2,599.99,ATX,82.0,850,0.0,,bronze,False
Antec Earthwatts,,ATX,82.0,500,0.0,,bronze,False
be quiet! Straight Power 10 CM,,ATX,87.0,500,6.0,,gold,Semi
Azza PSAZ-500B12,,ATX,0.0,500,0.0,,white,False
Thermaltake Smart DPS G,,ATX,87.0,650,6.0,,gold,Semi
SeaSonic PRIME Ultra Platinum 650,,ATX,90.0,650,10.0,Black,platinum,Full
Athena Power APOLLO 600,196.21,SFX,82.0,600,0.0,,bronze,False
Xilence Performance A+ III,,ATX,82.0,550,0.0,Black / Red,bronze,False
Rosewill HIVE,,ATX,82.0,550,10.0,,bronze,Full
Rosewill Glacier 500M,,ATX,82.0,500,6.0,,bronze,Semi
Cooler Master MasterWatt Maker 1500 (no Bluetooth),,ATX,94.0,1500,10.0,,titanium,Full
SeaSonic M12II,,ATX,82.0,750,6.0,,bronze,Semi
Enermax EPR525AWT_II,,ATX,82.0,525,0.0,,bronze,False
FSP Group Hydro G,,ATX,87.0,650,10.0,,gold,Full
Apevia ATX-CB700W,,ATX,0.0,700,0.0,,white,False
Cooler Master MasterWatt 650 TUF Gaming Alliance Edition,,ATX,82.0,650,6.0,Black / Gray,bronze,Semi
Antec NeoECO Platinum,,ATX,90.0,750,10.0,Black,platinum,Full
Cooler Master 400W MasterWatt Lite 230V,,ATX,80.0,400,0.0,,plus,False
Silverstone Strider Titanium,,ATX,94.0,600,10.0,,titanium,Full
Cooler Master GX,,ATX,80.0,750,6.0,,plus,Semi
Antec High Current Gamer,,ATX,82.0,750,6.0,,bronze,Semi
Cooler Master V Semi-Modular,,ATX,87.0,750,6.0,,gold,Semi
Antec NeoECO Classic,,ATX,82.0,650,0.0,Black,bronze,False
Phanteks PH-P750GS,,ATX,87.0,750,0.0,Black,gold,False
MSI MAG A650BN EVA e-PROJECT,,ATX,82.0,650,0.0,Black / Purple,bronze,False
be quiet! System Power 10 U,,ATX,82.0,550,0.0,Black,bronze,False
Rosewill ARC 450,,ATX,82.0,450,0.0,,bronze,False
Nfortec Sagitta RGB,,ATX,87.0,750,10.0,Black,gold,Full
Inter-Tech Coba Nitrox Nobility,,ATX,85.0,700,6.0,Black / Orange,silver,Semi
SeaSonic PRIME Platinum,,ATX,90.0,1200,10.0,,platinum,Full
FSP Group SFX Pro,,SFX,82.0,450,0.0,Black,bronze,False
Super Flower SF-1200F14MP Black,,ATX,90.0,1200,10.0,,platinum,Full
SeaSonic SS-300TFX Bronze,56.83,TFX,82.0,300,0.0,,bronze,False
SeaSonic Platinum,,ATX,90.0,760,10.0,,platinum,Full
Cooler Master Silent Pro Gold,,ATX,87.0,1200,6.0,,gold,Semi
Raidmax RX-730SS,,ATX,0.0,730,6.0,,white,Semi
Thermaltake TR2,,ATX,87.0,600,0.0,,gold,False
GameMax GM,,ATX,87.0,2000,0.0,Black,gold,False
Enermax CYBERBRON,,ATX,82.0,700,0.0,Black / Silver,bronze,False
Corsair VX450,,ATX,80.0,450,0.0,,plus,False
FSP Group HEXA 85+,,ATX,82.0,850,0.0,Black,bronze,False
Fractal Design Newton R3,,ATX,90.0,800,6.0,,platinum,Semi
SeaSonic TFX 350,,TFX,87.0,350,10.0,,gold,Full
Corsair VS600,,ATX,80.0,600,0.0,,plus,False
SeaSonic SS-1250XM2,,ATX,87.0,1250,10.0,,gold,Full
PC Power & Cooling Silencer Mk II,,ATX,85.0,750,0.0,,silver,False
EVGA SuperNOVA NEX1500 Classified,,ATX,87.0,1500,10.0,,gold,Full
be quiet! System Power 10 U,,ATX,82.0,750,0.0,Black,bronze,False
Montech TITAN GOLD 750W,,ATX,87.0,750,10.0,Black,gold,Full
Enermax MaxTytan,369.99,ATX,94.0,1050,10.0,,titanium,Full
Fractal Design Integra M,,ATX,82.0,650,6.0,,bronze,Semi
Silverstone Nightjar,,ATX,90.0,520,10.0,,platinum,Full
Fractal Design Integra R2,,ATX,82.0,500,0.0,,bronze,False
PC Power & Cooling Silencer MK III,,ATX,87.0,750,6.0,,gold,Semi
Raidmax Cobra,,ATX,82.0,500,0.0,,bronze,False
be quiet! Pure Power L8,,ATX,82.0,530,6.0,,bronze,Semi
Athena Power AP-MFATX50P8,136.99,Flex ATX,85.0,500,0.0,,silver,False
Athena Power AP-MFATX40P8,117.85,Flex ATX,82.0,400,0.0,,bronze,False
CoolMax ZU-1000B,,ATX,82.0,1000,6.0,,bronze,Semi
Antec NeoECO V2,91.49,ATX,82.0,550,6.0,Black,bronze,Semi
Cooler Master XG650,,ATX,90.0,650,10.0,Black,platinum,Full
Zalman ACRUX,,ATX,90.0,750,10.0,Black / Silver,platinum,Full
XFX XTR,,ATX,87.0,650,10.0,,gold,Full
Thermaltake Smart,,ATX,80.0,630,0.0,,plus,False
Antec EDGE,,ATX,87.0,750,10.0,,gold,Full
SeaSonic X,,ATX,87.0,1250,10.0,,gold,Full
Zalman ACRUX,,ATX,90.0,850,10.0,Black / Silver,platinum,Full
Zalman ACRUX,,ATX,90.0,1000,10.0,Black / Silver,platinum,Full
SeaSonic S12III,,ATX,82.0,450,0.0,Black,bronze,False
Antec NeoECO,,ATX,82.0,620,0.0,,bronze,False
In Win Classic,,ATX,90.0,900,10.0,,platinum,Full
FSP Group Dagger 600,,SFX,87.0,600,10.0,Black,gold,Full
Xigmatek Vector,,ATX,87.0,750,6.0,,gold,Semi
Cougar VTX,,ATX,82.0,700,0.0,,bronze,False
SHARKOON SilentStorm Icewind,,ATX,82.0,650,6.0,White / Black,bronze,Semi
NZXT HALE82 V2 700W,,ATX,82.0,700,10.0,,bronze,Full
FSP Group Everest 85PLUS 800,,ATX,82.0,800,10.0,,bronze,Full
Thermaltake TR2,,ATX,0.0,700,0.0,,white,False
Corsair CX850M V2 (2017 Edition),,ATX,82.0,850,6.0,Black / White,bronze,Semi
be quiet! Power Zone 650W,,ATX,82.0,650,10.0,,bronze,Full
SeaSonic CORE GM,,ATX,87.0,550,6.0,Black,gold,Semi
Thermaltake Toughpower Grand RGB Platinum,,ATX,90.0,850,10.0,Black,platinum,Full
be quiet! TFX Power 3 300,,TFX,82.0,300,0.0,Black,bronze,False
Montech CENTURY,,ATX,87.0,550,10.0,Black,gold,Full
Antec VP,,ATX,0.0,500,0.0,,white,False
Rosewill HIVE S,,ATX,82.0,1000,10.0,,bronze,Full
be quiet! Pure Power 10 CM,,ATX,85.0,600,6.0,,silver,Semi
be quiet! Pure Power 10 CM,,ATX,85.0,700,6.0,,silver,Semi
Corsair Vengeance 500,,ATX,82.0,500,0.0,,bronze,False
Apevia ATX-WA900W,,ATX,0.0,900,0.0,,white,False
Apex AL-D500EXP,,ATX,0.0,500,0.0,,white,False
SeaSonic X,,ATX,87.0,400,10.0,,gold,Full
Corsair CX400,,ATX,80.0,400,0.0,,plus,False
GAMDIAS ASTRAPE M1 B,,ATX,82.0,750,0.0,Black / Multicolor,bronze,False
Thermaltake TR2 RX,,ATX,82.0,850,6.0,,bronze,Semi
FSP Group HEXA 85+,,ATX,82.0,350,0.0,Black,bronze,False
Cooler Master Silent Pro M2,,ATX,82.0,720,6.0,,bronze,Semi
Cougar GX-S,,ATX,87.0,750,0.0,,gold,False
In Win P55F,,ATX,87.0,550,0.0,Black,gold,False
Zalman zm-650-XG,,ATX,87.0,650,6.0,,gold,Semi
Zalman zm-750-XG,,ATX,87.0,750,6.0,,gold,Semi
EVGA 650 GD,,ATX,87.0,650,0.0,Black,gold,False
Rosewill LEPTON,,ATX,87.0,500,6.0,Black,gold,Semi
Silverstone VIVA,,ATX,87.0,750,0.0,Black,gold,False
SHARKOON WPM Bronze,,ATX,82.0,500,6.0,,bronze,Semi
NZXT HALE 90,,ATX,87.0,1000,10.0,,gold,Full
SeaSonic X,,ATX,87.0,660,10.0,,gold,Full
FSP Group Raider S 550,,ATX,85.0,550,0.0,,silver,False
be quiet! STRAIGHT POWER E9 680W / CM,,ATX,87.0,680,6.0,,gold,Semi
Fractal Design Newton R3,,ATX,90.0,600,6.0,,platinum,Semi
be quiet! Straight Power 10,,ATX,87.0,500,0.0,,gold,False
FSP Group FSP450-60GHS(85)-R,,SFX,82.0,450,0.0,,bronze,False
Cooler Master eXtreme Power Plus,99.95,ATX,0.0,500,0.0,,white,False
Super Flower Golden Green HX,,ATX,87.0,750,0.0,,gold,False
LC-Power LC V2.31,,ATX,90.0,550,10.0,Black,platinum,Full
Fractal Design Anode Bronze,194.0,ATX,82.0,550,6.0,Black,bronze,Semi
Antec Earthwatts Green,108.11,ATX,80.0,500,0.0,,plus,False
Antec True Power,286.81,ATX,82.0,850,10.0,,bronze,Full
Thermaltake Toughpower PF3,,ATX,90.0,750,10.0,Black,platinum,Full
Inter-Tech 88882144,,TFX,0.0,300,0.0,Silver,white,False
Cougar LX500,,ATX,82.0,500,10.0,Black,bronze,Full
KOLINK KL-SFX350,,SFX,82.0,350,0.0,Black / Green,bronze,False
LC-Power LC6550 V2.3,,ATX,82.0,550,0.0,Black,bronze,False
Cougar SL600,,ATX,0.0,600,0.0,,white,False
LEPA N,,ATX,0.0,500,0.0,,white,False
Cooler Master Elite,,ATX,0.0,400,0.0,,white,False
Cooler Master eXtreme Power,,ATX,0.0,600,0.0,,white,False
OCZ ModXStream Pro,,ATX,80.0,500,6.0,,plus,Semi
Deepcool PK800D,,ATX,82.0,800,0.0,Black,bronze,False
be quiet! System Power U9,,ATX,82.0,700,0.0,Black,bronze,False
be quiet! System Power 8,,ATX,80.0,400,0.0,,plus,False
FSP Group AURUM S 400W,,ATX,87.0,400,0.0,,gold,False
EVGA SuperNOVA 750 T2,,ATX,94.0,750,10.0,,titanium,Full
FSP Group AU-400FL,,ATX,87.0,400,6.0,,gold,Semi
Cooler Master MasterWatt Maker,,ATX,94.0,1200,10.0,,titanium,Full
Xigmatek NRP-PC702,,ATX,82.0,700,0.0,,bronze,False
Xigmatek Vector,,ATX,87.0,850,6.0,,gold,Semi
Silverstone VIVA,,ATX,87.0,650,0.0,Black,gold,False
Rosewill LEPTON 700,,ATX,87.0,700,6.0,,gold,Semi
SeaSonic Platinum,,ATX,90.0,1200,10.0,,platinum,Full
Phanteks PH-P650GS,,ATX,87.0,650,0.0,Black,gold,False
be quiet! PURE POWER L8 400W,,ATX,82.0,400,0.0,,bronze,False
SeaSonic Platinum,,ATX,90.0,520,10.0,,platinum,Full
EVGA SuperNOVA 1050 GS,,ATX,87.0,1050,10.0,,gold,Full
Cooler Master MWE GOLD 550 V2,,ATX,87.0,550,0.0,Black,gold,False
Cooler Master Silent Pro M2,,ATX,85.0,1000,6.0,,silver,Semi
ABS Majesty,,ATX,87.0,1100,10.0,,gold,Full
Azza PSAZ-700A14,,ATX,82.0,700,0.0,,bronze,False
FSP Group FSP400-60GHS(85)-R,,SFX,82.0,400,0.0,,bronze,False
Super Flower SF-1200F14MP White,,ATX,90.0,1200,10.0,,platinum,Full
Super Flower Legion GX Pro,,ATX,87.0,550,6.0,Black,gold,Semi
BitFenix Whisper M,,ATX,87.0,450,10.0,,gold,Full
Super Flower Leadex III ARGB Pro,,ATX,87.0,750,10.0,Black,gold,Full
Fractal Design Anode Bronze,155.69,ATX,82.0,750,6.0,Black,bronze,Semi
BitFenix Formula Gold 550,,ATX,87.0,550,0.0,,gold,False
be quiet! TFX Power 3 300,,TFX,87.0,300,0.0,Black,gold,False
Silverstone Strider,,ATX,85.0,750,10.0,,silver,Full
BitFenix Whisper M,,ATX,87.0,750,10.0,,gold,Full
Phanteks PH-P550GF,,ATX,87.0,550,0.0,Black,gold,False
SeaSonic PRIME SNOWSILENT,,ATX,87.0,550,10.0,White,gold,Full
be quiet! Pure Power 10 CM,,ATX,85.0,400,6.0,,silver,Semi
OCZ ZT,,ATX,82.0,650,10.0,,bronze,Full
Zalman ZM1000-HP,,ATX,80.0,1000,10.0,,plus,Full
PC Power & Cooling Silencer MK III,,ATX,82.0,600,6.0,,bronze,Semi
Cooler Master Silent Pro M,,ATX,82.0,1000,6.0,,bronze,Semi
Rosewill Green,,ATX,80.0,630,0.0,,plus,False
SeaSonic PRIME Titanium,,ATX,94.0,1000,10.0,,titanium,Full
Montech GAMMA II,,ATX,87.0,550,0.0,Black,gold,False
be quiet! Dark Power Pro 10,,ATX,87.0,550,6.0,,gold,Semi
be quiet! Dark Power Pro 10,,ATX,87.0,650,6.0,,gold,Semi
be quiet! Dark Power Pro 10,,ATX,87.0,750,6.0,,gold,Semi
SeaSonic PRIME Gold,,ATX,87.0,650,10.0,,gold,Full
Thermaltake Toughpower DPS G RGB Titanium,,ATX,94.0,850,10.0,,titanium,Full
Super Flower Leadex III Super Pro,,ATX,82.0,650,10.0,Black,bronze,Full
Cooler Master Silent Pro M2,,ATX,82.0,620,6.0,,bronze,Semi
Silverstone Strider,,ATX,87.0,700,0.0,,gold,False
Deepcool DN400,,ATX,0.0,400,0.0,,white,False
Ultra LSP750,,ATX,0.0,750,0.0,,white,False
FSP Group Hydro X,,ATX,87.0,550,0.0,,gold,False
Cooler Master V Gold,,ATX,87.0,750,10.0,Black,gold,Full
FSP Group Raider 650,,ATX,82.0,650,0.0,,bronze,False
be quiet! Pure Power L8,,ATX,82.0,500,0.0,,bronze,False
XFX P1-550S-XXB9,,ATX,82.0,550,0.0,,bronze,False
FSP Group Berserker 500,,ATX,82.0,500,0.0,,bronze,False
Thermaltake Litepower,,ATX,0.0,350,0.0,,white,False
Cooler Master MWE 400,,ATX,80.0,400,0.0,Black,plus,False
LEPA MaxBron,,ATX,82.0,800,6.0,,bronze,Semi
SeaSonic S12G,,ATX,87.0,550,0.0,,gold,False
Rosewill PHOTON-1050,,ATX,87.0,1050,10.0,,gold,Full
Silverstone Strider,,ATX,85.0,600,10.0,,silver,Full
Fractal Design Integra M,,ATX,82.0,750,6.0,,bronze,Semi
be quiet! Straight Power 10,,ATX,87.0,600,0.0,,gold,False
Sentey SDP650-SS,,ATX,80.0,650,0.0,,plus,False
Sentey ERP-600-SS,,ATX,0.0,600,0.0,,white,False
Thortech Thunderbolt PLUS,,ATX,87.0,800,10.0,,gold,Full
Super Flower Leadex VI Platinum PRO,,ATX,90.0,1000,10.0,Black / Blue,platinum,Full
Antec True Power,,ATX,87.0,650,0.0,,gold,False
Super Flower Leadex Gold,,ATX,87.0,650,10.0,,gold,Full
Thermaltake Smart DPS G,,ATX,87.0,750,6.0,,gold,Semi
SeaSonic SS-850HT Silver,169.0,ATX,85.0,850,0.0,,silver,False
Rosewill Capstone,,ATX,87.0,750,0.0,,gold,False
Antec High Current Pro,,ATX,90.0,1300,10.0,,platinum,Full
Nfortec Sagitta RGB,,ATX,87.0,850,10.0,Black,gold,Full
Xilence XP850MR9,,ATX,87.0,850,6.0,Black / Red,gold,Semi
be quiet! Pure Power 10,,ATX,85.0,400,0.0,,silver,False
Cooler Master Silent Pro Hybrid,,ATX,87.0,1300,10.0,,gold,Full
Antec True Power,,ATX,82.0,550,10.0,,bronze,Full
Thermaltake Toughpower Grand,,ATX,87.0,650,6.0,,gold,Semi
Thermaltake Toughpower Grand,,ATX,87.0,750,6.0,,gold,Semi
Rosewill Quark 1000,,ATX,90.0,1000,10.0,,platinum,Full
