name,price,socket,form_factor,max_memory,memory_slots,color,manufacturer,chipset,SATA,M.2,BAND,PCIe,OC,WIFI,max_memory_spec,memory_slots_spec,SATA_spec,BAND_spec,PCIe_spec,OC_spec
Gigabyte GA-H87-HD3,,1150,ATX,0.029354207436399216,0.2727272727272727,Black / Gray,Gigabyte,H87,0.4000000000000001,0.0,0.1818181818181818,0.5,0.0,False,32,4,6.0,6.0,3.0,False
Biostar AM1ML,,AM1,Micro ATX,0.0136986301369863,0.09090909090909091,Black / Yellow,Biostar,AM1,,,,,,False,16,2,,,,
Gigabyte GA-G1.SNIPER Z97,,1150,ATX,0.029354207436399216,0.2727272727272727,Black / Red,Gigabyte,Z97,0.4000000000000001,1.0,0.09090909090909091,0.5,1.0,False,32,4,6.0,4.0,3.0,True
Asus Z97-C,,1150,ATX,0.029354207436399216,0.2727272727272727,Black / Gold,Asus,Z97,0.4000000000000001,1.0,0.09090909090909091,0.5,1.0,False,32,4,6.0,4.0,3.0,True
Gigabyte GA-Z97X-UD3H-BK,,1150,ATX,0.029354207436399216,0.2727272727272727,Black / Gray,Gigabyte,Z97,0.4000000000000001,1.0,0.09090909090909091,0.5,1.0,False,32,4,6.0,4.0,3.0,True
Asus X99-E WS,,2011-3,SSI CEB,0.1232876712328767,0.6363636363636364,Black / Silver,Asus,X99,0.8,3.0,0.6363636363636364,0.5,1.0,False,128,8,10.0,16.0,3.0,True
Gigabyte GA-H170-D3H,,1151,ATX,0.060665362035225046,0.2727272727272727,Black / Gold,Gigabyte,H170,0.4000000000000001,1.0,0.2727272727272727,0.5,0.0,False,64,4,6.0,8.0,3.0,False
MSI B150A Gaming Pro,,1151,ATX,0.060665362035225046,0.2727272727272727,Black / Red,MSI,B150,0.4000000000000001,1.0,0.0,0.5,0.0,False,64,4,6.0,2.0,3.0,False
Asus MAXIMUS VIII EXTREME,,1151,EATX,0.060665362035225046,0.2727272727272727,Black / Red,Asus,,,,,,,False,64,4,,,,
MSI 970A-G43 Plus,,AM3+/AM3,ATX,0.029354207436399216,0.2727272727272727,Black / Silver,MSI,970,,,,,,False,32,4,,,,
Asus X99-E,,2011-3,ATX,0.1232876712328767,0.6363636363636364,Black / Silver,Asus,X99,0.8,3.0,0.6363636363636364,0.5,1.0,False,128,8,10.0,16.0,3.0,True
Asus PRIME Z270M-PLUS,,1151,Micro ATX,0.060665362035225046,0.2727272727272727,Black / Silver,Asus,Z270,0.4000000000000001,2.0,0.09090909090909091,0.5,1.0,False,64,4,6.0,4.0,3.0,True
Gigabyte GA-Z270X-Gaming K7,,1151,ATX,0.060665362035225046,0.2727272727272727,Black / White,Gigabyte,Z270,0.4000000000000001,2.0,0.09090909090909091,0.5,1.0,False,64,4,6.0,4.0,3.0,True
Gigabyte GA-Z270M-D3H,,1151,Micro ATX,0.060665362035225046,0.2727272727272727,Black / Gold,Gigabyte,Z270,0.4000000000000001,2.0,0.09090909090909091,0.5,1.0,False,64,4,6.0,4.0,3.0,True
MSI A320M GRENADE,,AM4,Micro ATX,0.029354207436399216,0.09090909090909091,Black / Red,MSI,A320,0.2,2.0,0.09090909090909091,0.5,0.0,False,32,2,4.0,4.0,3.0,False
Gigabyte GA-H110M-M.2,,1151,Micro ATX,0.029354207436399216,0.09090909090909091,Black / Silver,Gigabyte,H110,0.2,1.0,0.09090909090909091,0.5,0.0,False,32,2,4.0,4.0,3.0,False
ASRock Fatal1ty X399 Professional Gaming,,sTR4,ATX,0.1232876712328767,0.6363636363636364,Black / Silver,ASRock,X399,0.4000000000000001,3.0,0.6363636363636364,0.25,1.0,False,128,8,6.0,16.0,2.0,True
MSI H270 Gaming Pro Carbon,,1151,ATX,0.060665362035225046,0.2727272727272727,Black / White,MSI,H270,0.4000000000000001,2.0,0.2727272727272727,0.5,0.0,False,64,4,6.0,8.0,3.0,False
ASRock N68-GS4 FX R2.0,,AM3+,Micro ATX,0.0136986301369863,0.09090909090909091,Black,ASRock,,,,,,,False,16,2,,,,
Gigabyte GA-AX370M-Gaming 3,,AM4,Micro ATX,0.060665362035225046,0.2727272727272727,Beige / Red,Gigabyte,X370,0.6000000000000001,4.0,0.1818181818181818,0.5,1.0,False,64,4,8.0,6.0,3.0,True
Asus EX-B360M-V5,,1151,Micro ATX,0.029354207436399216,0.09090909090909091,Black / Red,Asus,B360,0.4000000000000001,1.0,0.09090909090909091,0.5,0.0,False,32,2,6.0,4.0,3.0,False
Biostar H61MLV,,1155,Micro ATX,0.0136986301369863,0.09090909090909091,Black / Red,Biostar,H61,0.0,0.0,0.09090909090909091,0.25,0.0,False,16,2,2.0,4.0,2.0,False
MSI B150M Pro-D,,1151,Micro ATX,0.029354207436399216,0.09090909090909091,Brown / Black,MSI,B150,0.4000000000000001,1.0,0.0,0.5,0.0,False,32,2,6.0,2.0,3.0,False
Gigabyte Z490M GAMING X,,1200,Micro ATX,0.1232876712328767,0.2727272727272727,Black / Silver,Gigabyte,Z490,0.4000000000000001,3.0,0.2727272727272727,0.5,1.0,False,128,4,6.0,8.0,3.0,True
ASRock Z490 PG Velocita,265.32,1200,ATX,0.1232876712328767,0.2727272727272727,Black / Silver,ASRock,Z490,0.4000000000000001,3.0,0.2727272727272727,0.5,1.0,False,128,4,6.0,8.0,3.0,True
Asus ROG STRIX H470-I GAMING,,1200,Mini ITX,0.060665362035225046,0.09090909090909091,Black,Asus,H470,0.4000000000000001,2.0,0.6363636363636364,0.5,0.0,False,64,2,6.0,16.0,3.0,False
MSI H410M PRO-VH,,1200,Micro ATX,0.060665362035225046,0.09090909090909091,Black / Silver,MSI,H410,0.2,1.0,0.1818181818181818,0.5,0.0,False,64,2,4.0,6.0,3.0,False
Biostar A32M2,,AM4,Micro ATX,0.029354207436399216,0.09090909090909091,Black,Biostar,,,,,,,False,32,2,,,,
Asus Pro H610M-C-CSM,,1700,Micro ATX,0.060665362035225046,0.09090909090909091,Green / Black,Asus,H610,0.2,1.0,0.1818181818181818,0.75,0.0,False,64,2,4.0,6.0,4.0,False
Gigabyte Q570M D3H,,1200,Micro ATX,0.1232876712328767,0.2727272727272727,Black,Gigabyte,,,,,,,False,128,4,,,,
MSI Z590 PRO WIFI (CEC),,1200,ATX,0.1232876712328767,0.2727272727272727,Black / Silver,MSI,Z590,0.4000000000000001,3.0,0.6363636363636364,0.75,1.0,True,128,4,6.0,16.0,4.0,True
Gigabyte A620M H (rev. 1.0),,AM5,Micro ATX,0.09197651663405088,0.09090909090909091,Black,Gigabyte,A620,0.2,2.0,0.2727272727272727,0.75,0.0,False,96,2,4.0,8.0,4.0,False
ASRock Z590 Taichi,456.86,1200,ATX,0.1232876712328767,0.2727272727272727,Black / Silver,ASRock,Z590,0.4000000000000001,3.0,0.6363636363636364,0.75,1.0,False,128,4,6.0,16.0,4.0,True
Asus TUF GAMING B650M-E WIFI,,AM5,Micro ATX,0.1232876712328767,0.2727272727272727,Black,Asus,B650,0.2,2.0,0.6363636363636364,0.75,1.0,True,128,4,4.0,16.0,4.0,True
Supermicro X10SLM-F-O,328.2,1150,Micro ATX,0.029354207436399216,0.2727272727272727,Black / Green,Supermicro,,,,,,,False,32,4,,,,
ASRock X370 GAMING X,299.99,AM4,ATX,0.060665362035225046,0.2727272727272727,Black / Red,ASRock,X370,0.6000000000000001,4.0,0.1818181818181818,0.5,1.0,False,64,4,8.0,6.0,3.0,True
ASRock H470 Steel Legend,,1200,ATX,0.1232876712328767,0.2727272727272727,Black / Silver,ASRock,H470,0.4000000000000001,2.0,0.6363636363636364,0.5,0.0,False,128,4,6.0,16.0,3.0,False
MSI PRO B660M-B,,1700,Micro ATX,0.060665362035225046,0.09090909090909091,Black / Silver,MSI,B660,0.2,2.0,0.09090909090909091,0.75,0.0,False,64,2,4.0,4.0,4.0,False
Asus Crosshair IV Formula,,AM3,ATX,0.0136986301369863,0.2727272727272727,Black / Red,Asus,,,,,,,False,16,4,,,,
MSI X58 Pro-E,,1366,ATX,0.021526418786692758,0.4545454545454545,Black / Blue,MSI,X58,0.4000000000000001,0.0,0.6363636363636364,0.25,1.0,False,24,6,6.0,16.0,2.0,True
Asus P8H61-M (REV 3.0),,1155,Micro ATX,0.0136986301369863,0.09090909090909091,,Asus,H61,0.0,0.0,0.09090909090909091,0.25,0.0,False,16,2,2.0,4.0,2.0,False
Gigabyte GA-Z68A-D3H-B3,,1155,ATX,0.029354207436399216,0.2727272727272727,Blue / White,Gigabyte,Z68,0.4000000000000001,0.0,0.09090909090909091,0.25,1.0,False,32,4,6.0,4.0,2.0,True
ASRock Z68 Extreme4 Gen3,,1155,ATX,0.029354207436399216,0.2727272727272727,,ASRock,Z68,0.4000000000000001,0.0,0.09090909090909091,0.25,1.0,False,32,4,6.0,4.0,2.0,True
MSI 760GM-P21 (FX),,AM3+,Micro ATX,0.0136986301369863,0.09090909090909091,Black / Blue,MSI,,,,,,,False,16,2,,,,
MSI H77MA-G43,,1155,Micro ATX,0.029354207436399216,0.2727272727272727,Black / Blue,MSI,H77,0.2,0.0,0.09090909090909091,0.5,0.0,False,32,4,4.0,4.0,3.0,False
MSI H61M-P31 (G3),,1155,Micro ATX,0.0136986301369863,0.09090909090909091,Black / Blue,MSI,H61,0.0,0.0,0.09090909090909091,0.25,0.0,False,16,2,2.0,4.0,2.0,False
ASRock 960GM/U3S3 FX,,AM3+,Micro ATX,0.0136986301369863,0.09090909090909091,Black / Blue,ASRock,,,,,,,False,16,2,,,,
Asus H87M-PRO,,1150,Micro ATX,0.029354207436399216,0.2727272727272727,Black / Gold,Asus,H87,0.4000000000000001,0.0,0.1818181818181818,0.5,0.0,False,32,4,6.0,6.0,3.0,False
ASRock Z87E-ITX,,1150,Mini ITX,0.0136986301369863,0.09090909090909091,Black / Silver,ASRock,Z87,0.4000000000000001,0.0,0.09090909090909091,0.5,1.0,False,16,2,6.0,4.0,3.0,True
MSI Z87 MPOWER,,1150,ATX,0.029354207436399216,0.2727272727272727,Black / Yellow,MSI,Z87,0.4000000000000001,0.0,0.09090909090909091,0.5,1.0,False,32,4,6.0,4.0,3.0,True
Asus Maximus VI Extreme,,1150,ATX,0.029354207436399216,0.2727272727272727,Black / Red,Asus,,,,,,,False,32,4,,,,
Biostar H61MGV3,,1155,Micro ATX,0.0136986301369863,0.09090909090909091,Black / Red,Biostar,H61,0.0,0.0,0.09090909090909091,0.25,0.0,False,16,2,2.0,4.0,2.0,False
ASRock Fatal1ty Z87 Killer,,1150,ATX,0.029354207436399216,0.2727272727272727,,ASRock,Z87,0.4000000000000001,0.0,0.09090909090909091,0.5,1.0,False,32,4,6.0,4.0,3.0,True
Gigabyte GA-F2A88XN-WIFI,,FM2+,Mini ITX,0.060665362035225046,0.09090909090909091,,Gigabyte,A88,0.6000000000000001,0.0,0.2727272727272727,0.25,1.0,True,64,2,8.0,8.0,2.0,True
Asus CROSSBLADE RANGER,,FM2+,ATX,0.060665362035225046,0.2727272727272727,Black / Red,Asus,,,,,,,False,64,4,,,,
Asus MAXIMUS VII IMPACT,,1150,Mini ITX,0.0136986301369863,0.09090909090909091,Black / Red,Asus,,,,,,,False,16,2,,,,
Gigabyte GA-F2A68HM-HD2,,FM2+,Micro ATX,0.029354207436399216,0.09090909090909091,Black,Gigabyte,,,,,,,False,32,2,,,,
ASRock Fatal1ty 970 Performance,,AM3+/AM3,ATX,0.060665362035225046,0.2727272727272727,Black / Red,ASRock,970,,,,,,False,64,4,,,,
ASRock Fatal1ty Z170 Gaming-ITX/ac,,1151,Mini ITX,0.029354207436399216,0.09090909090909091,Black / Red,ASRock,Z170,0.4000000000000001,1.0,0.09090909090909091,0.5,1.0,False,32,2,6.0,4.0,3.0,True
Asus H110I-PLUS D3/CSM,,1151,Mini ITX,0.029354207436399216,0.09090909090909091,Black / Gold,Asus,H110,0.2,1.0,0.09090909090909091,0.5,0.0,False,32,2,4.0,4.0,3.0,False
Gigabyte GA-X150M-PRO ECC,,1151,Micro ATX,0.060665362035225046,0.2727272727272727,Brown / Black,Gigabyte,,,,,,,False,64,4,,,,
MSI X99A XPOWER GAMING TITANIUM,,2011-3,EATX,0.1232876712328767,0.6363636363636364,White / Black,MSI,X99,0.8,3.0,0.6363636363636364,0.5,1.0,False,128,8,10.0,16.0,3.0,True
Gigabyte GA-Z170X-Ultra Gaming,,1151,ATX,0.060665362035225046,0.2727272727272727,Black / Red,Gigabyte,Z170,0.4000000000000001,1.0,0.09090909090909091,0.5,1.0,False,64,4,6.0,4.0,3.0,True
Gigabyte GA-B150-HD3P,,1151,ATX,0.060665362035225046,0.2727272727272727,Black / Yellow,Gigabyte,B150,0.4000000000000001,1.0,0.0,0.5,0.0,False,64,4,6.0,2.0,3.0,False
EVGA Z270 Classified K,,1151,EATX,0.060665362035225046,0.2727272727272727,Black,EVGA,Z270,0.4000000000000001,2.0,0.09090909090909091,0.5,1.0,False,64,4,6.0,4.0,3.0,True
Asus MAXIMUS IX APEX,,1151,EATX,0.029354207436399216,0.09090909090909091,Black / Silver,Asus,,,,,,,False,32,2,,,,
ASRock Fatal1ty X370 Professional Gaming,,AM4,ATX,0.060665362035225046,0.2727272727272727,Black / Red,ASRock,X370,0.6000000000000001,4.0,0.1818181818181818,0.5,1.0,False,64,4,8.0,6.0,3.0,True
ASRock Z490 Phantom Gaming 4/ax,,1200,ATX,0.1232876712328767,0.2727272727272727,Black / Gray,ASRock,Z490,0.4000000000000001,3.0,0.2727272727272727,0.5,1.0,False,128,4,6.0,8.0,3.0,True
ASRock H470M-ITX/ac,,1200,Mini ITX,0.060665362035225046,0.09090909090909091,Black / Silver,ASRock,H470,0.4000000000000001,2.0,0.6363636363636364,0.5,0.0,False,64,2,6.0,16.0,3.0,False
Gigabyte Z690 UD AC,,1700,ATX,0.1232876712328767,0.2727272727272727,Black,Gigabyte,Z690,0.4000000000000001,4.0,0.6363636363636364,1.0,1.0,False,128,4,6.0,16.0,5.0,True
MSI PRO H610M-C EX,,1700,Micro ATX,0.060665362035225046,0.09090909090909091,Black / Silver,MSI,H610,0.2,1.0,0.1818181818181818,0.75,0.0,False,64,2,4.0,6.0,4.0,False
Gigabyte B760M GAMING X,,1700,Micro ATX,0.18590998043052837,0.2727272727272727,Brown / Black,Gigabyte,B760,0.2,2.0,0.09090909090909091,0.75,0.0,False,192,4,4.0,4.0,4.0,False
Biostar Z790A-SILVER,,1700,ATX,0.1232876712328767,0.2727272727272727,Black / Silver,Biostar,Z790,0.4000000000000001,4.0,0.6363636363636364,1.0,1.0,False,128,4,6.0,16.0,5.0,True
Supermicro X9SRH-7TF,294.99,2011,ATX,0.060665362035225046,0.6363636363636364,Green / Blue,Supermicro,,,,,,,False,64,8,,,,
Gigabyte Z590 AORUS TACHYON,341.13,1200,EATX,0.060665362035225046,0.09090909090909091,Black,Gigabyte,Z590,0.4000000000000001,3.0,0.6363636363636364,0.75,1.0,False,64,2,6.0,16.0,4.0,True
Asus Crosshair IV Extreme,509.95,AM3,EATX,0.0136986301369863,0.2727272727272727,Black / Red,Asus,,,,,,,False,16,4,,,,
ASRock E3V5 WS,,1151,ATX,0.060665362035225046,0.2727272727272727,Black / White,ASRock,,,,,,,False,64,4,,,,
MSI X470 GAMING PRO CARBON AC,,AM4,ATX,0.060665362035225046,0.2727272727272727,Black / Silver,MSI,X470,0.6000000000000001,4.0,0.2727272727272727,0.5,1.0,False,64,4,8.0,8.0,3.0,True
EVGA Z590 FTW WIFI,,1200,ATX,0.1232876712328767,0.2727272727272727,Black / Silver,EVGA,Z590,0.4000000000000001,3.0,0.6363636363636364,0.75,1.0,True,128,4,6.0,16.0,4.0,True
Biostar Z590GTA,199.99,1200,ATX,0.1232876712328767,0.2727272727272727,Blue / Black,Biostar,Z590,0.4000000000000001,3.0,0.6363636363636364,0.75,1.0,False,128,4,6.0,16.0,4.0,True
Asus P7P55D-E,,1156,ATX,0.0136986301369863,0.2727272727272727,Black / Blue,Asus,P55,0.4000000000000001,0.0,0.2727272727272727,0.25,1.0,False,16,4,6.0,8.0,2.0,True
Asus P7H55-M LX,,1156,Micro ATX,0.005870841487279843,0.09090909090909091,Black / Blue,Asus,H55,0.2,0.0,0.09090909090909091,0.25,0.0,False,8,2,4.0,4.0,2.0,False
MSI H55M-P33,,1156,Micro ATX,0.0136986301369863,0.2727272727272727,Black / Blue,MSI,H55,0.2,0.0,0.09090909090909091,0.25,0.0,False,16,4,4.0,4.0,2.0,False
Asus P8P67,,1155,ATX,0.029354207436399216,0.2727272727272727,Black / Blue,Asus,P67,0.4000000000000001,0.0,0.2727272727272727,0.25,1.0,False,32,4,6.0,8.0,2.0,True
Asus P8P67 Deluxe,,1155,ATX,0.029354207436399216,0.2727272727272727,Black / Blue,Asus,P67,0.4000000000000001,0.0,0.2727272727272727,0.25,1.0,False,32,4,6.0,8.0,2.0,True
Asus Rampage III Black Edition,,1366,EATX,0.04500978473581213,0.4545454545454545,Black / Gray,Asus,,,,,,,False,48,6,,,,
Gigabyte GA-78LMT-S2P,,AM3+,Micro ATX,0.005870841487279843,0.09090909090909091,Blue / White,Gigabyte,78L,,,,,,False,8,2,,,,
Asus P8H61-M LX (REV 3.0),,1155,Micro ATX,0.0136986301369863,0.09090909090909091,,Asus,H61,0.0,0.0,0.09090909090909091,0.25,0.0,False,16,2,2.0,4.0,2.0,False
Intel DX79SI,,2011,ATX,0.060665362035225046,0.6363636363636364,Black / Blue,Intel,X79,0.4000000000000001,0.0,0.6363636363636364,0.25,1.0,False,64,8,6.0,16.0,2.0,True
Foxconn H67M-V,,1155,Micro ATX,0.029354207436399216,0.2727272727272727,Blue / White,Foxconn,H67,0.4000000000000001,0.0,0.1818181818181818,0.25,0.0,False,32,4,6.0,6.0,2.0,False
ASRock Z77 Pro4,,1155,ATX,0.029354207436399216,0.2727272727272727,Brown / Black,ASRock,Z77,0.2,0.0,0.09090909090909091,0.5,1.0,False,32,4,4.0,4.0,3.0,True
MSI Z77A-GD65,,1155,ATX,0.029354207436399216,0.2727272727272727,Black / Blue,MSI,Z77,0.2,0.0,0.09090909090909091,0.5,1.0,False,32,4,4.0,4.0,3.0,True
ASRock B75M,,1155,Micro ATX,0.0136986301369863,0.09090909090909091,Brown / Black,ASRock,B75,0.4000000000000001,0.0,0.0,0.5,0.0,False,16,2,6.0,2.0,3.0,False
ASRock Z77E-ITX,,1155,Mini ITX,0.0136986301369863,0.09090909090909091,Brown / Black,ASRock,Z77,0.2,0.0,0.09090909090909091,0.5,1.0,False,16,2,4.0,4.0,3.0,True
ASRock B75M-DGS,,1155,Micro ATX,0.0136986301369863,0.09090909090909091,Brown / Black,ASRock,B75,0.4000000000000001,0.0,0.0,0.5,0.0,False,16,2,6.0,2.0,3.0,False
ASRock B85 Pro4,,1150,ATX,0.029354207436399216,0.2727272727272727,Brown / Black,ASRock,B85,0.2,0.0,0.0,0.5,0.0,False,32,4,4.0,2.0,3.0,False
ASRock Fatal1ty H97 Performance,,1150,ATX,0.029354207436399216,0.2727272727272727,Black / Red,ASRock,H97,0.4000000000000001,1.0,0.2727272727272727,0.5,0.0,False,32,4,6.0,8.0,3.0,False
Gigabyte GA-Z97X-Gaming GT,,1150,ATX,0.029354207436399216,0.2727272727272727,Black / Red,Gigabyte,Z97,0.4000000000000001,1.0,0.09090909090909091,0.5,1.0,False,32,4,6.0,4.0,3.0,True
ASRock EPC612D8A,,2011-3 Narrow,ATX,0.24853228962818003,0.6363636363636364,Green / Blue,ASRock,,,,,,,False,256,8,,,,
MSI Z170A-G45 GAMING,,1151,ATX,0.060665362035225046,0.2727272727272727,Black / Red,MSI,Z170,0.4000000000000001,1.0,0.09090909090909091,0.5,1.0,False,64,4,6.0,4.0,3.0,True
Gigabyte GA-Z170-D3H,,1151,ATX,0.060665362035225046,0.2727272727272727,Black / Gold,Gigabyte,Z170,0.4000000000000001,1.0,0.09090909090909091,0.5,1.0,False,64,4,6.0,4.0,3.0,True
ASRock Z170M Extreme4,,1151,Micro ATX,0.060665362035225046,0.2727272727272727,Black / Orange,ASRock,Z170,0.4000000000000001,1.0,0.09090909090909091,0.5,1.0,False,64,4,6.0,4.0,3.0,True
Asus H110M-PLUS,,1151,Micro ATX,0.029354207436399216,0.09090909090909091,Black / Gold,Asus,H110,0.2,1.0,0.09090909090909091,0.5,0.0,False,32,2,4.0,4.0,3.0,False
Asus P10S WS,,1151,ATX,0.060665362035225046,0.2727272727272727,Black,Asus,,,,,,,False,64,4,,,,
Gigabyte GA-Z170-Gaming K3-EU,,1151,ATX,0.060665362035225046,0.2727272727272727,Black / Red,Gigabyte,Z170,0.4000000000000001,1.0,0.09090909090909091,0.5,1.0,False,64,4,6.0,4.0,3.0,True
MSI H110I PRO AC,,1151,Mini ITX,0.029354207436399216,0.09090909090909091,Black / White,MSI,H110,0.2,1.0,0.09090909090909091,0.5,0.0,False,32,2,4.0,4.0,3.0,False
Gigabyte GA-Gaming B8,,1151,ATX,0.060665362035225046,0.2727272727272727,Black / Green,Gigabyte,,,,,,,False,64,4,,,,
ASRock Z270M-ITX/ac,,1151,Mini ITX,0.029354207436399216,0.09090909090909091,Black / Silver,ASRock,Z270,0.4000000000000001,2.0,0.09090909090909091,0.5,1.0,False,32,2,6.0,4.0,3.0,True
Gigabyte GA-Z270X-DESIGNARE,,1151,ATX,0.060665362035225046,0.2727272727272727,Silver,Gigabyte,Z270,0.4000000000000001,2.0,0.09090909090909091,0.5,1.0,False,64,4,6.0,4.0,3.0,True
ASRock Z370 Killer SLI,,1151,ATX,0.060665362035225046,0.2727272727272727,Black / Silver,ASRock,Z370,0.4000000000000001,2.0,0.09090909090909091,0.5,1.0,False,64,4,6.0,4.0,3.0,True
MSI X299 TOMAHAWK AC,,2066,ATX,0.24853228962818003,0.6363636363636364,Black / Silver,MSI,X299,0.6000000000000001,3.0,0.6363636363636364,0.5,1.0,False,256,8,8.0,16.0,3.0,True
MSI H310I PRO,,1151,Mini ITX,0.029354207436399216,0.09090909090909091,Black,MSI,H310,0.2,1.0,0.1818181818181818,0.5,0.0,False,32,2,4.0,6.0,3.0,False
ECS KAM1-I (V1.0),,AM1,Mini ITX,0.0136986301369863,0.09090909090909091,Black / Gray,ECS,AM1,,,,,,False,16,2,,,,
Gigabyte GA-AB350M-D3V,,AM4,Micro ATX,0.029354207436399216,0.09090909090909091,Brown / Black,Gigabyte,B350,0.2,2.0,0.09090909090909091,0.5,1.0,False,32,2,4.0,4.0,3.0,True
MSI X299 PRO,,2066,ATX,0.24853228962818003,0.6363636363636364,Black,MSI,X299,0.6000000000000001,3.0,0.6363636363636364,0.5,1.0,False,256,8,8.0,16.0,3.0,True
Asus PRIME H470-PLUS,,1200,ATX,0.1232876712328767,0.2727272727272727,Black / White,Asus,H470,0.4000000000000001,2.0,0.6363636363636364,0.5,0.0,False,128,4,6.0,16.0,3.0,False
Gigabyte B660M AORUS Pro,,1700,Micro ATX,0.1232876712328767,0.2727272727272727,Black,Gigabyte,B660,0.2,2.0,0.09090909090909091,0.75,0.0,False,128,4,4.0,4.0,4.0,False
Gigabyte B760M AORUS ELITE DDR4,,1700,Micro ATX,0.1232876712328767,0.2727272727272727,Black,Gigabyte,B760,0.2,2.0,0.09090909090909091,0.75,0.0,False,128,4,4.0,4.0,4.0,False
Biostar B550MXC PRO,,AM4,Micro ATX,0.1232876712328767,0.2727272727272727,Brown / Black,Biostar,B550,0.4000000000000001,3.0,0.6363636363636364,0.75,1.0,False,128,4,6.0,16.0,4.0,True
Gigabyte H470 AORUS PRO AX,249.99,1200,ATX,0.1232876712328767,0.2727272727272727,Black / Silver,Gigabyte,H470,0.4000000000000001,2.0,0.6363636363636364,0.5,0.0,False,128,4,6.0,16.0,3.0,False
Biostar B660MX-E,225.0,1700,Micro ATX,0.060665362035225046,0.09090909090909091,Gray / Black,Biostar,B660,0.2,2.0,0.09090909090909091,0.75,0.0,False,64,2,4.0,4.0,4.0,False
Asus P8H67-M LE,,1155,Micro ATX,0.0136986301369863,0.09090909090909091,Black / Blue,Asus,H67,0.4000000000000001,0.0,0.1818181818181818,0.25,0.0,False,16,2,6.0,6.0,2.0,False
Asus Crosshair V Formula,,AM3+,ATX,0.029354207436399216,0.2727272727272727,Black / Red,Asus,,,,,,,False,32,4,,,,
Asus Maximus IV Gene-Z,,1155,Micro ATX,0.029354207436399216,0.2727272727272727,Black / Red,Asus,,,,,,,False,32,4,,,,
Asus P8Z68-V LE,,1155,ATX,0.029354207436399216,0.2727272727272727,Black / Blue,Asus,Z68,0.4000000000000001,0.0,0.09090909090909091,0.25,1.0,False,32,4,6.0,4.0,2.0,True
Asus P9X79 DELUXE,,2011,ATX,0.060665362035225046,0.6363636363636364,Black / Blue,Asus,X79,0.4000000000000001,0.0,0.6363636363636364,0.25,1.0,False,64,8,6.0,16.0,2.0,True
Gigabyte GA-X79S-UP5-WIFI,,2011,EATX,0.060665362035225046,0.6363636363636364,Black / Blue,Gigabyte,X79,0.4000000000000001,0.0,0.6363636363636364,0.25,1.0,True,64,8,6.0,16.0,2.0,True
ASRock B75 Pro3-M,,1155,Micro ATX,0.029354207436399216,0.2727272727272727,Brown / Black,ASRock,B75,0.4000000000000001,0.0,0.0,0.5,0.0,False,32,4,6.0,2.0,3.0,False
Biostar TA970,,AM3+,ATX,0.060665362035225046,0.2727272727272727,Black / Red,Biostar,970,,,,,,False,64,4,,,,
ASRock Z87 Extreme3,,1150,ATX,0.029354207436399216,0.2727272727272727,Brown / Black,ASRock,Z87,0.4000000000000001,0.0,0.09090909090909091,0.5,1.0,False,32,4,6.0,4.0,3.0,True
Intel DZ87KLT75K,,1150,ATX,0.029354207436399216,0.2727272727272727,Black / Blue,Intel,Z87,0.4000000000000001,0.0,0.09090909090909091,0.5,1.0,False,32,4,6.0,4.0,3.0,True
Gigabyte GA-Z97X-SOC FORCE,,1150,ATX,0.029354207436399216,0.2727272727272727,Black / Orange,Gigabyte,Z97,0.4000000000000001,1.0,0.09090909090909091,0.5,1.0,False,32,4,6.0,4.0,3.0,True
Asus SABERTOOTH Z97 MARK2,,1150,ATX,0.029354207436399216,0.2727272727272727,Brown / Black,Asus,Z97,0.4000000000000001,1.0,0.09090909090909091,0.5,1.0,False,32,4,6.0,4.0,3.0,True
MSI Z97M Gaming,,1150,Micro ATX,0.029354207436399216,0.2727272727272727,Black / Red,MSI,Z97,0.4000000000000001,1.0,0.09090909090909091,0.5,1.0,False,32,4,6.0,4.0,3.0,True
Gigabyte GA-X99-GAMING 5,,2011-3,ATX,0.1232876712328767,0.6363636363636364,Black / Red,Gigabyte,X99,0.8,3.0,0.6363636363636364,0.5,1.0,False,128,8,10.0,16.0,3.0,True
Gigabyte GA-X99-UD5 WIFI,,2011-3,EATX,0.060665362035225046,0.6363636363636364,Black / Yellow,Gigabyte,X99,0.8,3.0,0.6363636363636364,0.5,1.0,True,64,8,10.0,16.0,3.0,True
Gigabyte GA-X99-GAMING G1WIFI,,2011-3,EATX,0.060665362035225046,0.6363636363636364,Black / Red,Gigabyte,X99,0.8,3.0,0.6363636363636364,0.5,1.0,True,64,8,10.0,16.0,3.0,True
Asus ASUS CS-B,,1150,Micro ATX,0.029354207436399216,0.2727272727272727,Brown / Black,Asus,,,,,,,False,32,4,,,,
MSI A68HM-GRENADE,,FM2+,Micro ATX,0.029354207436399216,0.09090909090909091,Brown / Black,MSI,,,,,,,False,32,2,,,,
Asus Z170M-E D3,,1151,Micro ATX,0.060665362035225046,0.2727272727272727,Black / Gold,Asus,Z170,0.4000000000000001,1.0,0.09090909090909091,0.5,1.0,False,64,4,6.0,4.0,3.0,True
ASRock H170M Pro4,,1151,Micro ATX,0.060665362035225046,0.2727272727272727,Black / Orange,ASRock,H170,0.4000000000000001,1.0,0.2727272727272727,0.5,0.0,False,64,4,6.0,8.0,3.0,False
