name,price,socket,form_factor,max_memory,memory_slots,color,manufacturer,chipset,SATA,M.2,BAND,PCIe,OC,WIFI
MSI B250 KRAIT GAMING,,1151,ATX,64,4,Black / White,MSI,B250,6,1,2,3,FALSE,FALSE
MSI X299 GAMING PRO CARBON AC,,2066,ATX,128,8,Black / Silver,MSI,X299,8,3,16,3,TRUE,FALSE
Gigabyte B360M GAMING HD,,1151,Micro ATX,32,2,Silver / Red,Gigabyte,B360,6,1,4,3,FALSE,FALSE
MSI B360 GAMING PRO CARBON,,1151,ATX,64,4,Black,MSI,B360,6,1,4,3,FALSE,FALSE
ASRock Z390 Phantom Gaming 9,,1151,ATX,128,4,Black / Silver,ASRock,Z390,6,2,8,3,TRUE,FALSE
Gigabyte H410M SH2 V2,,1200,Micro ATX,64,2,Black / Silver,Gigabyte,H410,4,1,6,3,FALSE,FALSE
Asus PRIME H410I-PLUS/CSM,,1200,Mini ITX,64,2,Black,Asus,H410,4,1,6,3,FALSE,FALSE
Asus PRIME A620M-A,,AM5,Micro ATX,128,4,Silver / Black,Asus,A620,4,2,8,4,FALSE,FALSE
ASRock H310CM-HG4,,1151,Micro ATX,32,2,Black / Silver,ASRock,H310,4,1,6,3,FALSE,FALSE
MSI PRO H610M-G,,1700,Micro ATX,64,2,Black,MSI,H610,4,1,6,4,FALSE,FALSE
Gigabyte Z690 UD DDR4 V2,,1700,ATX,128,4,Black,Gigabyte,Z690,6,4,16,5,TRUE,FALSE
Asus Pro WS C246-ACE,,1151,ATX,128,4,Black,Asus,,,,,,,FALSE
Supermicro C9Z390-CG-IW,595,1151,Mini ITX,64,2,Black,Supermicro,Z390,6,2,8,3,TRUE,FALSE
Asus ROG MAXIMUS X APEX,,1151,EATX,32,2,Black / Silver,Asus,,,,,,,FALSE
Intel DP55WB,,1156,Micro ATX,16,4,Black / Blue,Intel,P55,6,0,8,2,TRUE,FALSE
Asus M4A87TD/USB3,,AM3,ATX,16,4,Black / Blue,Asus,,,,,,,FALSE
Gigabyte GA-MA770T-UD3,,AM3,ATX,16,4,,Gigabyte,770,,,,,,FALSE
Gigabyte GA-G41MT-S2P,,775,Micro ATX,8,2,Blue / White,Gigabyte,G41,4,0,4,1,FALSE,FALSE
MSI H61M-E23 (B3),,1155,Micro ATX,16,2,Black / Blue,MSI,H61,2,0,4,2,FALSE,FALSE
Gigabyte GA-P67A-D3-B3,,1155,ATX,32,4,Blue / White,Gigabyte,P67,6,0,8,2,TRUE,FALSE
Foxconn H61MXV,,1155,Micro ATX,8,2,Blue / White,Foxconn,H61,2,0,4,2,FALSE,FALSE
ASRock 970 Pro3 R2.0,,AM3+,ATX,64,4,Brown / Black,ASRock,970,,,,,,FALSE
Asus B75M-A,,1155,Micro ATX,16,2,Black / Blue,Asus,B75,6,0,2,3,FALSE,FALSE
MSI Z87 XPOWER,,1150,XL ATX,32,4,Black / Yellow,MSI,Z87,6,0,4,3,TRUE,FALSE
ASRock B85M-HDS,,1150,Micro ATX,16,2,Black / Silver,ASRock,B85,4,0,2,3,FALSE,FALSE
ASRock 970 Extreme3 R2.0,,AM3+,ATX,64,4,Brown / Black,ASRock,970,,,,,,FALSE
Asus M5A97 EVO R2.0,,AM3+,ATX,32,4,Black / Blue,Asus,,,,,,,FALSE
ECS H81H3-I/HDMI (V1.0),,1150,Mini ITX,16,2,Black / Gray,ECS,H81,2,0,2,2,FALSE,FALSE
MSI B85I,,1150,Mini ITX,16,2,Black / Silver,MSI,B85,4,0,2,3,FALSE,FALSE
ASRock Fatal1ty H97 Killer,,1150,ATX,32,4,Black / Red,ASRock,H97,6,1,8,3,FALSE,FALSE
Asus Z97-DELUXE,,1150,ATX,32,4,Black / Gold,Asus,Z97,6,1,4,3,TRUE,FALSE
MSI X99S GAMING 9 AC,,2011-3,EATX,128,8,Black / Red,MSI,X99,10,3,16,3,TRUE,FALSE
Asus X99-S,,2011-3,ATX,64,8,Black / White,Asus,X99,10,3,16,3,TRUE,FALSE
Gigabyte GA-H97-HD3,,1150,ATX,32,4,Black / Gold,Gigabyte,H97,6,1,8,3,FALSE,FALSE
Asus A88XM-Plus,,FM2+,Micro ATX,64,4,Black / Gold,Asus,A88,8,0,8,2,TRUE,FALSE
ASRock X99 WS-E,,2011-3,EATX,128,8,Black / Blue,ASRock,X99,10,3,16,3,TRUE,FALSE
Gigabyte GA-EG43M-S2H,,775,Micro ATX,8,4,Multicolor,Gigabyte,G43,6,0,8,2,TRUE,FALSE
ASRock Z170M Pro4S,,1151,Micro ATX,64,4,Black / Orange,ASRock,Z170,6,1,4,3,TRUE,FALSE
ASRock H170M-ITX/ac,,1151,Mini ITX,32,2,Black / Red,ASRock,H170,6,1,8,3,FALSE,FALSE
Gigabyte GA-H110M-S2PV DDR3 (rev. 1.0),,1151,Micro ATX,32,2,Black,Gigabyte,H110,4,1,4,3,FALSE,FALSE
ASRock H110M-ITX,,1151,Mini ITX,32,2,Black / Orange,ASRock,H110,4,1,4,3,FALSE,FALSE
ASRock Z170A-X1/3.1,,1151,ATX,64,4,Black / Orange,ASRock,Z170,6,1,4,3,TRUE,FALSE
Gigabyte GA-B150N Phoenix-WIFI,,1151,Mini ITX,32,2,Black / Orange,Gigabyte,B150,6,1,2,3,FALSE,TRUE
MSI B150M Gaming Pro,,1151,Micro ATX,32,2,Black / Red,MSI,B150,6,1,2,3,FALSE,FALSE
Supermicro X11SAE-M,,1151,Micro ATX,64,4,Green,Supermicro,,,,,,,FALSE
MSI H170M PRO-VDH,,1151,Micro ATX,64,4,Black / White,MSI,H170,6,1,8,3,FALSE,FALSE
MSI Z270 XPOWER GAMING TITANIUM,,1151,ATX,64,4,Silver / Black,MSI,Z270,6,2,4,3,TRUE,FALSE
Asus STRIX B250G Gaming,,1151,Micro ATX,64,4,Black / Red,Asus,B250,6,1,2,3,FALSE,FALSE
Asus ROG STRIX H270I GAMING,,1151,Mini ITX,32,2,Black / Silver,Asus,H270,6,2,8,3,FALSE,FALSE
NZXT N7 Z370,,1151,ATX,64,4,Black,NZXT,Z370,6,2,4,3,TRUE,FALSE
MSI H270-A PRO,,1151,ATX,64,4,Black / Silver,MSI,H270,6,2,8,3,FALSE,FALSE
EVGA Z390 DARK,,1151,EATX,64,2,Black / Gold,EVGA,Z390,6,2,8,3,TRUE,FALSE
Gigabyte H410M DS2V,,1200,Micro ATX,64,2,Black / Silver,Gigabyte,H410,4,1,6,3,FALSE,FALSE
ASRock H470 Phantom Gaming 4,,1200,ATX,128,4,Black / Gray,ASRock,H470,6,2,16,3,FALSE,FALSE
Gigabyte B660M GAMING X,,1700,Micro ATX,128,4,Black,Gigabyte,B660,4,2,4,4,FALSE,FALSE
Gigabyte B660M AORUS ELITE DDR4,,1700,Micro ATX,128,4,Black,Gigabyte,B660,4,2,4,4,FALSE,FALSE
Asus PRIME A620M-K-CSM,,AM5,Micro ATX,96,2,Black / Silver,Asus,A620,4,2,8,4,FALSE,FALSE
Asus PRIME H610M-D D4-CSM,,1700,Micro ATX,64,2,Silver / Black,Asus,H610,4,1,6,4,FALSE,FALSE
ASRock Z270 Killer SLI,1719.6,1151,ATX,64,4,Black / White,ASRock,Z270,6,2,4,3,TRUE,FALSE
Gigabyte H510M K V2,,1200,Micro ATX,64,2,Black / Gray,Gigabyte,H510,4,1,6,3,FALSE,FALSE
Gigabyte Z490 AORUS XTREME,707.86,1200,EATX,128,4,Black / Silver,Gigabyte,Z490,6,3,8,3,TRUE,FALSE
MSI H410I PRO WIFI,,1200,Mini ITX,64,2,Black / Silver,MSI,H410,4,1,6,3,FALSE,TRUE
Asus Maximus III Gene,,1156,Micro ATX,16,4,Black / Red,Asus,,,,,,,FALSE
Asus Maximus III Formula,,1156,ATX,16,4,Black / Red,Asus,,,,,,,FALSE
Asus M4A785-M,,AM3/AM2+/AM2,Micro ATX,16,4,Black / Blue,Asus,A78,6,0,6,2,TRUE,FALSE
Asus M4A88TD-V EVO/USB3,,AM3,ATX,16,4,Black / Blue,Asus,A88,8,0,8,2,TRUE,FALSE
Gigabyte GA-890GPA-UD3H,,AM3,ATX,16,4,Blue / White,Gigabyte,890,,,,,,FALSE
Intel DG41TX,,775,Micro ATX,4,2,Green / Blue,Intel,G41,4,0,4,1,FALSE,FALSE
Intel DG41TY,,775,Micro ATX,8,2,Green / Blue,Intel,G41,4,0,4,1,FALSE,FALSE
Gigabyte GA-G41M-ES2H,,775,Micro ATX,8,2,Multicolor,Gigabyte,G41,4,0,4,1,FALSE,FALSE
ECS G41T-M2(1.0),,775,Micro ATX,8,2,,ECS,G41,4,0,4,1,FALSE,FALSE
Asus M4A78LT-M,,AM3,Micro ATX,16,4,Black / Blue,Asus,A78,6,0,6,2,TRUE,FALSE
MSI K9N6PGM2-V2,,AM3/AM2+/AM2,Micro ATX,8,2,,MSI,,,,,,,FALSE
ASRock P67 Extreme4,,1155,ATX,32,4,,ASRock,P67,6,0,8,2,TRUE,FALSE
Gigabyte G1.Assassin,,1366,XL ATX,24,6,,Gigabyte,,,,,,,FALSE
Asus P8H61-M LE/CSM (REV 3.0),,1155,Micro ATX,16,2,,Asus,H61,2,0,4,2,FALSE,FALSE
Gigabyte GA-H61M-S2-B3,,1155,Micro ATX,16,2,Blue / White,Gigabyte,H61,2,0,4,2,FALSE,FALSE
Foxconn H61S,,1155,Mini ITX,8,2,Blue,Foxconn,H61,2,0,4,2,FALSE,FALSE
Gigabyte GA-M68MT-S2,,AM3+,Micro ATX,8,2,Blue / White,Gigabyte,,,,,,,FALSE
Asus P8Z68-V/GEN3,,1155,ATX,32,4,Black / Blue,Asus,Z68,6,0,4,2,TRUE,FALSE
Asus P8H77-I,,1155,Mini ITX,16,2,Black / Blue,Asus,H77,4,0,4,3,FALSE,FALSE
Gigabyte GA-B75M-D3P,,1155,Micro ATX,32,4,Blue / White,Gigabyte,B75,6,0,2,3,FALSE,FALSE
MSI B75A-G43,,1155,ATX,32,4,Black / Blue,MSI,B75,6,0,2,3,FALSE,FALSE
Asus P8H77-M LE,,1155,Micro ATX,16,2,Black / Blue,Asus,H77,4,0,4,3,FALSE,FALSE
ASRock Z87 Pro4,,1150,ATX,32,4,Brown / Black,ASRock,Z87,6,0,4,3,TRUE,FALSE
Intel DH87MC,,1150,ATX,32,4,Black / Blue,Intel,H87,6,0,6,3,FALSE,FALSE
Intel DH87RL,,1150,Micro ATX,32,4,Black / Blue,Intel,H87,6,0,6,3,FALSE,FALSE
Asus P9D WS,,1150,ATX,32,4,Black / Gold,Asus,,,,,,,FALSE
Gigabyte GA-G1.Sniper A88X,,FM2+,ATX,64,4,Black / Green,Gigabyte,A88,8,0,8,2,TRUE,FALSE
Asus Z87-Pro (V Edition),,1150,ATX,32,4,,Asus,Z87,6,0,4,3,TRUE,FALSE
Asus A88X-PRO,,FM2+,ATX,64,4,Black / Gold,Asus,A88,8,0,8,2,TRUE,FALSE
MSI A78M-E45,,FM2+,Micro ATX,64,4,Black / Blue,MSI,A78,6,0,6,2,TRUE,FALSE
ASRock FM2A88X Extreme4+,,FM2+,ATX,64,4,Brown / Black,ASRock,A88,8,0,8,2,TRUE,FALSE
ASRock Fatal1ty H87 Performance,,1150,ATX,32,4,Black / Red,ASRock,H87,6,0,6,3,FALSE,FALSE
ASRock Z97 PRO3,,1150,ATX,32,4,Black / Blue,ASRock,Z97,6,1,4,3,TRUE,FALSE
Gigabyte GA-F2A58M-HD2,,FM2+,Micro ATX,64,2,Black / Silver,Gigabyte,,,,,,,FALSE
ASRock Z97M Pro4,,1150,Micro ATX,32,4,Black / Blue,ASRock,Z97,6,1,4,3,TRUE,FALSE
Asus H97-PRO,,1150,ATX,32,4,Black / Gold,Asus,H97,6,1,8,3,FALSE,FALSE
Biostar Hi-Fi A70U3P,,FM2+,Micro ATX,32,2,Black / Silver,Biostar,,,,,,,FALSE
MSI X99A GAMING 9 ACK,,2011-3,EATX,128,8,Black / Red,MSI,X99,10,3,16,3,TRUE,FALSE
Gigabyte GA-P85-D3T,,1150,ATX,16,2,Black,Gigabyte,,,,,,,FALSE
MSI Z170A GAMING M9 ACK,,1151,ATX,64,4,Black / Red,MSI,Z170,6,1,4,3,TRUE,FALSE
EVGA Z170 Stinger,,1151,Mini ITX,32,2,Black,EVGA,Z170,6,1,4,3,TRUE,FALSE
MSI Z170 Krait Gaming,,1151,ATX,64,4,Black / White,MSI,Z170,6,1,4,3,TRUE,FALSE
MSI H170A PC Mate,,1151,ATX,64,4,Black / Silver,MSI,H170,6,1,8,3,FALSE,FALSE
ASRock Fatal1ty H170 Performance,,1151,ATX,64,4,Black / Red,ASRock,H170,6,1,8,3,FALSE,FALSE
Gigabyte GA-H170M-D3H DDR3,,1151,Micro ATX,64,4,Black / Gold,Gigabyte,H170,6,1,8,3,FALSE,FALSE
Asus H110M-K D3,,1151,Micro ATX,32,2,Black / Gold,Asus,H110,4,1,4,3,FALSE,FALSE
Asus H170-PRO/CSM,,1151,ATX,64,4,Black / Gold,Asus,H170,6,1,8,3,FALSE,FALSE
ASRock H110M-DVS/D3,,1151,Micro ATX,32,2,Black / Orange,ASRock,H110,4,1,4,3,FALSE,FALSE
Asus B150-PLUS,,1151,ATX,64,4,Black / Gold,Asus,B150,6,1,2,3,FALSE,FALSE
Asus B150M-PLUS,,1151,Micro ATX,64,4,Black / Gold,Asus,B150,6,1,2,3,FALSE,FALSE
Gigabyte GA-F2A88XM-D3HP,,FM2+,Micro ATX,64,4,Black,Gigabyte,A88,8,0,8,2,TRUE,FALSE
MSI B150M Night Elf,,1151,Micro ATX,64,4,Black / Red,MSI,B150,6,1,2,3,FALSE,FALSE
Gigabyte GA-Z170X-UD3 Ultra,,1151,ATX,64,4,Black / Blue,Gigabyte,Z170,6,1,4,3,TRUE,FALSE
Gigabyte GA-B85M-D3H-A,,1150,Micro ATX,32,4,Translucent Black,Gigabyte,B85,4,0,2,3,FALSE,FALSE
Gigabyte GA-B250-HD3P,,1151,ATX,64,4,Black / Gold,Gigabyte,B250,6,1,2,3,FALSE,FALSE
Biostar B350GTN,,AM4,Mini ITX,32,2,Black,Biostar,B350,4,2,4,3,TRUE,FALSE
Gigabyte X299 AORUS Gaming 9,,2066,ATX,128,8,Black / Silver,Gigabyte,X299,8,3,16,3,TRUE,FALSE
ASRock Fatal1ty X299 Professional Gaming i9,,2066,ATX,128,8,Black / Silver,ASRock,X299,8,3,16,3,TRUE,FALSE
Asus ROG MAXIMUS IX EXTREME,,1151,EATX,64,4,Black / Red,Asus,,,,,,,FALSE
Gigabyte GA-H110M-S2PH,,1151,Micro ATX,32,2,Black,Gigabyte,H110,4,1,4,3,FALSE,FALSE
ASRock H370 Pro4,,1151,ATX,64,4,Black / Silver,ASRock,H370,6,2,12,3,FALSE,FALSE
MSI H310M PRO-D,,1151,Micro ATX,32,2,Brown / Black,MSI,H310,4,1,6,3,FALSE,FALSE
ASRock X370M Pro4,,AM4,Micro ATX,64,4,Black / White,ASRock,X370,8,4,6,3,TRUE,FALSE
Gigabyte B360N GSM,,1151,Mini ITX,32,2,Black,Gigabyte,B360,6,1,4,3,FALSE,FALSE
Gigabyte H310N,,1151,Mini ITX,32,2,Black,Gigabyte,H310,4,1,6,3,FALSE,FALSE
Gigabyte H110M-S2PT,,1151,Micro ATX,32,2,Brown / Black,Gigabyte,H110,4,1,4,3,FALSE,FALSE
ECS A320AM4-M3D,,AM4,Micro ATX,32,2,Black,ECS,A320,4,2,4,3,FALSE,FALSE
Gigabyte H410M S2,,1200,Micro ATX,64,2,Black / Silver,Gigabyte,H410,4,1,6,3,FALSE,FALSE
Gigabyte B365M D2V,,1151,Micro ATX,32,2,Black / Silver,Gigabyte,B365,6,1,4,3,FALSE,FALSE
Asus Pro H410M-C/CSM,,1200,Micro ATX,64,2,Green,Asus,H410,4,1,6,3,FALSE,FALSE
Colorful CVN B550M GAMING PRO V14,,AM4,Micro ATX,128,4,Black / Silver,Colorful,B550,6,3,16,4,TRUE,FALSE
Gigabyte GA-H81M-S2PT,,1150,Micro ATX,16,2,Black / Silver,Gigabyte,H81,2,0,2,2,FALSE,FALSE
Asus PRIME H610M-K D4-CSM,,1700,Micro ATX,64,2,Silver / Black,Asus,H610,4,1,6,4,FALSE,FALSE
Gigabyte H610M S2 DDR4 (rev. 1.2),,1700,Micro ATX,64,2,Black,Gigabyte,H610,4,1,6,4,FALSE,FALSE
Asus TUF GAMING B650M-E,,AM5,Micro ATX,128,4,Black,Asus,B650,4,2,16,4,TRUE,FALSE
Intel DG45ID,,775,Micro ATX,8,4,Blue / Silver,Intel,,,,,,,FALSE
Gigabyte GA-P55-USB3,,1156,ATX,16,4,Blue / White,Gigabyte,P55,6,0,8,2,TRUE,FALSE
Asus P5P43TD,,775,ATX,16,4,Multicolor,Asus,P43,6,0,8,2,FALSE,FALSE
Asus P6X58D-E,,1366,ATX,24,6,Black / Blue,Asus,X58,6,0,16,2,TRUE,FALSE
Asus P5QPL-AM,,775,Micro ATX,8,2,Black / Yellow,Asus,,,,,,,FALSE
MSI P55-CD53,,1156,ATX,16,4,Black / Blue,MSI,P55,6,0,8,2,TRUE,FALSE
EVGA 270-WS-W555-A2,,1366,HPTX,48,12,Black / Red,EVGA,,,,,,,FALSE
Gigabyte GA-G41MT-D3,,775,Micro ATX,8,2,Blue / White,Gigabyte,G41,4,0,4,1,FALSE,FALSE
ASRock G31M-S R2.0,,775,Micro ATX,8,2,,ASRock,,,,,,,FALSE
Asus P5P43TD/USB3,,775,ATX,16,4,,Asus,P43,6,0,8,2,FALSE,FALSE
Asus P7H55-M/CSM,,1156,Micro ATX,16,4,Black / Blue,Asus,H55,4,0,4,2,FALSE,FALSE
Intel DP67BG,,1155,ATX,32,4,Black / Blue,Intel,P67,6,0,8,2,TRUE,FALSE
Biostar G41D3C,,775,Micro ATX,8,2,Black / Red,Biostar,G41,4,0,4,1,FALSE,FALSE
ASRock H61M/U3S3,,1155,Micro ATX,16,2,Black / Blue,ASRock,H61,2,0,4,2,FALSE,FALSE
Intel DQ67OWB3,,1155,Micro ATX,32,4,Green / Blue,Intel,,,,,,,FALSE
Gigabyte GA-990FXA-UD5,,AM3+,ATX,32,4,Black / Silver,Gigabyte,990FX,,,,,,FALSE
ASRock Z68 Pro3 GEN3,,1155,ATX,32,4,Brown / Black,ASRock,Z68,6,0,4,2,TRUE,FALSE
Asus Rampage IV Extreme/BF3,,2011,EATX,64,8,Black / Red,Asus,,,,,,,FALSE
Gigabyte GA-Z77MX-D3H,,1155,Micro ATX,32,4,Blue / White,Gigabyte,Z77,4,0,4,3,TRUE,FALSE
Asus P8Z77-V PRO/THUNDERBOLT,,1155,ATX,32,4,Black / Blue,Asus,Z77,4,0,4,3,TRUE,FALSE
Asus P8Q77-M/CSM,,1155,Micro ATX,32,4,Black / Blue,Asus,,,,,,,FALSE
Intel DH61AG,,1155,Thin Mini ITX,16,2,Black / Blue,Intel,H61,2,0,4,2,FALSE,FALSE
Asus F2A85-M PRO,,FM2,Micro ATX,64,4,Black / Blue,Asus,,,,,,,FALSE
Gigabyte GA-F2A55M-HD2,,FM2,Micro ATX,64,2,Blue / White,Gigabyte,A55,6,0,6,2,FALSE,FALSE
ASRock 980DE3/U3S3,,AM3+,ATX,32,4,,ASRock,,,,,,,FALSE
Asus Z87-C,,1150,ATX,32,4,,Asus,Z87,6,0,4,3,TRUE,FALSE
Asus H87M-E,,1150,Micro ATX,32,4,Black / Gold,Asus,H87,6,0,6,3,FALSE,FALSE
Gigabyte GA-F2A88X-D3H,,FM2+,ATX,64,4,Black / Gray,Gigabyte,A88,8,0,8,2,TRUE,FALSE
MSI Z87M GAMING,,1150,Micro ATX,32,4,Black / Red,MSI,Z87,6,0,4,3,TRUE,FALSE
Gigabyte GA-78LMT-S2P(REV5.0),,AM3+,Micro ATX,16,2,Blue / White,Gigabyte,78L,,,,,,FALSE
ASRock FM2A88X+ Killer,,FM2+,ATX,64,4,Black / Red,ASRock,A88,8,0,8,2,TRUE,FALSE
MSI Z97-G55 SLI,,1150,ATX,32,4,Black / Blue,MSI,Z97,6,1,4,3,TRUE,FALSE
MSI Z97I Gaming AC,,1150,Mini ITX,16,2,Black / Red,MSI,Z97,6,1,4,3,TRUE,FALSE
Gigabyte GA-EX58-UD4P,,1366,ATX,24,6,Blue / White,Gigabyte,X58,6,0,16,2,TRUE,FALSE
MSI B85-G43,,1150,ATX,32,4,Black / Blue,MSI,B85,4,0,2,3,FALSE,FALSE
Gigabyte GA-F2A68HM-DS2H,,FM2+,Micro ATX,64,2,Black,Gigabyte,,,,,,,FALSE
Gigabyte GA-B85M-GAMING 3,,1150,Micro ATX,16,2,Black,Gigabyte,B85,4,0,2,3,FALSE,FALSE
Asus X99-DELUXE/U3.1,,2011-3,ATX,64,8,Black / White,Asus,X99,10,3,16,3,TRUE,FALSE
ASRock FM2A68M-HD+,,FM2+,Micro ATX,32,2,Brown / Black,ASRock,,,,,,,FALSE
EVGA Z170 FTW,,1151,ATX,64,4,Black,EVGA,Z170,6,1,4,3,TRUE,FALSE
Asus SABERTOOTH Z97 MARK 2/USB 3.1,,1150,ATX,32,4,Brown / Black,Asus,Z97,6,1,4,3,TRUE,FALSE
Asus H170-PLUS D3,,1151,ATX,64,4,Black / Gold,Asus,H170,6,1,8,3,FALSE,FALSE
Gigabyte G1.Sniper Z170,,1151,ATX,64,4,Black / Green,Gigabyte,Z170,6,1,4,3,TRUE,FALSE
EVGA Z170 Classified K,,1151,ATX,64,4,Black / Red,EVGA,Z170,6,1,4,3,TRUE,FALSE
Gigabyte GA-B150N-GSM,,1151,Mini ITX,32,2,Black,Gigabyte,B150,6,1,2,3,FALSE,FALSE
ECS H110M-C3D (1.0),,1151,Micro ATX,32,2,Brown / Black,ECS,H110,4,1,4,3,FALSE,FALSE
Gigabyte GA-Q170M-MK,,1151,Micro ATX,64,4,Black / Silver,Gigabyte,,,,,,,FALSE
MSI C236M WORKSTATION,,1151,Micro ATX,64,4,Black / Silver,MSI,C236,,,,,,FALSE
Asus H110M-E,,1151,Micro ATX,32,2,Black / Gold,Asus,H110,4,1,4,3,FALSE,FALSE
Asus X99-E-10G WS,,2011-3,SSI CEB,128,8,Black / Silver,Asus,X99,10,3,16,3,TRUE,FALSE
MSI H270 PC MATE,,1151,ATX,64,4,Black / White,MSI,H270,6,2,8,3,FALSE,FALSE
MSI H270M MORTAR ARCTIC,,1151,Micro ATX,64,4,White / Silver,MSI,H270,6,2,8,3,FALSE,FALSE
MSI H270M BAZOOKA,,1151,Micro ATX,64,4,Black / White,MSI,H270,6,2,8,3,FALSE,FALSE
Biostar H110MH PRO D4,,1151,Micro ATX,32,2,Black / Yellow,Biostar,H110,4,1,4,3,FALSE,FALSE
Gigabyte GA-Z270N-Gaming 5,,1151,Mini ITX,32,2,Black / Orange,Gigabyte,Z270,6,2,4,3,TRUE,FALSE
MSI Z270 GAMING M6 AC,,1151,ATX,64,4,Black / Red,MSI,Z270,6,2,4,3,TRUE,FALSE
MSI B350M PRO-VH PLUS,,AM4,Micro ATX,32,2,Brown / Black,MSI,B350,4,2,4,3,TRUE,FALSE
Gigabyte B360N AORUS GAMING WIFI,,1151,Mini ITX,32,2,Black / Orange,Gigabyte,B360,6,1,4,3,FALSE,TRUE
Gigabyte X299 AORUS Ultra Gaming Pro,,2066,ATX,128,8,Black,Gigabyte,X299,8,3,16,3,TRUE,FALSE
Gigabyte Z370M AORUS Gaming,,1151,Micro ATX,64,4,Black / Silver,Gigabyte,Z370,6,2,4,3,TRUE,FALSE
Supermicro C9X299-PGF,,2066,ATX,128,8,Black,Supermicro,X299,8,3,16,3,TRUE,FALSE
Asus PRIME B460I-PLUS,,1200,Mini ITX,64,2,Silver / Black,Asus,B460,6,1,4,3,FALSE,FALSE
Gigabyte GA-B460M AORUS ELITE,,1200,Micro ATX,128,4,Black / Orange,Gigabyte,B460,6,1,4,3,FALSE,FALSE
Biostar Z490GTA EVO,,1200,ATX,128,4,Black,Biostar,Z490,6,3,8,3,TRUE,FALSE
Asus TUF GAMING B560M-E,,1200,Micro ATX,128,4,Black / Gold,Asus,B560,6,1,4,4,FALSE,FALSE
Biostar H510MH/E 2.0,,1200,Micro ATX,64,2,Black,Biostar,H510,4,1,6,3,FALSE,FALSE
Gigabyte B660M GAMING X AX,,1700,Micro ATX,128,4,Black,Gigabyte,B660,4,2,4,4,FALSE,FALSE
Biostar H510MHP,,1200,Micro ATX,64,2,Black,Biostar,H510,4,1,6,3,FALSE,FALSE
Asus PRIME B650M-K,,AM5,Micro ATX,96,2,Silver / Black,Asus,B650,4,2,16,4,TRUE,FALSE
Asus P11C-I,,1151,Mini ITX,64,2,Black / Blue,Asus,,,,,,,FALSE
Supermicro X10SL7-F,224.68,1150,Micro ATX,32,4,Black / Green,Supermicro,,,,,,,FALSE
Biostar Z490GTA,,1200,ATX,128,4,Black,Biostar,Z490,6,3,8,3,TRUE,FALSE
Biostar Z590I Valkyrie,,1200,Mini ITX,64,2,Black / Gold,Biostar,Z590,6,3,16,4,TRUE,FALSE
Gigabyte GA-H55M-UD2H,,1156,Micro ATX,16,4,Blue / White,Gigabyte,H55,4,0,4,2,FALSE,FALSE
Gigabyte GA-MA770-UD3,,AM2+/AM2,ATX,16,4,Multicolor,Gigabyte,770,,,,,,FALSE
Gigabyte GA-770T-USB3,,AM3,ATX,16,4,Blue / White,Gigabyte,770,,,,,,FALSE
Gigabyte GA-EP43-UD3L,,775,ATX,16,4,Multicolor,Gigabyte,P43,6,0,8,2,FALSE,FALSE
ASRock N68-S UCC,,AM3/AM2+/AM2,Micro ATX,8,2,Black / Blue,ASRock,,,,,,,FALSE
Asus M4N68T-M,,AM3,Micro ATX,8,2,Black / Blue,Asus,,,,,,,FALSE
MSI H55M-E33,,1156,Micro ATX,16,4,Black / Blue,MSI,H55,4,0,4,2,FALSE,FALSE
MSI P67A-C43,,1155,ATX,32,4,Black / Blue,MSI,P67,6,0,8,2,TRUE,FALSE
Intel DG33TLM,,775,Micro ATX,8,4,Black / Blue,Intel,,,,,,,FALSE
Biostar H61MH,,1155,Micro ATX,8,2,Black / Red,Biostar,H61,2,0,4,2,FALSE,FALSE
Gigabyte GA-H61M-D2P-B3,,1155,Micro ATX,16,2,Blue / White,Gigabyte,H61,2,0,4,2,FALSE,FALSE
Asus M5A88-V EVO,,AM3+,ATX,16,4,,Asus,A88,8,0,8,2,TRUE,FALSE
Asus Maximus IV Extreme-Z,,1155,EATX,32,4,Black / Red,Asus,,,,,,,FALSE
MSI 990FXA-GD65,,AM3+,ATX,32,4,,MSI,990FX,,,,,,FALSE
Asus M5A97,,AM3+,ATX,32,4,,Asus,,,,,,,FALSE
Gigabyte GA-970A-D3,,AM3+,ATX,32,4,Blue / White,Gigabyte,970,,,,,,FALSE
ASRock 970 Extreme3,,AM3+,ATX,32,4,Black,ASRock,970,,,,,,FALSE
Asus P8Z68 Deluxe/GEN3,,1155,ATX,32,4,Black / Blue,Asus,Z68,6,0,4,2,TRUE,FALSE
Asus P8H61-M LX PLUS (REV 3.0),,1155,Micro ATX,16,2,,Asus,H61,2,0,4,2,FALSE,FALSE
Asus Maximus IV Gene-Z/GEN3,,1155,Micro ATX,32,4,Black / Red,Asus,,,,,,,FALSE
Intel DX79TO,,2011,ATX,64,8,Black / Blue,Intel,X79,6,0,16,2,TRUE,FALSE
Asus P8Z77-V DELUXE,,1155,ATX,32,4,Black / Blue,Asus,Z77,4,0,4,3,TRUE,FALSE
Asus P8Z77-M PRO,,1155,Micro ATX,32,4,Black / Blue,Asus,Z77,4,0,4,3,TRUE,FALSE
ECS H61H2-M12,,1155,Micro ATX,16,2,Black / Gray,ECS,H61,2,0,4,2,FALSE,FALSE
