name,price,socket,form_factor,max_memory,memory_slots,color,manufacturer,chipset,SATA,M.2,BAND,PCIe,OC,WIFI
MSI X299-A PRO,,2066,ATX,256,8,Black,MSI,X299,8,3,16,3,TRUE,FALSE
Biostar B560GTQ,,1200,Micro ATX,128,4,Blue / Black,Biostar,B560,6,1,4,4,FALSE,FALSE
Biostar H610MX-E,,1700,Micro ATX,64,2,Gray / Black,Biostar,H610,4,1,6,4,FALSE,FALSE
Biostar B660M-SILVER,,1700,Micro ATX,128,4,Silver / Black,Biostar,B660,4,2,4,4,FALSE,FALSE
Asus PRIME B650M-A WIFI-CSM,,AM5,Micro ATX,128,4,Silver / Black,Asus,B650,4,2,16,4,TRUE,TRUE
Asus PRIME H410M-F,,1200,Micro ATX,64,2,Black / Silver,Asus,H410,4,1,6,3,FALSE,FALSE
Asus PRIME H610M-F D4-CSM,,1700,Micro ATX,64,2,Black / Silver,Asus,H610,4,1,6,4,FALSE,FALSE
Asus PRO H610M-C D4-CSM,,1700,Micro ATX,64,2,Green / Black,Asus,H610,4,1,6,4,FALSE,FALSE
Asus EX-B660M-V5-PRO-D4,,1700,Micro ATX,64,2,Red / Black,Asus,B660,4,2,4,4,FALSE,FALSE
MSI Z590M PRO,,1200,Micro ATX,128,4,Black / Silver,MSI,Z590,6,3,16,4,TRUE,FALSE
Biostar B45M2,,AM4,Micro ATX,32,2,Black / Silver,Biostar,,,,,,,FALSE
Biostar H510MX/E 2.0,,1200,Micro ATX,64,2,Black,Biostar,H510,4,1,6,3,FALSE,FALSE
Biostar B560MHP 2.0,,1200,Micro ATX,64,2,Black,Biostar,B560,6,1,4,4,FALSE,FALSE
Asus PRIME B760M-A-CSM,,1700,Micro ATX,128,4,Silver / Black,Asus,B760,4,2,4,4,FALSE,FALSE
Biostar B650MXC PRO,,AM5,Micro ATX,128,4,Black / Silver,Biostar,B650,4,2,16,4,TRUE,FALSE
Asus PRIME B760M-K-CSM,,1700,Micro ATX,96,2,Silver / Black,Asus,B760,4,2,4,4,FALSE,FALSE
Gigabyte A620M S2H (rev. 1.0),,AM5,Micro ATX,96,2,Black,Gigabyte,A620,4,2,8,4,FALSE,FALSE
ASRock H610M-HDVP/D5 R2.0,,1700,Micro ATX,96,2,Black,ASRock,H610,4,1,6,4,FALSE,FALSE
Asus PRIME H770-PLUS-CSM,,1700,ATX,192,4,Silver / Black,Asus,H770,6,2,8,3,FALSE,FALSE
Biostar X370GT3,,AM4,Micro ATX,64,4,Black / White,Biostar,X370,8,4,6,3,TRUE,FALSE
Gigabyte GA-H55M-USB3,,1156,Micro ATX,16,4,Blue / White,Gigabyte,H55,4,0,4,2,FALSE,FALSE
Gigabyte GA-H55N-USB3,,1156,Mini ITX,8,2,Blue / White,Gigabyte,H55,4,0,4,2,FALSE,FALSE
Intel DH57JG,,1156,Mini ITX,8,2,Blue,Intel,H57,6,0,6,2,FALSE,FALSE
Asus P7H57D-V EVO,,1156,ATX,16,4,Black / Blue,Asus,H57,6,0,6,2,FALSE,FALSE
Gigabyte GA-H57M-USB3,,1156,Micro ATX,16,4,Blue / White,Gigabyte,H57,6,0,6,2,FALSE,FALSE
EVGA P55V,,1156,Micro ATX,16,4,Black / Gray,EVGA,P55,6,0,8,2,TRUE,FALSE
Intel DP55KG,,1156,ATX,16,4,Black / Blue,Intel,P55,6,0,8,2,TRUE,FALSE
Gigabyte GA-P55A-UD6,,1156,ATX,16,6,Blue / White,Gigabyte,P55,6,0,8,2,TRUE,FALSE
Asus M4N75TD,,AM3,ATX,16,4,Black / Blue,Asus,,,,,,,FALSE
Zotac GF6100-B-E,,AM3/AM2+,Micro ATX,4,2,Black / Red,Zotac,,,,,,,FALSE
MSI 740GM-P25,,AM3,Micro ATX,8,2,Black / Blue,MSI,,,,,,,FALSE
Gigabyte GA-880GM-UD2H,,AM3,Micro ATX,16,4,Blue / White,Gigabyte,,,,,,,FALSE
ASRock A790GMH/128M,,AM3/AM2+/AM2,Micro ATX,16,4,,ASRock,,,,,,,FALSE
Gigabyte GA-880GA-UD3H,,AM3,ATX,16,4,Blue / White,Gigabyte,,,,,,,FALSE
MSI 890FXA-GD70,,AM3,ATX,16,4,Black / Blue,MSI,890,,,,,,FALSE
ASRock 890GX Extreme3,,AM3,ATX,16,4,Black / Blue,ASRock,890,,,,,,FALSE
Intel DG45FC,,775,Mini ITX,4,2,Blue / Silver,Intel,,,,,,,FALSE
EVGA 170-BL-E762-A1,,1366,XL ATX,24,6,Black / Red,EVGA,,,,,,,FALSE
EVGA 141-BL-E760-A1,,1366,EATX,24,6,Black / Red,EVGA,,,,,,,FALSE
Intel DG41KR,,775,Micro ATX,8,2,Green / White,Intel,G41,4,0,4,1,FALSE,FALSE
Asus P5G41C-M,,775,Micro ATX,8,4,Black / Blue,Asus,G41,4,0,4,1,FALSE,FALSE
Zotac H55ITX-A-E,,1156,Mini ITX,8,2,Black / Yellow,Zotac,H55,4,0,4,2,FALSE,FALSE
Zotac GF9300-I-E,,775,Mini ITX,8,2,Black / Red,Zotac,,,,,,,FALSE
Zotac GF9300-A-E,,775,Micro ATX,16,4,Black / Red,Zotac,,,,,,,FALSE
EVGA 132-GT-E768-TR,,1366,ATX,24,6,Black / Gray,EVGA,,,,,,,FALSE
MSI NF980-G65,,AM3,ATX,16,4,Black / Blue,MSI,,,,,,,FALSE
Biostar A770E3,,AM3,ATX,16,4,Multicolor,Biostar,770,,,,,,FALSE
MSI 790GX-G65,,AM3,ATX,16,4,Multicolor,MSI,,,,,,,FALSE
MSI 790FX-GD70,,AM3,ATX,16,4,Black / Blue,MSI,,,,,,,FALSE
MSI 880GM-E41,,AM3,Micro ATX,16,4,Black / Blue,MSI,,,,,,,FALSE
MSI 870A Fuzion,,AM3,ATX,16,4,Black / Blue,MSI,870,,,,,,FALSE
ASRock A785GM-LE/128M,,AM3/AM2+/AM2,Micro ATX,8,2,Multicolor,ASRock,A78,6,0,6,2,TRUE,FALSE
ECS A750GM-M (V7.0),,AM3,Micro ATX,8,2,,ECS,A75,6,0,6,2,FALSE,FALSE
MSI 870-G45,,AM3,ATX,16,4,Black / Blue,MSI,870,,,,,,FALSE
ASRock K10N78D,,AM2+/AM2,ATX,16,4,,ASRock,,,,,,,FALSE
MSI H55M-E23,,1156,Micro ATX,8,2,Black / Blue,MSI,H55,4,0,4,2,FALSE,FALSE
ECS G41T-R3(V1.0A),,775,Micro ATX,8,2,,ECS,G41,4,0,4,1,FALSE,FALSE
ECS H57H-M (V1.0A),,1156,Micro ATX,16,4,Black / Red,ECS,H57,6,0,6,2,FALSE,FALSE
Biostar TA785GE 128M,,AM3/AM2+/AM2,Micro ATX,16,4,,Biostar,A78,6,0,6,2,TRUE,FALSE
Intel DG41CN,,775,Micro ATX,8,2,Multicolor,Intel,G41,4,0,4,1,FALSE,FALSE
Biostar G41D3,,775,Micro ATX,8,2,Black / Red,Biostar,G41,4,0,4,1,FALSE,FALSE
Zotac H55ITX-C-E,,1156,Mini ITX,8,2,Black / Yellow,Zotac,H55,4,0,4,2,FALSE,FALSE
ECS IC780M-A2 (V1.0A),,AM3,ATX,16,4,,ECS,,,,,,,FALSE
Gigabyte GA-P67A-UD4,,1155,ATX,16,4,Black,Gigabyte,P67,6,0,8,2,TRUE,FALSE
Asus P8H67-M EVO,,1155,Micro ATX,32,4,Black / Blue,Asus,H67,6,0,6,2,FALSE,FALSE
Asus P8P67-M,,1155,Micro ATX,32,4,Black / Blue,Asus,P67,6,0,8,2,TRUE,FALSE
MSI P67A-GD65,,1155,ATX,32,4,Black / Blue,MSI,P67,6,0,8,2,TRUE,FALSE
Asus P8H67-M PRO/CSM,,1155,Micro ATX,32,4,Black / Blue,Asus,H67,6,0,6,2,FALSE,FALSE
MSI H67MA-E45,,1155,Micro ATX,32,4,Black / Blue,MSI,H67,6,0,6,2,FALSE,FALSE
ECS H67H2-I,,1155,Mini ITX,8,2,,ECS,H67,6,0,6,2,FALSE,FALSE
Intel DX58OG,,1366,ATX,24,6,Black / Blue,Intel,X58,6,0,16,2,TRUE,FALSE
Gigabyte GA-M68MT-S2P,,AM3,Micro ATX,8,2,Blue / White,Gigabyte,,,,,,,FALSE
Gigabyte G1.Guerrilla,,1366,EATX,24,6,,Gigabyte,,,,,,,FALSE
Gigabyte GA-H67A-UD3H-B3,,1155,ATX,32,4,Blue / White,Gigabyte,H67,6,0,6,2,FALSE,FALSE
Gigabyte GA-P67A-UD3-B3,,1155,ATX,32,4,Blue / White,Gigabyte,P67,6,0,8,2,TRUE,FALSE
ASRock H67M-ITX,,1155,Mini ITX,16,2,Black / Blue,ASRock,H67,6,0,6,2,FALSE,FALSE
Asus P8H67-I DELUXE (REV 3.0),,1155,Mini ITX,16,2,,Asus,H67,6,0,6,2,FALSE,FALSE
Supermicro MBD-C7P67-O,,1155,ATX,32,4,Green / Black,Supermicro,P67,6,0,8,2,TRUE,FALSE
MSI 870S-G46,,AM3,ATX,32,4,Black / Blue,MSI,870,,,,,,FALSE
Gigabyte GA-H61M-USB3-B3,,1155,Micro ATX,16,2,Blue / White,Gigabyte,H61,2,0,4,2,FALSE,FALSE
Zotac H67ITX-C-E,,1155,Mini ITX,16,2,Black / Yellow,Zotac,H67,6,0,6,2,FALSE,FALSE
Biostar H61ML,,1155,Micro ATX,8,2,Black / Red,Biostar,H61,2,0,4,2,FALSE,FALSE
Biostar A870U3,,AM3,ATX,16,4,Black / Red,Biostar,870,,,,,,FALSE
MSI PH67S-C43 (B3),,1155,ATX,32,4,,MSI,H67,6,0,6,2,FALSE,FALSE
Intel DH67GDB3,,1155,Micro ATX,32,4,Black / Blue,Intel,H67,6,0,6,2,FALSE,FALSE
Gigabyte GA-X58A-OC,,1366,ATX,24,6,Black / Orange,Gigabyte,X58,6,0,16,2,TRUE,FALSE
Gigabyte GA-Z68X-UD4-B3,,1155,ATX,32,4,Black,Gigabyte,Z68,6,0,4,2,TRUE,FALSE
ASRock Z68 Pro3,,1155,ATX,32,4,Black / Blue,ASRock,Z68,6,0,4,2,TRUE,FALSE
ASRock Z68 Extreme4,,1155,ATX,32,4,Black / Blue,ASRock,Z68,6,0,4,2,TRUE,FALSE
ASRock Fatal1ty P67 Performance,,1155,ATX,32,4,Black / Red,ASRock,P67,6,0,8,2,TRUE,FALSE
MSI H67MS-E23 (B3),,1155,Micro ATX,16,2,Black / Blue,MSI,H67,6,0,6,2,FALSE,FALSE
Biostar G31-M7G DVI,,775,Micro ATX,4,2,,Biostar,,,,,,,FALSE
Asus P6X58-E PRO,,1366,ATX,48,6,Black / Blue,Asus,X58,6,0,16,2,TRUE,FALSE
Gigabyte GA-Z68XP-UD3P,,1155,ATX,32,4,Black / Silver,Gigabyte,Z68,6,0,4,2,TRUE,FALSE
Intel DP67BGB3,,1155,ATX,32,4,Black / Blue,Intel,P67,6,0,8,2,TRUE,FALSE
ASRock H61M-GE,,1155,Micro ATX,16,4,Black / Blue,ASRock,H61,2,0,4,2,FALSE,FALSE
Biostar TH61 ITX,,1155,Mini ITX,16,2,Black / Red,Biostar,H61,2,0,4,2,FALSE,FALSE
ASRock P67 Transformer (B3),,1156,ATX,16,4,,ASRock,P67,6,0,8,2,TRUE,FALSE
MSI Z68A-GD55 (B3),,1155,ATX,32,4,Black / Blue,MSI,Z68,6,0,4,2,TRUE,FALSE
EVGA 160-SB-E679-K2,,1155,EATX,16,4,Black / Red,EVGA,,,,,,,FALSE
MSI PH61A-P35 (B3),,1155,ATX,16,2,Black / Blue,MSI,H61,2,0,4,2,FALSE,FALSE
MSI A75A-G35,,FM1,ATX,16,2,Black / Blue,MSI,A75,6,0,6,2,FALSE,FALSE
EVGA 120-SB-E672-KR,,1155,Micro ATX,16,4,Black / Gray,EVGA,,,,,,,FALSE
Asus Crosshair V Formula/Thunderbolt,,AM3+,ATX,32,4,Black / Red,Asus,,,,,,,FALSE
Biostar TA785G3HD,,AM3,Micro ATX,16,4,,Biostar,A78,6,0,6,2,TRUE,FALSE
ASRock Z68 Extreme7 Gen3,,1155,ATX,32,4,Black / Silver,ASRock,Z68,6,0,4,2,TRUE,FALSE
ASRock Z68M-ITX/HT,,1155,Mini ITX,16,2,Black / Blue,ASRock,Z68,6,0,4,2,TRUE,FALSE
EVGA 160-SB-E689-K2,,1155,EATX,16,4,Black / Red,EVGA,,,,,,,FALSE
Biostar A55MH,,FM1,Micro ATX,16,2,Black / Red,Biostar,A55,6,0,6,2,FALSE,FALSE
Jetway JTA75MG,,FM1,Micro ATX,8,2,Black / Red,Jetway,A75,6,0,6,2,FALSE,FALSE
Biostar H61MLB,,1155,Micro ATX,16,2,Black / Red,Biostar,H61,2,0,4,2,FALSE,FALSE
Biostar H61MLC,,1155,Micro ATX,16,2,Black / Red,Biostar,H61,2,0,4,2,FALSE,FALSE
Biostar TA990FXE,,AM3+,ATX,16,4,Black / Red,Biostar,990FX,,,,,,FALSE
ECS A990FXM-A V1.0 CFX/CLI,,AM3+,ATX,128,4,,ECS,990FX,,,,,,FALSE
Intel DG41RQ,,775,Micro ATX,8,2,Green / Silver,Intel,G41,4,0,4,1,FALSE,FALSE
Intel DG41TY,,775,Micro ATX,8,2,Green / Silver,Intel,G41,4,0,4,1,FALSE,FALSE
MSI X79A-GD65(8D) Frio Adv,,2011,ATX,128,8,,MSI,X79,6,0,16,2,TRUE,FALSE
Gigabyte G1.ASSASSIN2,,2011,EATX,32,4,Black / Green,Gigabyte,,,,,,,FALSE
ASRock H61M-GS,,1155,Micro ATX,16,2,Black / Blue,ASRock,H61,2,0,4,2,FALSE,FALSE
MSI H61M-P25 (B3),,1155,Micro ATX,16,2,Black / Blue,MSI,H61,2,0,4,2,FALSE,FALSE
Jetway JNF9A-Q67,,1155,Mini ITX,16,2,Green / Black,Jetway,,,,,,,FALSE
Jetway JTI61M5,,1155,Micro ATX,8,2,Black / Red,Jetway,,,,,,,FALSE
Biostar TPOWER X79,,2011,ATX,32,4,Black / Red,Biostar,X79,6,0,16,2,TRUE,FALSE
ASRock 770iCafe,,AM3+/AM3,ATX,16,4,Black / Blue,ASRock,770,,,,,,FALSE
Biostar TA970XE,,AM3+,ATX,32,4,Black / Red,Biostar,970,,,,,,FALSE
Biostar TZ77XE4,,1155,ATX,32,4,Black / Orange,Biostar,Z77,4,0,4,3,TRUE,FALSE
Biostar B75MU3+,,1155,Micro ATX,32,4,Black / Red,Biostar,B75,6,0,2,3,FALSE,FALSE
Biostar A960G+,,AM3+,Micro ATX,16,2,Black / Red,Biostar,,,,,,,FALSE
Gigabyte G1.Sniper 3,,1155,EATX,32,4,Black / Green,Gigabyte,,,,,,,FALSE
MSI Z77A-GD80,,1155,ATX,32,4,Black / Blue,MSI,Z77,4,0,4,3,TRUE,FALSE
ECS H77H2-M3(1.0),,1155,Micro ATX,16,2,Black / Gray,ECS,H77,4,0,4,3,FALSE,FALSE
ECS H77H2-M,,1155,Micro ATX,32,4,Black / Gray,ECS,H77,4,0,4,3,FALSE,FALSE
ECS H61H-G11,,1155,Thin Mini ITX,16,2,Green / Black,ECS,H61,2,0,4,2,FALSE,FALSE
Biostar A75MG,,FM1,Micro ATX,16,2,Black / Red,Biostar,A75,6,0,6,2,FALSE,FALSE
ECS A780LM-M2,,AM3,Micro ATX,8,2,Multicolor,ECS,A78,6,0,6,2,TRUE,FALSE
ASRock B75M-GL,,1155,Micro ATX,16,2,Brown / Black,ASRock,B75,6,0,2,3,FALSE,FALSE
EVGA Z77 FTW,,1155,EATX,32,4,Black / Red,EVGA,Z77,4,0,4,3,TRUE,FALSE
Foxconn B75M,,1155,Micro ATX,32,4,Black,Foxconn,B75,6,0,2,3,FALSE,FALSE
ASRock FM2A55M-DGS,,FM2,Micro ATX,16,2,Brown / Black,ASRock,A55,6,0,6,2,FALSE,FALSE
Biostar Hi-Fi A85S3,,FM2,Micro ATX,32,2,Black,Biostar,,,,,,,FALSE
Asus F2A85-V,,FM2,ATX,64,4,Black / Blue,Asus,,,,,,,FALSE
MSI FM2-A85XMA-E35,,FM2,Micro ATX,32,2,Black / Blue,MSI,,,,,,,FALSE
ASRock B75M-GL R2.0,,1155,Micro ATX,16,2,Brown / Black,ASRock,B75,6,0,2,3,FALSE,FALSE
Foxconn H77MXV-D,,1155,Micro ATX,16,2,Blue,Foxconn,H77,4,0,4,3,FALSE,FALSE
Gigabyte G1.SNIPER 5,,1150,EATX,32,4,Black / Green,Gigabyte,,,,,,,FALSE
ASRock Z87M Extreme4,,1150,Micro ATX,32,4,Brown / Black,ASRock,Z87,6,0,4,3,TRUE,FALSE
MSI Z87 MPOWER Max,,1150,ATX,32,4,Black / Yellow,MSI,Z87,6,0,4,3,TRUE,FALSE
MSI H87M-G43,,1150,Micro ATX,32,4,Black / Blue,MSI,H87,6,0,6,3,FALSE,FALSE
ECS H87H3-M(1.0),,1150,Micro ATX,32,4,Black / Gray,ECS,H87,6,0,6,3,FALSE,FALSE
ECS B85H3-M3(1.0),,1150,Micro ATX,16,2,Black / Gray,ECS,B85,4,0,2,3,FALSE,FALSE
ASRock Z87 OC Formula/ac,,1150,EATX,32,4,Black / Yellow,ASRock,Z87,6,0,4,3,TRUE,FALSE
ECS Z87H3-A2X GOLDEN,,1150,ATX,32,4,Black / Gold,ECS,Z87,6,0,4,3,TRUE,FALSE
Supermicro C7Z87-OCE,,1150,ATX,32,4,Black / Blue,Supermicro,Z87,6,0,4,3,TRUE,FALSE
Asus Z87I-Pro Mini-ITX,,1150,Mini ITX,16,2,Black / Gold,Asus,Z87,6,0,4,3,TRUE,FALSE
MSI FM2-A75MA-P33,,FM2,Micro ATX,16,2,Black / Blue,MSI,A75,6,0,6,2,FALSE,FALSE
ASRock C226WS,,1150,ATX,32,4,Brown / Black,ASRock,,,,,,,FALSE
ASRock E3C224,,1150,ATX,32,4,Green / Blue,ASRock,,,,,,,FALSE
MSI Z87-G55,,1150,ATX,32,4,Black / Blue,MSI,Z87,6,0,4,3,TRUE,FALSE
MSI Z87 MPOWER SP,,1150,ATX,32,4,Black / Yellow,MSI,Z87,6,0,4,3,TRUE,FALSE
EVGA Z87 Stinger,,1150,Mini ITX,16,2,Black / Red,EVGA,Z87,6,0,4,3,TRUE,FALSE
ASRock FM2A88X Extreme6+,,FM2+,ATX,64,4,Brown / Black,ASRock,A88,8,0,8,2,TRUE,FALSE
ASRock B85M Pro4/ASM,,1150,Micro ATX,32,4,,ASRock,B85,4,0,2,3,FALSE,FALSE
MSI 760GM-P34 (FX) BOM,,AM3+,Micro ATX,16,2,,MSI,,,,,,,FALSE
MSI H81M-E33 V2,,1150,Micro ATX,16,2,Black / Blue,MSI,H81,2,0,2,2,FALSE,FALSE
MSI A88XM-E35,,FM2+,Micro ATX,32,2,Black / Blue,MSI,A88,8,0,8,2,TRUE,FALSE
Biostar A58MD Ver. 6.x,,FM2+,Micro ATX,32,2,Black / Red,Biostar,,,,,,,FALSE
MSI H87M-E35,,1150,Micro ATX,16,2,Black / Blue,MSI,H87,6,0,6,3,FALSE,FALSE
MSI A55M-E33,,FM2+,Micro ATX,32,2,Black / Blue,MSI,A55,6,0,6,2,FALSE,FALSE
ECS B75H2-M4(V1.0),,1155,Micro ATX,16,2,Black / White,ECS,B75,6,0,2,3,FALSE,FALSE
ECS H87H3-TI (V1.0),,1150,Thin Mini ITX,16,2,Black,ECS,H87,6,0,6,3,FALSE,FALSE
Gigabyte GA-Z87X-HD3,,1150,ATX,32,4,Black / Gray,Gigabyte,Z87,6,0,4,3,TRUE,FALSE
Gigabyte GA-970A-DS3P BOM,,AM3+,ATX,32,4,Black / Gray,Gigabyte,970,,,,,,FALSE
Asus Z87-A (NFC Express Edition),,1150,ATX,32,4,Black / Gold,Asus,Z87,6,0,4,3,TRUE,FALSE
MSI CSM-B85M-E45,,1150,Micro ATX,32,4,Black / Blue,MSI,B85,4,0,2,3,FALSE,FALSE
Asus H81T/CSM,,1150,Thin Mini ITX,16,2,Black / Gold,Asus,H81,2,0,2,2,FALSE,FALSE
ASRock Fatal1ty Z87 Professional,,1150,ATX,32,4,Black / Red,ASRock,Z87,6,0,4,3,TRUE,FALSE
MSI H81M-E35,,1150,Micro ATX,16,2,Black / Blue,MSI,H81,2,0,2,2,FALSE,FALSE
Foxconn H81MXV,,1150,Micro ATX,16,2,Black / Blue,Foxconn,H81,2,0,2,2,FALSE,FALSE
ASRock FM2A55M-VG3+,,FM2+,Micro ATX,32,2,Brown / Black,ASRock,A55,6,0,6,2,FALSE,FALSE
Biostar Hi-Fi H81S2,,1150,ATX,16,2,Black / Silver,Biostar,H81,2,0,2,2,FALSE,FALSE
MSI A88XI AC,,FM2+,Mini ITX,32,2,Black / Silver,MSI,A88,8,0,8,2,TRUE,FALSE
Asus F2A85-M2,,FM2,Micro ATX,64,4,Black / Blue,Asus,,,,,,,FALSE
MSI Z97 MPOWER,,1150,ATX,32,4,Black / Yellow,MSI,Z97,6,1,4,3,TRUE,FALSE
Asus Z97-DELUXE(NFC&WLC),,1150,ATX,32,4,Black / Gold,Asus,Z97,6,1,4,3,TRUE,FALSE
Gigabyte GA-AM1M-S2P,,AM1,Micro ATX,32,2,Black,Gigabyte,AM1,,,,,,FALSE
ECS H81H3-A3,,1150,ATX,16,2,Black / Gray,ECS,H81,2,0,2,2,FALSE,FALSE
ECS B85H3-M7,,1150,Micro ATX,16,2,Black / Gray,ECS,B85,4,0,2,3,FALSE,FALSE
MSI Z97 XPOWER AC,,1150,EATX,32,4,Black / Yellow,MSI,Z97,6,1,4,3,TRUE,FALSE
MSI Z97I AC,,1150,Mini ITX,16,2,Black / Silver,MSI,Z97,6,1,4,3,TRUE,FALSE
ASRock AM1B-MDH,,AM1,Micro ATX,16,2,Black / Silver,ASRock,AM1,,,,,,FALSE
ASRock H97M,,1150,Micro ATX,16,2,Black / Blue,ASRock,H97,6,1,8,3,FALSE,FALSE
MSI A58M-E35,,FM2+,Micro ATX,32,2,Black / Blue,MSI,,,,,,,FALSE
EVGA X99 FTW,,2011-3,EATX,128,8,Black / Red,EVGA,X99,10,3,16,3,TRUE,FALSE
MSI B85M Eco,,1150,Micro ATX,32,4,Black / Green,MSI,B85,4,0,2,3,FALSE,FALSE
ECS A58F2P-M4(1.0),,FM2+,Micro ATX,32,2,Black / Gray,ECS,,,,,,,FALSE
Gigabyte GA-Z87X-SLI,,1150,ATX,32,4,Black / Gold,Gigabyte,Z87,6,0,4,3,TRUE,FALSE
Asus SABERTOOTH Z97 MARK1,,1150,ATX,32,4,Brown / Black,Asus,Z97,6,1,4,3,TRUE,FALSE
ASRock FM2A88M-HD+_R2.0,,FM2+,Micro ATX,32,2,Black / Silver,ASRock,A88,8,0,8,2,TRUE,FALSE
Gigabyte GA-X99-Gaming 7 WIFI,,2011-3,EATX,64,8,Black / Red,Gigabyte,X99,10,3,16,3,TRUE,TRUE
Supermicro C7X99-OCE-F,,2011-3,ATX,128,8,Black / Blue,Supermicro,X99,10,3,16,3,TRUE,FALSE
Gigabyte GA-X99-Gaming 5P,,2011-3,EATX,128,8,Black / Red,Gigabyte,X99,10,3,16,3,TRUE,FALSE
ASRock Z97X Killer/3.1,,1150,ATX,32,4,Black / Red,ASRock,Z97,6,1,4,3,TRUE,FALSE
ASRock Z97 Extreme4/3.1,,1150,ATX,32,4,Black / Blue,ASRock,Z97,6,1,4,3,TRUE,FALSE
MSI A78M-E35 V2,,FM2+,Micro ATX,32,2,Black,MSI,A78,6,0,6,2,TRUE,FALSE
ASRock X99 Extreme6/3.1,,2011-3,ATX,128,8,Black / Blue,ASRock,X99,10,3,16,3,TRUE,FALSE
ASRock Fatal1ty X99X Killer/3.1,,2011-3,ATX,128,8,Black / Red,ASRock,X99,10,3,16,3,TRUE,FALSE
ASRock Fatal1ty X99 Professional/3.1,,2011-3,EATX,128,8,Black / Red,ASRock,X99,10,3,16,3,TRUE,FALSE
Gigabyte GA-B85M-HD3-A,,1150,Micro ATX,16,2,Black,Gigabyte,B85,4,0,2,3,FALSE,FALSE
Gigabyte GA-B150M-D3H-GSM,,1151,Micro ATX,64,4,Black / Silver,Gigabyte,B150,6,1,2,3,FALSE,FALSE
ASRock B150M Pro4/D3,,1151,Micro ATX,64,4,Black / Orange,ASRock,B150,6,1,2,3,FALSE,FALSE
ASRock B150M Pro4S/D3,,1151,Micro ATX,64,4,Black / Orange,ASRock,B150,6,1,2,3,FALSE,FALSE
Asus B150M-C D3,,1151,Micro ATX,64,4,Black / Gold,Asus,B150,6,1,2,3,FALSE,FALSE
Gigabyte GA-H170-HD3 DDR3,,1151,ATX,64,4,Black / Gold,Gigabyte,H170,6,1,8,3,FALSE,FALSE
ASRock Z170 Extreme3,,1151,ATX,64,4,Black / Orange,ASRock,Z170,6,1,4,3,TRUE,FALSE
Gigabyte MW31-SP0,,1151,ATX,64,4,Black / Blue,Gigabyte,,,,,,,FALSE
Gigabyte MW21-SE0,,1151,Micro ATX,64,4,Black / Blue,Gigabyte,,,,,,,FALSE
Asus B150-PRO D3,,1151,ATX,64,4,Black / Gold,Asus,B150,6,1,2,3,FALSE,FALSE
EVGA 141-BL-E757-TR,,1366,ATX,24,6,Black / Red,EVGA,,,,,,,FALSE
Asus H110M-D D3,,1151,Micro ATX,32,2,Black / Silver,Asus,H110,4,1,4,3,FALSE,FALSE
ASRock A68M-ITX,,FM2+,Mini ITX,32,2,Black / Orange,ASRock,,,,,,,FALSE
Asus A88X-PLUS/USB 3.1,,FM2+,ATX,64,4,Black / Gold,Asus,A88,8,0,8,2,TRUE,FALSE
Asus H170-PRO/USB 3.1,,1151,ATX,64,4,Black / Gold,Asus,H170,6,1,8,3,FALSE,FALSE
MSI E3 KRAIT GAMING V5,,1151,ATX,64,4,Black / White,MSI,,,,,,,FALSE
Biostar RACING Z170GTN,,1151,Mini ITX,32,2,Black,Biostar,Z170,6,1,4,3,TRUE,FALSE
Gigabyte GA-X170-WS ECC (rev. 1.0),,1151,ATX,64,4,Blue,Gigabyte,,,,,,,FALSE
Biostar B250GT5,,1151,ATX,64,4,Black / White,Biostar,B250,6,1,2,3,FALSE,FALSE
Gigabyte GA-Z270X-UD5,,1151,ATX,64,4,Black / Silver,Gigabyte,Z270,6,2,4,3,TRUE,FALSE
ASRock B150M-DVS R2.0,,1151,Micro ATX,32,2,Black / Orange,ASRock,B150,6,1,2,3,FALSE,FALSE
ASRock Z170 Pro4/D3,,1151,ATX,64,4,Black / Orange,ASRock,Z170,6,1,4,3,TRUE,FALSE
Asus PRIME B250M-J,,1151,Micro ATX,32,2,Black / Silver,Asus,B250,6,1,2,3,FALSE,FALSE
Gigabyte GA-Z270X-Gaming SOC,,1151,ATX,64,4,Black / Orange,Gigabyte,Z270,6,2,4,3,TRUE,FALSE
MSI A68HM GAMING,,FM2+,Micro ATX,32,2,Black / Red,MSI,,,,,,,FALSE
MSI Z270 MPOWER GAMING TITANIUM,,1151,ATX,64,4,Silver,MSI,Z270,6,2,4,3,TRUE,FALSE
Gigabyte GA-B250M-EVO (rev. 1.0),,1151,Micro ATX,32,2,Black,Gigabyte,B250,6,1,2,3,FALSE,FALSE
ASRock X299 Taichi XE,,2066,ATX,128,8,Black / Silver,ASRock,X299,8,3,16,3,TRUE,FALSE
Supermicro C7Z270-CG-L,,1151,ATX,64,4,Black / Red,Supermicro,Z270,6,2,4,3,TRUE,FALSE
ASRock Fatal1ty X299 Professional Gaming i9 XE,,2066,ATX,128,8,Black / Gray,ASRock,X299,8,3,16,3,TRUE,FALSE
Gigabyte B360 HD3P,,1151,ATX,64,4,Silver / Black,Gigabyte,B360,6,1,4,3,FALSE,FALSE
Gigabyte B360M D3V,,1151,Micro ATX,32,2,Silver / Black,Gigabyte,B360,6,1,4,3,FALSE,FALSE
