name,price,socket,form_factor,max_memory,memory_slots,color,manufacturer,chipset
MSI B75MA-P33,,LGA1155,Micro ATX,16,2,Black / Blue,MSI,B75
Asus A85XM-A,,FM2,Micro ATX,32,2,,Asus,
ASRock H87M,,LGA1150,Micro ATX,16,2,Brown / Black,ASRock,H87
ASRock H87M-ITX,,LGA1150,Mini ITX,16,2,Brown / Black,ASRock,H87
ASRock Z87 Extreme6/ac,,LGA1150,ATX,32,4,Black / Silver,ASRock,Z87
ASRock B85M-GL,,LGA1150,Micro ATX,16,2,Brown / Black,ASRock,B85
ECS B85H3-M(1.0),,LGA1150,Micro ATX,32,4,Black / Gray,ECS,B85
ASRock Z87 Extreme9/ac,,LGA1150,ATX,32,4,Brown / Black,ASRock,Z87
ASRock Z87M OC Formula,,LGA1150,Micro ATX,32,4,Black / Yellow,ASRock,Z87
ASRock Q87M vPro,,LGA1150,Micro ATX,32,4,Brown / Black,ASRock,
ECS Z87H3-A2X EXTREME,,LGA1150,ATX,32,4,Black / Red,ECS,Z87
Biostar Hi-Fi Z87W,,LGA1150,ATX,32,4,Black / Blue,Biostar,Z87
Foxconn Q77M,,LGA1155,Micro ATX,32,4,,Foxconn,
Gigabyte GA-H87M-HD3,,LGA1150,Micro ATX,16,2,Black / Gray,Gigabyte,H87
ASRock H87WS-DL,,LGA1150,ATX,32,4,Green / Blue,ASRock,H87
Zotac A75ITX-B-E,,FM2,Mini ITX,16,2,Black / Yellow,Zotac,A75
Gigabyte GA-F2A75M-HD2,,FM2+,Micro ATX,64,2,,Gigabyte,A75
ASRock H87M Pro4/ASM,,LGA1150,Micro ATX,32,4,,ASRock,H87
ASRock Q87M vPro/ASM,,LGA1150,Micro ATX,32,4,,ASRock,
Asus M5A97 LE R2.0 BOM,,AM3+,ATX,32,4,,Asus,
Gigabyte GA-H87TN,,LGA1150,Thin Mini ITX,8,2,Blue / White,Gigabyte,H87
Gigabyte GA-Q87TN,,LGA1150,Thin Mini ITX,16,2,Blue / White,Gigabyte,
Gigabyte GA-H87N,,LGA1150,Mini ITX,16,2,Black / Gray,Gigabyte,H87
Sapphire PURE Black 990FX,,AM3+/AM3,ATX,16,4,,Sapphire,990FX
Gigabyte GA-Z87X-UD7 TH,,LGA1150,EATX,32,4,Black / Orange,Gigabyte,Z87
Biostar H61MGV Ver. 7.x,,LGA1155,Micro ATX,16,2,Black / Red,Biostar,H61
ECS Z87H3-A3X,,LGA1150,ATX,32,4,Black / Gold,ECS,Z87
Gigabyte GA-H87N-WIFI(REV2.0),,LGA1150,Mini ITX,16,2,Black / Gray,Gigabyte,H87
Gigabyte G1.SNIPER Z5S,,LGA1150,ATX,32,4,Black / Green,Gigabyte,
MSI Z87 MPOWER MAX AC,,LGA1150,ATX,32,4,Black / Yellow,MSI,Z87
Foxconn H81MXV-D,,LGA1150,Micro ATX,16,2,Black / Blue,Foxconn,H81
Gigabyte GA-B85N-WIFI,,LGA1150,Mini ITX,16,2,Black / Silver,Gigabyte,B85
ASRock FM2A78M-HD+,,FM2+,Micro ATX,32,2,Brown / Black,ASRock,A78
MSI A88X-G41 PC MATE,,FM2+,ATX,64,2,Black / Blue,MSI,A88
Asus Z97-WS,,LGA1150,ATX,32,4,Black / Gold,Asus,Z97
Gigabyte GA-Z97N-Gaming 5,,LGA1150,Mini ITX,16,2,Black / Red,Gigabyte,Z97
ECS Z97-MACHINE,,LGA1150,ATX,32,4,Black / Gold,ECS,Z97
Biostar Hi-Fi Z97WE,,LGA1150,ATX,32,4,Black / Gold,Biostar,Z97
Asus A88XM-E,,FM2+,Micro ATX,32,2,Black / Gold,Asus,A88
Biostar Hi-Fi A88W 3D,,FM2+,ATX,64,4,Black / Blue,Biostar,A88
Biostar A88MQ,,FM2+,Micro ATX,64,4,Black / Yellow,Biostar,A88
Foxconn H97M Plus,,LGA1150,Micro ATX,32,4,Black / Silver,Foxconn,H97
ASRock C226M WS,,LGA1150,Micro ATX,32,4,Green / Blue,ASRock,
Gigabyte GA-Z97X-SOC FORCE LN2,,LGA1150,ATX,16,2,Black / Orange,Gigabyte,Z97
ASRock FM2A78M PRO3+,,FM2+,Micro ATX,64,4,Black / Blue,ASRock,A78
ECS B85H3-M9 (1.0),,LGA1150,Micro ATX,16,2,Black / Silver,ECS,B85
MSI Z97A GAMING 9 ACK,,LGA1150,ATX,32,4,Black / Red,MSI,Z97
Asus H97M-E/CSM/C/SI,,LGA1150,Micro ATX,32,4,Black / Gold,Asus,H97
ASRock E3C222D4U,,LGA1150,Micro ATX,32,4,Green / Blue,ASRock,
MSI Z87 MPOWER-R,,LGA1150,ATX,32,4,Black / Yellow,MSI,Z87
ASRock Z97 Extreme6/3.1,,LGA1150,ATX,32,4,Black / Blue,ASRock,Z97
MSI A78M-E45 V2,,FM2+,Micro ATX,64,4,Black / Blue,MSI,A78
Gigabyte GA-Z97X-Game Plus,,LGA1150,ATX,32,4,Black / Green,Gigabyte,Z97
Gigabyte GA-B85M-DASH,,LGA1150,Micro ATX,32,4,Black,Gigabyte,B85
ASRock Fatal1ty Z170 Gaming K6+,,LGA1151,ATX,64,4,Black / Red,ASRock,Z170
ASRock B150M Pro4S,,LGA1151,Micro ATX,64,4,Black / Orange,ASRock,B150
ASRock Fatal1ty B150 Gaming K4/D3,,LGA1151,ATX,64,4,Black / Red,ASRock,B150
Supermicro X9SCM-iiF,,LGA1155,Micro ATX,32,4,Black / Green,Supermicro,
MSI B150M BAZOOKA D3,,LGA1151,Micro ATX,64,4,Black / White,MSI,B150
ASRock B150 Pro4/D3,,LGA1151,ATX,64,4,Black / Orange,ASRock,B150
ASRock Q170M vPro,,LGA1151,Micro ATX,64,4,Black / Orange,ASRock,
Supermicro C7Z170-M,,LGA1151,Micro ATX,64,4,Black / Red,Supermicro,Z170
Biostar B150GT5,,LGA1151,ATX,64,4,Black / White,Biostar,B150
Gigabyte GA-990XA-UD3 R5,,AM3+/AM3,ATX,32,4,Black / Silver,Gigabyte,
ASRock E3V5 Performance Gaming/OC,,LGA1151,ATX,64,4,Black / Red,ASRock,
ASRock FM2A88M Extreme4+ R2.0,,FM2+,Micro ATX,64,4,Black / Silver,ASRock,A88
ASRock H170 Performance/Hyper,,LGA1151,ATX,64,4,Black / Red,ASRock,H170
ASRock B150 GAMING K4/HYPER,,LGA1151,ATX,64,4,Black / Red,ASRock,B150
Asus P10S-I,,LGA1151,Mini ITX,32,2,Black / Blue,Asus,
ASRock Z170M OC Formula,,LGA1151,Micro ATX,32,2,Black / Yellow,ASRock,Z170
Supermicro C7Z170-OCE,,LGA1151,ATX,64,4,Black / Green,Supermicro,Z170
Supermicro MBD-X10SLL+-F,,LGA1150,Micro ATX,32,4,Green,Supermicro,
ASRock Fatal1ty E3V5 Performance Gaming/OC,,LGA1151,ATX,64,4,Black / Red,ASRock,
Biostar B250GT3,,LGA1151,Micro ATX,64,4,Black / White,Biostar,B250
Gigabyte GA-H270-HD3P,,LGA1151,ATX,64,4,Black / Gold,Gigabyte,H270
Supermicro C7Z270-PG,,LGA1151,ATX,64,4,Black,Supermicro,Z270
ASRock Z270 SuperCarrier,,LGA1151,ATX,64,4,Black / Silver,ASRock,Z270
Biostar Hi-Fi B350S1,,AM4,Micro ATX,32,2,Black,Biostar,B350
Gigabyte X299 UD4,,LGA2066,ATX,128,8,Black / Gray,Gigabyte,X299
Supermicro C7Z270-CG,,LGA1151,ATX,64,4,Black / Green,Supermicro,Z270
MSI X58 PLATINUM,,LGA1366,ATX,24,6,Black / Multicolor,MSI,X58
Gigabyte X299 AORUS Gaming 3 Pro,,LGA2066,ATX,128,8,Black,Gigabyte,X299
Asus ROG Maximus XI Hero (Wi-Fi) Call of Duty: Black Ops 4 Edition,,LGA1151,ATX,128,4,Black / Orange,Asus,
Gigabyte GA-H110M-S2PT,,LGA1151,Micro ATX,32,2,Brown / Black,Gigabyte,H110
Supermicro C9Z490-PG,,LGA1200,ATX,128,4,Black,Supermicro,Z490
Supermicro C9X299-PG300,,LGA2066,ATX,128,8,Black,Supermicro,X299
ASRock A520M-HDVP/DASH,,AM4,Micro ATX,64,2,Black / Silver,ASRock,A520
MSI MPG X299M GAMING EDGE AC,,LGA2066,Micro ATX,128,4,Black,MSI,X299
Biostar B460GTA,,LGA1200,ATX,128,4,Black,Biostar,B460
Biostar B350M,,AM4,Micro ATX,32,2,Black / Yellow,Biostar,B350
Biostar B350GTX,,AM4,Micro ATX,64,4,Black / Yellow,Biostar,B350
Biostar X470MH,,AM4,Micro ATX,32,2,Black,Biostar,X470
Gigabyte B660M POWER DDR4,,LGA1700,Micro ATX,64,2,Black,Gigabyte,B660
Biostar B250MHC,,LGA1151,Micro ATX,32,2,Black / Silver,Biostar,B250
Gigabyte Q670M D3H DDR4 (rev. 1.0),,LGA1700,Micro ATX,128,4,Brown / Black,Gigabyte,
Gigabyte H610M HD3P (rev. 2.0),,LGA1700,Micro ATX,64,2,Brown / Black,Gigabyte,H610
Asus Z490-GUNDAM (WI-FI),,LGA1200,ATX,128,4,Silver / Black,Asus,Z490
Gigabyte B760M AORUS PRO DDR4,,LGA1700,Micro ATX,128,4,Black / Silver,Gigabyte,B760
Biostar B560MH-E PRO,,LGA1200,Micro ATX,128,4,Brown / Silver,Biostar,B560
Biostar B760MX2-E,,LGA1700,Micro ATX,64,2,Black,Biostar,B760
MSI PRO B760M-G,,LGA1700,Micro ATX,64,2,Black,MSI,B760
Asus EX-B760M-V5,,LGA1700,Micro ATX,96,2,Red / Black,Asus,B760
Asus PRIME A620M-E-CSM,,AM5,Micro ATX,96,2,Black / Silver,Asus,A620
Asus PRIME B650M-K-CSM,,AM5,Micro ATX,96,2,Silver / Black,Asus,B650
Gigabyte B760M D DDR4,,LGA1700,Micro ATX,64,2,Gray / Black,Gigabyte,B760
MSI PRO B760M-A DDR4 II,,LGA1700,Micro ATX,128,4,Silver / Black,MSI,B760
EVGA 111-CD-E630-TR,,LGA1156,Micro ATX,16,4,Black / Gray,EVGA,
Gigabyte GA-H55M-S2,,LGA1156,Micro ATX,16,2,Blue / White,Gigabyte,H55
EVGA 141-LF-E658-KR,,LGA1156,ATX,16,4,Black / Gray,EVGA,
Biostar T5 XE CFX-SLI,,LGA1156,ATX,16,4,,Biostar,
EVGA 123-LF-E653-KR,,LGA1156,ATX,16,4,Black / Gray,EVGA,
EVGA 132-LF-E657-KR,,LGA1156,ATX,16,4,Black / Gray,EVGA,
MSI 760GM-E51,,AM3,Micro ATX,16,4,Black / Blue,MSI,
Foxconn A76ML-K,,AM3/AM2+/AM2,Micro ATX,4,2,,Foxconn,
Asus M4A78L-M,,AM3/AM2+/AM2,Micro ATX,8,2,,Asus,A78
ASRock M3A770DE,,AM3,ATX,16,4,Multicolor,ASRock,770
Asus M4A785TD-V EVO,,AM3,ATX,16,4,Black / Blue,Asus,A78
ECS A785GM-M,,AM3,Micro ATX,16,4,Black / Yellow,ECS,A78
Asus M4A785TD-V EVO/U3S6,,AM3,ATX,16,4,Black / Blue,Asus,A78
ASRock A785GMH/128M,,AM3/AM2+/AM2,Micro ATX,16,4,,ASRock,A78
ASRock A785GXH/128M,,AM3/AM2+/AM2,ATX,16,4,,ASRock,A78
ASRock 880GMH/USB3,,AM3,Micro ATX,16,4,Black / Blue,ASRock,
Gigabyte GA-790FXTA-UD5,,AM3,ATX,16,4,Blue / White,Gigabyte,
Jetway JMA3-79GDGD-LF,,AM3/AM2+/AM2,Micro ATX,8,4,,Jetway,
MSI 870A-G54,,AM3,ATX,16,4,Black / Blue,MSI,870
ASRock 870 Extreme3,,AM3,ATX,16,4,Black / Blue,ASRock,870
ASRock 880G Extreme3,,AM3,ATX,16,4,Black / Blue,ASRock,
Asus M4A89TD Pro,,AM3,ATX,16,4,Black / Blue,Asus,
Biostar TA890GXB HD,,AM3,Micro ATX,16,4,Black / Red,Biostar,890
ECS A890GXM-A,,AM3,ATX,16,4,Multicolor,ECS,890
Biostar TA890GXE,,AM3,Micro ATX,16,4,Black / Red,Biostar,890
Asus M4A89GTD PRO,,AM3,ATX,16,4,Black / Blue,Asus,
EVGA 132-GT-E768-KR,,LGA1366,ATX,24,6,Black / Gray,EVGA,
ASRock H55M PRO,,LGA1156,Micro ATX,16,4,Black / Blue,ASRock,H55
ASRock P55 Pro/USB3,,LGA1156,ATX,16,4,Black / Blue,ASRock,P55
ASRock G41M-S,,LGA775,Micro ATX,8,2,Blue / White,ASRock,G41
ASRock 890GM Pro3,,AM3,Micro ATX,16,4,Black / Blue,ASRock,890
EVGA 123-CD-E635-KR,,LGA1156,ATX,16,4,Black / Gray,EVGA,
ASRock 890FX Deluxe4,,AM3,ATX,16,4,Black / Blue,ASRock,890
ASRock 890GX Extreme4,,AM3,ATX,16,4,Black / Blue,ASRock,890
Gigabyte GA-M68MT-D3,,AM3,Micro ATX,8,2,Blue / White,Gigabyte,
MSI H55M-ED55,,LGA1156,Micro ATX,16,4,Black / Blue,MSI,H55
Biostar TA790GXE,,AM3/AM2+/AM2,Micro ATX,16,4,Multicolor,Biostar,
Biostar A780L,,AM3/AM2+,Micro ATX,8,2,Black / Red,Biostar,A78
Biostar TA790XE,,AM3/AM2+,ATX,16,4,Multicolor,Biostar,
MSI 880GMA-E45,,AM3,Micro ATX,16,4,Black / Blue,MSI,
Biostar TA880G HD,,AM3,Micro ATX,16,4,Black / Red,Biostar,A88
MSI 870U-G55,,AM3,ATX,16,4,Black / Blue,MSI,870
Foxconn A88GM Deluxe,,AM3,Micro ATX,16,4,,Foxconn,A88
ECS A790GXM-AD3,,AM3,ATX,32,4,Multicolor,ECS,
Jetway JMA3-880GP-LF,,AM3,Micro ATX,8,2,,Jetway,
Jetway JMA3-79GDGEXL-LF,,AM3/AM2+/AM2,Micro ATX,4,4,,Jetway,
Foxconn A7DA-S 3.0,,AM3,ATX,8,4,,Foxconn,
MSI 880GMA-E53,,AM3,Micro ATX,16,4,Black / Blue,MSI,
Jetway JI31GM4-L-LF,,LGA775,Micro ATX,4,2,,Jetway,
Asus M4A88T-M LE,,AM3,Micro ATX,8,2,Black / Blue,Asus,A88
MSI 870S-G54,,AM3,ATX,16,4,Black / Blue,MSI,870
Biostar TP43ECombo,,LGA775,ATX,8,2,,Biostar,P43
Biostar TH55 HD,,LGA1156,Micro ATX,16,4,,Biostar,H55
Jetway JMA3-785GP-LF,,AM3,Micro ATX,8,2,,Jetway,
Biostar TA880GB+,,AM3,Micro ATX,16,4,,Biostar,A88
Asus P7Q57-M DO/CSM,,LGA1156,Micro ATX,16,4,,Asus,
MSI H55-G43,,LGA1156,ATX,16,4,Black / Blue,MSI,H55
Biostar H55A+,,LGA1156,ATX,16,4,Black / Red,Biostar,H55
MSI Big Bang Trinergy,,LGA1156,ATX,16,4,,MSI,
ECS A785GM-M5 1.0,,AM3/AM2+/AM2,Micro ATX,8,2,,ECS,A78
Biostar H55 HD,,LGA1156,Micro ATX,8,2,Black / Red,Biostar,H55
ECS A785GM-AD3(1.0),,AM3,ATX,16,4,,ECS,A78
ECS P55H-AK (V1.0),,LGA1156,ATX,16,4,,ECS,P55
ECS A880GM-AD3 (V1.0),,AM3,ATX,32,4,,ECS,A88
Jetway JHZ03-GT-LF,,AM3,Micro ATX,8,4,,Jetway,
ECS A885GM-A2 (V1.1),,AM3,ATX,32,4,,ECS,A88
Biostar TH55B HD,,LGA1156,Micro ATX,16,4,,Biostar,H55
Foxconn A74ML-K 3.0,,AM3,Micro ATX,8,2,,Foxconn,
ECS X58B-A3 SLI (V1.0),,LGA1366,ATX,24,6,,ECS,X58
Biostar TA870+,,AM3,ATX,16,4,Black / Red,Biostar,870
MSI Big Bang Fuzion,,LGA1156,ATX,16,4,,MSI,
Jetway JM26GT4-D3-LF,,AM3,Micro ATX,4,2,,Jetway,
Foxconn H55MX-S,,LGA1156,Micro ATX,8,2,Blue / White,Foxconn,H55
MSI H55-GD65,,LGA1156,ATX,16,4,Black / Blue,MSI,H55
ASRock H55DE3,,LGA1156,ATX,16,4,Black / Blue,ASRock,H55
Biostar TP45E Combo 6.X,,LGA775,ATX,8,4,,Biostar,P45
Foxconn P55MX,,LGA1156,Micro ATX,8,2,,Foxconn,P55
ECS H55H-I,,LGA1156,Mini ITX,8,2,Black / Orange,ECS,H55
Asus Sabertooth 55i,,LGA1156,ATX,16,4,Multicolor,Asus,
Jetway JXBLUE-77A4-LF,,AM3,ATX,8,2,,Jetway,
Jetway JM26GT4-A-LF,,AM3/AM2+/AM2,Micro ATX,4,2,,Jetway,
Gigabyte GA-X58A-UD9,,LGA1366,XL ATX,24,6,,Gigabyte,X58
Jetway JPA76GM5D3-LF,,AM3,Micro ATX,8,2,,Jetway,
Foxconn Cinema Premium,,AM3/AM2+/AM2,Micro ATX,8,4,,Foxconn,
Jetway JHA12-LF,,AM3,ATX,16,4,,Jetway,
ECS A880GM-M7 (V2.0),,AM3,Micro ATX,16,2,,ECS,A88
ECS IC890GXM-A (V1.1),,AM3,ATX,32,4,,ECS,890
ASRock 880GMH/USB3 R2.0,,AM3,Micro ATX,16,4,,ASRock,
Gigabyte GA-H67M-D2,,LGA1155,Micro ATX,16,2,Blue / White,Gigabyte,H67
Gigabyte GA-P67A-UD3,,LGA1155,ATX,16,4,Blue / White,Gigabyte,P67
Gigabyte GA-P67A-UD3P,,LGA1155,ATX,16,4,Black,Gigabyte,P67
Gigabyte GA-P67A-UD5,,LGA1155,ATX,16,4,Black / Silver,Gigabyte,P67
Gigabyte GA-P67A-UD7,,LGA1155,ATX,16,4,Black / Silver,Gigabyte,P67
Asus P8P67 WS Revolution,,LGA1155,ATX,32,4,,Asus,P67
MSI H67MA-EA45,,LGA1155,Micro ATX,32,4,,MSI,H67
MSI H67MA-EA43,,LGA1155,Micro ATX,32,4,,MSI,H67
MSI H67MA-EA33,,LGA1155,Micro ATX,16,2,,MSI,H67
MSI H67MA-ED55,,LGA1155,Micro ATX,32,4,Black / Blue,MSI,H67
MSI P67S-C43,,LGA1155,ATX,32,4,Black / Blue,MSI,P67
MSI H67MS-E43,,LGA1155,Micro ATX,32,4,Black / Blue,MSI,H67
MSI 870A-G55,,AM3,ATX,16,4,Black / Blue,MSI,870
MSI H55M-E21,,LGA1156,Micro ATX,8,2,Black / Blue,MSI,H55
Jetway JMIH55-M-LF,,LGA1156,Micro ATX,8,2,,Jetway,H55
ECS P67H2-A Hydra,,LGA1155,ATX,32,4,Black / White,ECS,P67
ECS P67H2-A,,LGA1155,ATX,16,4,Black / White,ECS,P67
ECS P67H2-A4,,LGA1155,ATX,16,4,,ECS,P67
ECS P67H2-A2 SLI,,LGA1155,ATX,16,4,Black / White,ECS,P67
ECS H67H2-A3,,LGA1155,ATX,16,4,,ECS,H67
ECS H67H2-M,,LGA1155,Micro ATX,16,4,Black / White,ECS,H67
ECS H67H2-M3,,LGA1155,Micro ATX,16,2,Black / White,ECS,H67
ASRock P67 Professional,,LGA1155,ATX,32,4,,ASRock,P67
ASRock P67 Extreme6,,LGA1155,ATX,32,4,,ASRock,P67
ASRock P67 Pro,,LGA1155,ATX,32,4,,ASRock,P67
ASRock H67DE3,,LGA1155,ATX,32,4,,ASRock,H67
Biostar TP67B+,,LGA1155,ATX,16,4,,Biostar,P67
Jetway MIH67M-HU3,,LGA1155,Micro ATX,16,4,,Jetway,H67
MSI 760GM-P33,,AM3,Micro ATX,8,2,Black / Blue,MSI,
MSI 880GMA-E55,,AM3,Micro ATX,16,4,Black / Blue,MSI,
Foxconn A78AX 3.0,,AM3,ATX,16,4,Black / Yellow,Foxconn,A78
Biostar G41U3G,,LGA775,Micro ATX,8,2,Black / Red,Biostar,G41
MSI H67MS-E33,,LGA1155,Micro ATX,16,2,Black / Blue,MSI,H67
Foxconn Inferno Katana GTI,,LGA1156,ATX,16,4,Black / Red,Foxconn,
MSI 890FXA-GD65,,AM3,ATX,16,4,Black / Blue,MSI,890
Foxconn H67A-S,,LGA1155,ATX,16,4,Black / Yellow,Foxconn,H67
Biostar TP55,,LGA1156,ATX,16,4,Multicolor,Biostar,P55
Foxconn Inferno Katana,,LGA1156,ATX,16,4,,Foxconn,
ECS A890GXM-A(2.0),,AM3,ATX,32,4,,ECS,890
ECS A880GM-M6(1.0),,AM3,Micro ATX,32,4,,ECS,A88
Biostar TA785G3+,,AM3,Micro ATX,16,4,Black / Red,Biostar,A78
Biostar TH55XERCH,,LGA1156,ATX,16,4,,Biostar,H55
Biostar A880G+RCH,,AM3,Micro ATX,8,2,,Biostar,A88
Biostar TA890GXERCH,,AM3,Micro ATX,16,4,,Biostar,890
Jetway JNC81-LF,,AM2+/AM2,Mini ITX,4,2,,Jetway,
Asus M4A87T,,AM3,ATX,16,4,,Asus,
Asus P8H67-M LE (REV 3.0),,LGA1155,Micro ATX,16,2,,Asus,H67
Sapphire PURE Black X58,,LGA1366,ATX,24,6,,Sapphire,X58
Asus P8H67-M EVO (REV 3.0),,LGA1155,Micro ATX,32,4,,Asus,H67
MSI H67MA-E45 (B3),,LGA1155,Micro ATX,32,4,Black / Blue,MSI,H67
Asus P8P67 LE (REV 3.0),,LGA1155,ATX,32,4,,Asus,P67
MSI P67A-GD55 (B3),,LGA1155,ATX,32,4,Black / Blue,MSI,P67
MSI 880GMA-E35,,AM3,Micro ATX,16,2,Black / Blue,MSI,
Asus P8H67-M PRO/CSM (REV 3.0),,LGA1155,Micro ATX,32,4,,Asus,H67
MSI P67A-GD53 (B3),,LGA1155,ATX,32,4,Black / Blue,MSI,P67
ASRock P67 Extreme6 (B3),,LGA1155,ATX,32,4,,ASRock,P67
ASRock H67M (B3),,LGA1155,Micro ATX,16,2,Black / Blue,ASRock,H67
Gigabyte GA-P67A-UD7-B3,,LGA1155,ATX,32,4,Black,Gigabyte,P67
ASRock P67 Pro3 (B3),,LGA1155,ATX,32,4,,ASRock,P67
Biostar TA880GU3+,,AM3,Micro ATX,16,4,Black / Red,Biostar,A88
MSI 880GMS-E35,,AM3,Micro ATX,16,2,Black / Blue,MSI,
ECS P45T-AD3,,LGA775,ATX,8,4,,ECS,P45
ASRock 880G Pro3,,AM3,ATX,32,4,Black / Blue,ASRock,
ASRock 890GX Pro3,,AM3,ATX,32,4,,ASRock,890
Biostar TP67XE (B3),,LGA1155,ATX,16,4,Black / Red,Biostar,P67
Intel DP67DEB3,,LGA1155,Micro ATX,32,4,Black / Blue,Intel,P67
Jetway JMIH61M-DU3-LF,,LGA1155,Micro ATX,8,2,,Jetway,H61
MSI NF725GM-P43,,AM3,Micro ATX,16,2,Black / Blue,MSI,P43
MSI P67A-GD80 (B3),,LGA1155,ATX,32,4,Black / Blue,MSI,P67
Biostar H67MU3,,LGA1155,Micro ATX,8,2,Black / Red,Biostar,H67
Jetway JMA3-880GTV2-LF,,AM3,Micro ATX,8,2,,Jetway,
Asus P8H61-I (REV 3.0),,LGA1155,Mini ITX,16,2,,Asus,H61
ASRock H67M-GE/HT (B3),,LGA1155,Micro ATX,32,4,Black / Blue,ASRock,H67
ASRock H61ICAFE,,LGA1155,ATX,16,4,Black / Blue,ASRock,H61
ASRock H67M-GE (B3),,LGA1155,Micro ATX,32,4,,ASRock,H67
Jetway JHZ03-GT-V2-LF,,AM3,Micro ATX,8,4,,Jetway,
ECS P67H2-A2 SLI (B3),,LGA1155,ATX,32,4,Black / Gray,ECS,P67
Sapphire PURE Black P67,,LGA1155,ATX,16,4,,Sapphire,P67
Jetway JMA760TMHG-V2-LF,,AM3,Micro ATX,8,2,,Jetway,
Biostar H67MH,,LGA1155,Micro ATX,8,2,Black / Red,Biostar,H67
Gigabyte GA-P45T-ES3G,,LGA775,ATX,16,4,Blue / White,Gigabyte,P45
Foxconn A76ML-K 3.0,,AM3,Micro ATX,8,2,Blue / White,Foxconn,
Intel DH67CFB3,,LGA1155,Mini ITX,16,2,Blue,Intel,H67
Gigabyte GA-Z68X-UD5-B3,,LGA1155,ATX,32,4,Black,Gigabyte,Z68
Gigabyte GA-Z68X-UD3P-B3,,LGA1155,ATX,32,4,Black,Gigabyte,Z68
MSI Z68MA-ED55 (B3),,LGA1155,Micro ATX,32,4,Black / Blue,MSI,Z68
ECS A880LM-M(1.0),,AM3,Micro ATX,8,2,,ECS,A88
Asus M4A785T-M,,AM3,Micro ATX,16,4,,Asus,A78
ECS H67H2-M2(1.0),,LGA1155,Micro ATX,32,4,Black / White,ECS,H67
Jetway JMIP41TA-IC-LF,,LGA775,ATX,8,2,,Jetway,
Jetway JMIG41TM-LF,,LGA775,Micro ATX,8,2,,Jetway,G41
Jetway JNMF91-G41,,LGA775,Micro ATX,4,2,,Jetway,G41
MSI NF725GM-P31,,AM3,Micro ATX,16,2,Black / Blue,MSI,
Biostar TH67A+,,LGA1155,ATX,16,4,Black / Red,Biostar,H67
EVGA 130-SB-E675-KR,,LGA1155,ATX,16,4,Black / Gray,EVGA,
Biostar TZ68A+RCH,,LGA1155,ATX,32,4,Black / Red,Biostar,Z68
Biostar TH55 XE,,LGA1156,Micro ATX,16,4,,Biostar,H55
Biostar A870,,AM3,ATX,16,4,,Biostar,870
Jetway JM28GT4D3-LF,,AM3,Micro ATX,4,2,,Jetway,
Biostar TH61A,,LGA1155,ATX,16,2,,Biostar,H61
MSI Z68A-GD65 (B3),,LGA1155,ATX,32,4,Black / Blue,MSI,Z68
Biostar TA75M+,,FM1,Micro ATX,32,4,Black / Red,Biostar,A75
Biostar A880GB+,,AM3,Micro ATX,8,2,,Biostar,A88
Biostar TA75A+,,FM1,ATX,32,4,Black / Red,Biostar,A75
Asus F1A75-M PRO,,FM1,Micro ATX,64,4,Black / Blue,Asus,A75
ECS A75F-M2,,FM1,Micro ATX,16,2,Black / Gray,ECS,A75
Asus P8Q67-M DO/CSM (REV 3.0),,LGA1155,Micro ATX,32,4,,Asus,
ASRock A75M-HVS,,FM1,Micro ATX,16,2,Black / Blue,ASRock,A75
ASRock A75M,,FM1,Micro ATX,16,2,Black / Blue,ASRock,A75
Biostar H61MGC,,LGA1155,Micro ATX,16,2,Black / Red,Biostar,H61
Asus P8P67 (REV 3.1),,LGA1155,ATX,32,4,,Asus,P67
ASRock A75 Pro4-M,,FM1,Micro ATX,32,4,Black / Blue,ASRock,A75
Biostar TA75M+RCH,,FM1,Micro ATX,32,4,,Biostar,A75
MSI 880GMA-E35 (FX),,AM3,Micro ATX,16,2,Black / Blue,MSI,
MSI Z68A-G43 (B3),,LGA1155,ATX,32,4,Black / Blue,MSI,Z68
MSI Z68MA-G45 (B3),,LGA1155,Micro ATX,32,4,Black / Blue,MSI,Z68
Zotac Z68ITX-B-E,,LGA1155,Mini ITX,16,2,Black / Silver,Zotac,Z68
MSI Z68A-GD65 (G3),,LGA1155,ATX,32,4,Black / Blue,MSI,Z68
MSI Z68A-GD80 (G3),,LGA1155,ATX,32,4,Black / Blue,MSI,Z68
Jetway JA76MG2,,AM3,Micro ATX,8,2,,Jetway,
ASRock 870 Extreme3 R2.0,,AM3+,ATX,32,4,Black / Blue,ASRock,870
Gigabyte G1.SNIPER2,,LGA1155,ATX,32,4,,Gigabyte,
Gigabyte GA-A55M-S2V,,FM1,Micro ATX,32,2,Blue / White,Gigabyte,A55
Biostar A75MH,,FM1,Micro ATX,16,2,Black / Red,Biostar,A75
ASRock 870iCafe R2.0,,AM3+,ATX,32,4,Black / Blue,ASRock,870
Zotac Z68ITX-A-E,,LGA1155,Mini ITX,16,2,Black / Yellow,Zotac,Z68
Jetway JTN68M,,AM3,ATX,16,2,,Jetway,
Asus F1A75-I Deluxe,,FM1,Mini ITX,16,2,Black / Blue,Asus,A75
Asus F1A75-M PRO/CSM,,FM1,Micro ATX,64,4,,Asus,A75
Zotac A75ITX-A-E,,FM1,Mini ITX,8,2,Black / Yellow,Zotac,A75
