,name,price,core_count,core_clock,boost_clock,tdp,graphics,smt,codename,socket,lithography,cache,supported_mem,supported_chipset,release_date,passmark,category,passmarkPred,cinebench,cinePred,blender,blenderPred
444,Intel Xeon E5-2690,135.4,8,2.9,3.8,135,,True,Sandy Bridge-EP,Socket 2011,32,20.0,DDR3,,"Mar 6th, 2012",0.2055102798837641,Server,False,0.15272244355909692,True,0.1284821705961545,False
445,Intel Core i7-9700T,323.0,8,2.0,4.3,35,Intel HD Graphics 630,False,Coffee Lake,Socket 1151,14,12.0,DDR4,,"Apr 23rd, 2019",0.22526163997465531,Desktop,False,0.1591965471447543,True,0.17950222651800202,True
446,Intel Core i9-9920X,999.0,12,3.5,4.4,165,,True,Skylake-X,Socket 2066,14,19.25,DDR4,,"Oct 19th, 2018",0.5432716467477987,Desktop,False,0.4120185922974767,True,0.4090579585073699,True
447,Intel Xeon E-2286G,1427.23,6,4.0,4.9,95,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14,12.0,DDR4,"C242, C246","May 29th, 2019",0.3049662435272783,Server,False,0.21746347941567062,True,0.2391867168352377,False
448,Intel Xeon E3-1220 V2,93.0,4,3.1,3.1,69,,False,Ivy Bridge,Socket 1155,22,8.0,DDR3,,"May 14th, 2012",0.09318534379164936,Server,False,0.044322709163346616,True,0.06479339984120958,False
449,Intel Xeon E3-1275 V2,374.0,4,3.5,3.5,77,Intel HD Graphics P4000,True,Ivy Bridge,Socket 1155,22,8.0,DDR3,,"May 14th, 2012",0.13517883283445126,Server,False,0.07519920318725098,True,0.1070109427318858,True
450,Intel Xeon E3-1270 V5,,4,3.6,4.0,80,,True,Skylake-DT,Socket 1151,14,8.0,"DDR3, DDR4",,"Oct 19th, 2015",0.15182765627389716,Unknown,True,0.08515936254980079,True,0.11736684041561668,True
451,Intel Core i5-3330S,229.95,4,2.7,3.2,65,Intel HD Graphics 2500,False,Ivy Bridge,Socket 1155,22,6.0,DDR3,,"Sep 3rd, 2012",0.07393650724289366,Desktop,False,0.03104249667994688,True,0.06903931789153923,True
452,Intel Xeon E-2104G,336.75,4,3.2,3.2,65,Intel HD Graphics P630,False,Coffee Lake-S WS,Socket 1151,14,8.0,DDR4,"C242, C246","Jul 12th, 2018",0.12303087242456684,Server,False,0.06623505976095617,True,0.09492906210086643,True
453,Intel Xeon E-2274G,567.99,4,4.0,4.9,83,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14,8.0,DDR4,"C242, C246","May 29th, 2019",0.20175227774257684,Server,False,0.13064409030544488,True,0.14498256757223238,True
454,Intel Core i3-3225,200.0,2,3.3,3.3,55,Intel HD Graphics 4000,True,Ivy Bridge,Socket 1155,22,3.0,DDR3,,"Sep 3rd, 2012",0.03924053398588564,Desktop,False,0.01925630810092961,True,0.036245641893058095,True
455,AMD FX-4130,,4,3.8,3.8,125,,False,Zambezi,Socket AM3+,32,8.0,,,"Aug 27th, 2012",0.08870632961174593,Unknown,True,0.04266268260292164,True,0.08629914736442404,True
456,Intel Xeon E5-2687W,192.0,8,3.1,3.8,150,,True,Sandy Bridge-EP,Socket 2011,32,20.0,,,"Mar 6th, 2012",0.20472372129607375,Server,False,0.15272244355909692,True,0.1898581242017329,True
457,Intel Xeon E5-1650,112.0,6,3.2,3.8,130,,True,Sandy Bridge-E,Socket 2011,32,12.0,,,"Mar 6th, 2012",0.1679521073215495,Server,False,0.11786188579017262,True,0.10877144533812005,False
458,Intel Xeon E5-2650L,189.95,8,1.8,2.3,70,,True,Sandy Bridge-EP,Socket 2011,32,20.0,,,"Mar 6th, 2012",0.12023421966833445,Server,False,0.09279548472775564,True,0.12944872104663604,True
459,Intel Pentium G4620,146.0,2,3.7,3.7,51,Intel HD Graphics 630,True,Kaby Lake,Socket 1151,14,3.0,,,"Jan 3rd, 2017",0.0732154952041775,Desktop,False,0.03054448871181939,True,0.05350547136594291,True
460,Intel Core i3-7300,299.99,2,4.0,4.0,51,Intel HD Graphics 630,True,Kaby Lake,Socket 1151,14,4.0,,,"Jan 3rd, 2017",0.09344752998754616,Desktop,False,0.04399070385126162,True,0.06558735199696228,True
461,Intel Core i5-8600T,199.99,6,2.3,3.7,35,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14,9.0,,,"Apr 2nd, 2018",0.17044287618256898,Desktop,False,0.09362549800796813,True,0.13290068694121301,True
462,Intel Core i3-2105,113.0,2,3.1,3.1,65,Intel HD Graphics 3000,True,Sandy Bridge,Socket 1155,32,3.0,,,"May 22nd, 2011",0.03157158775590465,Desktop,False,0.0036520584329349237,True,0.03279367599848114,True
463,Intel Xeon E3-1225 V5,295.0,4,3.3,3.7,80,Intel HD Graphics P530,False,Skylake-DT,Socket 1151,14,8.0,,,"Oct 19th, 2015",0.12458214075028948,Unknown,True,0.06640106241699867,True,0.0983810279954434,True
464,Intel Pentium G630,14.99,2,2.7,2.7,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32,3.0,,,"Sep 4th, 2011",0.018593371059013743,Desktop,False,0.0016600265604249653,True,0.022437778314750252,True
465,Intel Celeron G1620,70.27,2,2.7,2.7,55,Intel HD Graphics,False,Ivy Bridge,Socket 1155,22,2.0,,,"Dec 3rd, 2012",0.02272280364438812,Desktop,False,0.0013280212483399723,True,0.022437778314750252,True
466,Intel Xeon E3-1240 V3,,4,3.4,3.8,80,,True,Haswell-WS,Socket 1150,22,8.0,,,"Jun 2nd, 2013",0.13638051956564484,Unknown,True,0.07851925630810093,True,0.10873692567917428,True
467,Intel Xeon E5-4650,78.19,8,2.7,3.3,130,,True,Sandy Bridge-EP,Socket 2011,32,20.0,,,"May 14th, 2012",0.17924796259476936,Server,False,0.12433598937583001,True,0.17259829472884808,True
468,Intel Xeon E5-2650 V3,,10,2.3,3.0,105,,True,Haswell-EP,Socket 2011-3,22,25.0,,,"Sep 8th, 2014",0.2247591164325198,Unknown,True,0.16633466135458166,True,0.20884393662190617,True
469,Intel Core i3-10325,154.0,4,3.9,4.7,65,Intel UHD Graphics 630,True,Comet Lake-R,Socket 1200,14,8.0,,,"Mar 16th, 2021",0.2159103323210033,Desktop,False,0.15006640106241698,True,0.15016051641409783,True
470,AMD Ryzen 7 PRO 7745,,8,3.8,5.3,65,Radeon,True,Raphael,Socket AM5,5,32.0,DDR5,"X670E, X670, B650E, B650, A620","Jun 13th, 2023",0.6169896654941117,Unknown,True,0.4676294820717132,True,0.4004280437709275,True
471,Intel Core i7-965,798.95,4,3.2,3.2,130,,True,Bloomfield,Socket 1366,45,8.0,DDR3,,"Nov 17th, 2008",0.06253140772138346,Desktop,False,0.031208499335989376,True,0.07594324968069316,True
472,AMD Phenom II X4 925,21.0,4,2.8,2.8,95,,False,Deneb,Socket AM3,45,6.0,DDR2,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","May 11th, 2009",0.03816994035264043,Desktop,False,0.024236387782204515,True,0.05350547136594291,True
473,AMD Phenom II X4 940 BE,,4,3.0,3.0,125,,False,Deneb,Socket AM2+,45,6.0,DDR2,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jan 8th, 2009",0.03701195132076296,Unknown,True,0.024236387782204515,True,0.05868342020780835,True
474,Intel Core i7-3770T,156.59,4,2.5,3.7,45,Intel HD Graphics 4000,True,Ivy Bridge,Socket 1155,22,8.0,DDR3,,"Apr 29th, 2012",0.11245602919006314,Desktop,False,0.0595949535192563,True,0.08975111325900101,True
475,Intel Xeon E5-2620,58.0,6,2.0,2.0,95,,True,Sandy Bridge-EP,Socket 2011,32,15.0,,,"Mar 6th, 2012",0.10605431624024994,Server,False,0.06590305444887118,True,0.07666816251855432,False
476,AMD FX-6200,,6,3.8,3.8,125,,False,Zambezi,Socket AM3+,32,8.0,DDR3,,"Feb 27th, 2012",0.1422360112740064,Unknown,True,0.08798140770252323,True,0.13290068694121301,True
477,Intel Core i3-4360,199.88,2,3.7,3.7,54,Intel HD Graphics 4600,True,Haswell,Socket 1150,22,4.0,DDR3,,"May 1st, 2014",0.07127094758460967,Desktop,False,0.03054448871181939,True,0.05350547136594291,True
478,AMD FX-8370E,,8,3.3,4.3,95,,False,Vishera,Socket AM3+,32,8.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series","Sep 2nd, 2014",0.14776377023749698,Unknown,True,0.09860557768924302,True,0.14670855051952086,True
479,Intel Core i5-4670S,533.0,4,3.1,3.8,65,Intel HD Graphics 4600,False,Haswell,Socket 1150,22,6.0,DDR3,,"Jun 2nd, 2013",0.0981668815136883,Desktop,False,0.0449867197875166,True,0.08284718146984707,True
480,Intel Pentium G4560T,79.98,2,2.9,2.9,35,Intel HD Graphics 610,True,Kaby Lake,Socket 1151,14,3.0,DDR4,,"Jan 3rd, 2017",0.054250693700976634,Desktop,False,0.022742363877822046,True,0.03969760778763506,True
481,Intel Pentium Gold G5600,158.0,2,3.9,3.9,54,Intel UHD Graphics 630,True,Coffee Lake,Socket 1151,14,4.0,DDR4,,"Apr 2nd, 2018",0.07304070440691296,Desktop,False,0.031706507304116865,True,0.05350547136594291,True
482,Intel Core i5-9400T,182.0,6,1.8,3.4,35,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14,9.0,DDR4,,"Sep 1st, 2018",0.16152854552207824,Desktop,False,0.08532536520584329,False,0.12183713624909387,False
483,Intel Core i3-3220T,138.0,2,2.8,2.8,35,Intel HD Graphics 2500,True,Ivy Bridge,Socket 1155,22,3.0,DDR3,,"Sep 3rd, 2012",0.03327579802923376,Desktop,False,0.0013280212483399723,True,0.029341710103904173,True
484,AMD Phenom II X2 555 BE,,2,3.2,3.2,80,,False,Callisto,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jan 25th, 2010",0.018331184863116957,Unknown,True,0.0038180610889774202,True,0.02416376126203873,True
485,Intel Core i5-660,255.29,2,3.33,3.33,73,Intel HD Graphics,True,Clarkdale,Socket 1156,32,4.0,DDR3,"H57, , H55, , P55, ","Jan 7th, 2010",0.04208088444143416,Desktop,False,0.0197543160690571,True,0.03969760778763506,True
486,Intel Core i7-880,338.97,4,3.06,3.06,95,,True,Lynnfield,Socket 1156,45,8.0,DDR3,,"May 30th, 2010",0.05449103104721536,Desktop,False,0.031208499335989376,True,0.06558735199696228,True
487,Intel Xeon E3-1220,115.01,4,3.1,3.1,80,,False,Sandy Bridge,Socket 1155,32,8.0,DDR3,,"Apr 3rd, 2011",0.07491970547750659,Server,False,0.031208499335989376,True,0.07249128378611619,True
488,Intel Xeon E3-1230,417.95,4,3.2,3.2,80,,True,Sandy Bridge,Socket 1155,32,8.0,DDR3,,"Apr 3rd, 2011",0.10006773143393999,Server,False,0.04714475431606906,True,0.08802513031171252,True
489,Intel Xeon E5-2687W V2,,8,3.4,4.0,150,,True,Ivy Bridge-EP,Socket 2011,22,20.0,DDR3,,"Sep 1st, 2013",0.27206187594223163,Unknown,True,0.18642098273572374,True,0.226103766094791,True
490,Intel Celeron G1840,69.0,2,2.8,2.8,53,Intel HD Graphics,False,Haswell,Socket 1150,22,3.0,DDR3,,"May 1st, 2014",0.029102667744543245,Desktop,False,0.0013280212483399723,True,0.02588974420932721,True
491,Intel Pentium G3450,57.97,2,3.4,3.4,53,Intel HD Graphics,False,Haswell,Socket 1150,22,3.0,DDR3,,"May 1st, 2014",0.03637833468067906,Desktop,False,0.019588313413014605,True,0.031067693051192655,True
492,Intel Xeon E5-2687W V3,,10,3.1,3.5,160,,True,Haswell-EP,Socket 2011-3,22,25.0,DDR4,"C612, X99","Sep 8th, 2014",0.30861500142017523,Unknown,True,0.22377158034528552,True,0.26407539093513754,True
493,Intel Xeon E3-1220 V5,,4,3.0,3.5,80,,False,Skylake-DT,Socket 1151,14,8.0,"DDR3, DDR4",,"Oct 19th, 2015",0.11354847167296642,Unknown,True,0.05743691899070384,True,0.09320307915357795,True
494,AMD Phenom II X4 830,59.58,4,2.8,2.8,95,,False,Deneb,Socket AM3,45,4.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Sep 1st, 2009",0.03487076405427254,Unknown,False,0.024236387782204515,True,0.05177948841865442,True
495,Intel Celeron G530,65.86,2,2.4,2.4,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32,2.0,DDR3,,"Sep 4th, 2011",0.014638729270903886,Desktop,False,0.0016600265604249653,True,0.01898581242017329,True
496,Intel Xeon E3-1245 V2,367.5,4,3.4,3.4,77,Intel HD Graphics P4000,True,Ivy Bridge,Socket 1155,22,8.0,DDR3,,"May 14th, 2012",0.1286897244860058,Server,False,0.0695551128818061,True,0.10355897683730886,True
497,Intel Xeon E5-2630L V3,410.0,8,1.8,2.9,55,,True,Haswell-EP,Socket 2011-3,22,20.0,DDR4,"C612, X99","Sep 8th, 2014",0.2122834232777644,Unknown,True,0.15587649402390438,True,0.17777624357071353,True
498,Intel Xeon E-2134,297.57,4,3.5,4.5,71,,True,Coffee Lake-S WS,Socket 1151,14,8.0,DDR4,"C242, C246","Jul 12th, 2018",0.18167318490681464,Server,False,0.11138778220451526,True,0.13290068694121301,True
499,Intel Core i5-661,99.5,2,3.33,3.33,87,Intel HD Graphics,True,Clarkdale,Socket 1156,32,4.0,DDR3,"H57, , H55, , P55, ","Jan 7th, 2010",0.044484257903821364,Desktop,False,0.0197543160690571,True,0.04314957368221202,True
500,AMD Phenom II X4 970 BE,,4,3.5,3.5,125,,False,Zosma,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Oct 1st, 2010",0.05462212414516376,Unknown,True,0.03187250996015936,True,0.06903931789153923,True
501,AMD Phenom II X4 960T BE,,4,3.0,3.0,95,,False,Zosma,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jun 1st, 2010",0.03948087133212436,Unknown,True,0.024236387782204515,True,0.055231454313231385,True
502,AMD FX-4170,,4,4.2,4.2,125,,False,Zambezi,Socket AM3+,32,8.0,DDR3,,"Feb 27th, 2012",0.08016342939544233,Unknown,True,0.039840637450199196,True,0.08284718146984707,True
503,Intel Pentium G645,84.0,2,2.9,2.9,65,Intel HD Graphics 2500,False,Sandy Bridge,Socket 1155,32,3.0,DDR3,,"Sep 2nd, 2012",0.02025388363302672,Desktop,False,0.0016600265604249653,True,0.022437778314750252,True
504,Intel Xeon E3-1270,79.97,4,3.4,3.4,80,,True,Sandy Bridge,Socket 1155,32,8.0,DDR3,,"Apr 3rd, 2011",0.10837029430400488,Server,False,0.053950863213811415,True,0.09320307915357795,True
505,Intel Xeon E3-1245 V3,,4,3.4,3.8,84,Intel HD Graphics P4600,True,Haswell-WS,Socket 1150,22,8.0,"DDR3, DDR4",,"Jun 2nd, 2013",0.1369922873560707,Unknown,True,0.07851925630810093,True,0.11046290862646277,True
506,Intel Xeon E3-1285 V6,949.95,4,4.1,4.5,79,Intel HD Graphics 630,True,Kaby Lake-DT,Socket 1151,14,8.0,DDR4,,"Aug 1st, 2017",0.208481723437261,Unknown,True,0.13363213811420982,True,0.14843453346680935,True
507,Intel Xeon E-2276G,442.9,6,3.8,4.9,80,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14,12.0,DDR4,"C242, C246","May 29th, 2019",0.28283335882365795,Server,False,0.21032536520584327,True,0.20539197072732923,True
508,Intel Xeon E5-2609,57.99,4,2.4,2.4,80,,False,Sandy Bridge-EP,Socket 2011,32,10.0,DDR3,,"Mar 6th, 2012",0.048001922698769905,Server,False,0.01842629482071713,True,0.05695743726051986,True
509,Intel Xeon E5-2640,93.99,6,2.5,3.0,95,,True,Sandy Bridge-EP,Socket 2011,32,15.0,DDR3,,"Mar 6th, 2012",0.1287989687342961,Server,False,0.08150730411686587,True,0.12254478925748213,True
510,Intel Xeon E5-2643 V3,555.44,6,3.4,3.7,135,,True,Haswell-EP,Socket 2011-3,22,20.0,DDR4,"C612, X99","Sep 8th, 2014",0.20865651423452553,Unknown,True,0.14276228419654713,True,0.17259829472884808,True
511,Intel Xeon E5-1620 V4,149.0,4,3.5,3.8,140,,True,Broadwell-EP,Socket 2011-3,14,10.0,DDR4,"C612, X99","Jun 20th, 2016",0.1481352006816841,Unknown,True,0.09213147410358564,True,0.12427077220477062,True
512,AMD Phenom II X4 965,74.02,4,3.4,3.4,125,,False,Deneb,Socket AM3,45,6.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Nov 7th, 2009",0.04631956127509886,Desktop,False,0.026560424966799466,True,0.0638613690496738,True
513,AMD FX-8100,,8,2.8,2.8,95,,False,Zambezi,Socket AM3+,32,8.0,DDR3,,"Oct 12th, 2011",0.10655683978238545,Unknown,True,0.07187915006640105,True,0.12427077220477062,True
514,Intel Xeon E3-1245,245.0,4,3.3,3.3,95,Intel HD Graphics,True,Sandy Bridge,Socket 1155,32,8.0,DDR3,,"Apr 3rd, 2011",0.10793331731084357,Server,False,0.05909694555112881,True,0.09492906210086643,True
515,Intel Xeon E3-1275,376.99,4,3.4,3.4,95,Intel HD Graphics,True,Sandy Bridge,Socket 1155,32,8.0,DDR3,,"Apr 3rd, 2011",0.10806441040879197,Server,False,0.05909694555112881,True,0.09492906210086643,True
516,Intel Pentium G3430,61.57,2,3.3,3.3,54,Intel HD Graphics,False,Haswell,Socket 1150,22,3.0,DDR3,,"Sep 1st, 2013",0.037121195569053286,Desktop,False,0.019422310756972108,True,0.031067693051192655,True
517,Intel Xeon E5-2609 V2,,4,2.5,2.5,80,,False,Ivy Bridge-EP,Socket 2011,22,10.0,DDR3,,"Sep 1st, 2013",0.07817518407655835,Unknown,True,0.0297144754316069,True,0.07249128378611619,True
518,Intel Core i3-4350,99.99,2,3.6,3.6,54,Intel HD Graphics 4600,True,Haswell,Socket 1150,22,4.0,DDR3,,"May 1st, 2014",0.06626756101291267,Desktop,False,0.02539840637450199,True,0.050053505471365944,True
519,Intel Xeon E5-1680 V3,,8,3.2,3.8,140,,True,Haswell-EP,Socket 2011-3,22,20.0,DDR4,"C612, X99","Sep 8th, 2014",0.2662719307828443,Unknown,True,0.19090305444887118,True,0.22092581725292554,True
520,Intel Xeon E3-1235L V5,,4,2.0,3.0,25,Intel HD Graphics P530,False,Skylake-DT,Socket 1151,14,8.0,"DDR3, DDR4",,"Oct 19th, 2015",0.09434333282352683,Unknown,True,0.043658698539176616,True,0.07249128378611619,True
521,Intel Core i3-8300T,158.95,4,3.2,3.2,35,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14,8.0,DDR4,,"Apr 2nd, 2018",0.11800563700321176,Desktop,False,0.060590969455511276,True,0.08802513031171252,True
522,Intel Xeon E-2246G,311.0,6,3.6,4.8,80,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14,12.0,DDR4,"C242, C246","May 29th, 2019",0.2976687277414844,Server,False,0.22875166002656042,True,0.21402188546377163,True
523,Intel Pentium G6950,47.48,2,2.8,2.8,73,Intel HD Graphics,False,Clarkdale,Socket 1156,32,3.0,DDR3,"H57, , H55, , P55, ","Jan 7th, 2010",0.013874019532871592,Desktop,False,0.0016600265604249653,True,0.020711795367461767,True
524,AMD Phenom II X6 1035T,108.0,6,2.6,2.6,95,,False,Thuban,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Apr 27th, 2010",0.05508094998798312,Desktop,False,0.03436254980079681,True,0.07939521557527013,True
525,Intel Core i3-7300T,125.36,2,3.5,3.5,35,Intel HD Graphics 630,True,Kaby Lake,Socket 1151,14,4.0,DDR4,,"Jan 3rd, 2017",0.08156175577355851,Desktop,False,0.032702523240371845,True,0.055231454313231385,True
526,Intel Core i5-3550S,319.95,4,3.0,3.7,65,Intel HD Graphics 2500,False,Ivy Bridge,Socket 1155,22,6.0,DDR3,,"Apr 29th, 2012",0.08982062094430729,Desktop,False,0.04050464807436918,True,0.07766923262798164,True
527,AMD Phenom II X4 810,213.0,4,2.6,2.6,95,,False,Deneb,Socket AM3,45,4.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Feb 9th, 2009",0.031090913063427206,Desktop,False,0.00846613545816733,True,0.050053505471365944,True
528,AMD Phenom II X6 1075T,79.99,6,3.0,3.0,95,,False,Thuban,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Sep 21st, 2010",0.0624440123227512,Desktop,False,0.03436254980079681,True,0.08284718146984707,True
529,Intel Pentium G850,101.97,2,2.9,2.9,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32,3.0,DDR3,,"May 22nd, 2011",0.02069086062618803,Desktop,False,0.0016600265604249653,True,0.02416376126203873,True
530,Intel Xeon E5-2640 V2,,8,2.0,2.5,95,,True,Ivy Bridge-EP,Socket 2011,22,20.0,DDR3,,"Sep 1st, 2013",0.2101859337105901,Unknown,True,0.1596945551128818,True,0.18295419241257896,True
531,Intel Xeon E3-1226 V3,,4,3.3,3.7,84,Intel HD Graphics P4600,False,Haswell-WS,Socket 1150,22,8.0,DDR3,"C226, 8 Series, 9 Series","May 11th, 2014",0.1092442482903275,Unknown,True,0.052954847277556436,True,0.0914770962062895,True
532,Intel Xeon E5-1630 V3,,4,3.7,3.8,140,,True,Haswell-EP,Socket 2011-3,22,10.0,DDR4,"C612, X99","Sep 8th, 2014",0.13098385370010268,Unknown,True,0.08316733067729083,True,0.11564085746832822,True
533,Intel Xeon E5-2650L V3,,12,1.8,2.5,65,,True,Haswell-EP,Socket 2011-3,22,30.0,DDR4,"C612, X99","Sep 8th, 2014",0.21750529834604207,Unknown,True,0.16567065073041168,True,0.21402188546377163,True
534,Intel Xeon E5-2695 V3,,14,2.3,3.3,120,,True,Haswell-EP,Socket 2011-3,22,35.0,DDR4,"C612, X99","Sep 8th, 2014",0.24595250060084337,Unknown,True,0.173804780876494,True,0.2554454761986951,True
535,AMD Phenom II X6 1065T,99.98,6,2.7,2.7,95,,False,Thuban,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Dec 7th, 2010",0.06323057091044157,Desktop,False,0.03436254980079681,True,0.08457316441713555,True
536,Intel Pentium G4500,166.67,2,3.5,3.5,51,Intel HD Graphics 530,False,Skylake,Socket 1151,14,4.0,"DDR3, DDR4",,"Sep 1st, 2015",0.050427145010815175,Desktop,False,0.019920318725099598,True,0.03797162484034658,True
537,Intel Pentium Gold G5500,169.87,2,3.8,3.8,54,Intel UHD Graphics 630,True,Coffee Lake,Socket 1151,14,4.0,DDR4,,"Apr 2nd, 2018",0.07306255325657104,Desktop,False,0.031706507304116865,True,0.05350547136594291,True
538,Intel Xeon E-2146G,369.94,6,3.5,4.5,80,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14,12.0,DDR4,"C242, C246","Jul 12th, 2018",0.28239638183049665,Server,False,0.174468791500664,True,0.20539197072732923,True
539,Intel Xeon E-2124G,229.99,4,3.4,4.5,71,Intel HD Graphics P630,False,Coffee Lake-S WS,Socket 1151,14,8.0,DDR4,"C242, C246","Jul 12th, 2018",0.15495204177500052,Server,False,0.0947875166002656,True,0.11391487452103974,True
540,Intel Xeon E-2124,204.99,4,3.3,4.3,71,,False,Coffee Lake-S WS,Socket 1151,14,8.0,DDR4,"C242, C246","Jul 12th, 2018",0.1431318141099871,Server,False,0.08250332005312085,True,0.10873692567917428,True
541,AMD Phenom II X4 920,27.89,4,2.8,2.8,125,,False,Deneb,Socket AM3,45,6.0,DDR2,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jan 8th, 2009",0.032183355546330485,Desktop,False,0.00846613545816733,True,0.055231454313231385,True
542,Intel Core i5-670,122.45,2,3.46,3.46,73,Intel HD Graphics,True,Clarkdale,Socket 1156,32,4.0,DDR3,"H57, , H55, , P55, ","Jan 7th, 2010",0.04555485153706657,Desktop,False,0.019920318725099598,True,0.041423590734923535,True
543,Intel Core i3-2100T,49.13,2,2.5,2.5,35,Intel HD Graphics 2000,True,Sandy Bridge,Socket 1155,32,3.0,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Feb 20th, 2011",0.026393410386943122,Desktop,False,0.0013280212483399723,True,0.02416376126203873,True
544,AMD Phenom II X4 980 BE,,4,3.7,3.7,125,,False,Deneb,Socket AM3,45,6.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","May 3rd, 2011",0.06366754790360288,Unknown,True,0.03154050464807437,True,0.07249128378611619,True
545,Intel Pentium G2010,22.97,2,2.8,2.8,55,Intel HD Graphics,False,Ivy Bridge,Socket 1155,22,3.0,DDR3,,"Jan 21st, 2013",0.024361467368743034,Desktop,False,0.0013280212483399723,True,0.02416376126203873,True
546,Intel Xeon E5-2643 V2,398.95,6,3.5,3.8,130,,True,Ivy Bridge-EP,Socket 2011,22,15.0,DDR3,,"Sep 1st, 2013",0.20826323494068036,Unknown,True,0.148738379814077,True,0.17259829472884808,True
547,Intel Xeon E5-2603 V2,153.01,4,1.8,1.8,80,,False,Ivy Bridge-EP,Socket 2011,22,10.0,DDR3,,"Sep 1st, 2013",0.07113985448666127,Unknown,True,0.0297144754316069,True,0.06903931789153923,True
548,Intel Xeon E3-1275 V5,,4,3.6,4.0,80,Intel HD Graphics P530,True,Skylake-DT,Socket 1151,14,8.0,"DDR3, DDR4",,"Oct 19th, 2015",0.15182765627389716,Unknown,True,0.08515936254980079,True,0.11736684041561668,True
549,Intel Xeon E5-2683 V3,,14,2.0,3.0,120,,True,Haswell-EP,Socket 2011-3,22,35.0,DDR4,"C612, X99","Sep 8th, 2014",0.23100788743472653,Unknown,True,0.17231075697211154,True,0.24681556146225275,True
550,Intel Celeron G540,11.03,2,2.5,2.5,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32,2.0,DDR3,,"Sep 4th, 2011",0.014944613166116803,Desktop,False,0.0016600265604249653,True,0.020711795367461767,True
551,Intel Core i3-2125,152.0,2,3.3,3.3,65,Intel HD Graphics 3000,True,Sandy Bridge,Socket 1155,32,3.0,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Sep 4th, 2011",0.03642203237999519,Desktop,False,0.019588313413014605,True,0.036245641893058095,True
552,Intel Celeron G3950,143.0,2,3.0,3.0,51,Intel HD Graphics 610,False,Kaby Lake,Socket 1151,14,2.0,DDR4,,"Jan 3rd, 2017",0.04245231488562127,Desktop,False,0.01693227091633466,True,0.03279367599848114,True
553,AMD Phenom II X4 910e,69.9,4,2.6,2.6,65,,False,Deneb,Socket AM3,45,6.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jan 25th, 2010",0.03535143874674998,Desktop,False,0.018260292164674632,True,0.04660153957678898,True
554,Intel Core i5-680,309.19,2,3.6,3.6,73,Intel HD Graphics,True,Clarkdale,Socket 1156,32,4.0,DDR3,"H57, , H55, , P55, ","Apr 19th, 2010",0.0475649457056086,Desktop,False,0.019920318725099598,True,0.04314957368221202,True
