name,price,core_count,core_clock,boost_clock,tdp,graphics,smt,codename,socket,lithography,cache,supported_mem,supported_chipset,release_date,pmprice,cpuMark,threadMark,category
AMD Ryzen 5 1400,110.0,4,3.2,3.4,65,,True,Zen,Socket AM4,14 nm,8 MB,DDR4,"AMD 300 Series, AMD 400 Series, AMD 500 Series","Apr 11th, 2017",109.65,7783.0,1904.0,Desktop
Intel Xeon E5-2650 V4,48.01,12,2.2,2.9,105,,True,,,,,,,,,,,
Intel Core i5-4570,121.16,4,3.2,3.2,84,Intel HD Graphics 4600,False,Haswell,Socket 1150,22 nm,6 MB,DDR3,,"Jun 2nd, 2013",99.99,5199.0,2036.0,Desktop
Intel Core i5-3570K,125.0,4,3.4,3.4,77,Intel HD Graphics 4000,False,Ivy Bridge,Socket 1155,22 nm,6 MB,DDR3,,"Apr 29th, 2012",65.64,4936.0,2049.0,Desktop
Intel Core i3-4150,77.14,2,3.5,3.5,54,Intel HD Graphics 4400,True,Haswell,Socket 1150,22 nm,3 MB,DDR3,"Intel 8 Series, Intel 9 Series","May 1st, 2014",999.0,3360.0,1933.0,Desktop
Intel Core i5-9600KF,230.0,6,3.7,4.6,95,,False,Coffee Lake,Socket 1151,14 nm,9 MB,DDR4,,"Jan 8th, 2019",159.0,10838.0,2786.0,Desktop
AMD FX-6300,,6,3.5,3.5,95,,False,Vishera,Socket AM3+,32 nm,8 MB,DDR3,,"Oct 23rd, 2012",,,,
Intel Core i5-2400,170.99,4,3.1,3.1,95,Intel HD Graphics 2000,False,Sandy Bridge,Socket 1155,32 nm,6 MB,DDR3,,"Jan 9th, 2011",88.57,3840.0,1580.0,Desktop
Intel Core i9-9900KS,1989.0,8,4.0,5.0,127,Intel UHD Graphics 630,True,Coffee Lake-R,Socket 1151,14 nm,16 MB,DDR4,,"Oct 28th, 2019",898.3,19518.0,3039.0,Desktop
Intel Pentium E2220,22.99,2,2.4,2.4,65,,False,Allendale,Socket 775,65 nm,,"DDR1, DDR2, DDR3",,"Mar 2nd, 2008",55.0,793.0,892.0,Desktop
AMD Ryzen 5 3500,,6,3.6,4.1,65,,False,Picasso,Socket FP5,12 nm,4 MB,DDR4,,"Jan 6th, 2019",,12836.0,2515.0,Desktop
Intel Core i5-8500,258.27,6,3.0,4.1,65,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14 nm,9 MB,DDR4,,"Feb 14th, 2018",190.0,9576.0,2485.0,Desktop
AMD Ryzen 5 1500X,225.0,4,3.5,3.7,65,,True,Zen,Socket AM4,14 nm,16 MB,DDR4,"AMD 300 Series, AMD 400 Series, AMD 500 Series","Apr 11th, 2017",120.36,9083.0,2110.0,Desktop
Intel Pentium Gold G7400,89.99,2,3.7,3.7,46,Intel UHD Graphics 710,True,Alder Lake-S,Socket 1700,10 nm,6 MB,"DDR4, DDR5","Z690, H670, B660, H610","Jan 4th, 2022",66.99,6896.0,3084.0,Desktop
AMD Athlon 3000G,98.99,2,3.5,3.5,35,Radeon Vega 3,True,Zen,Socket AM4,14 nm,4 MB,DDR4,,"Nov 20th, 2019",54.99,4480.0,1999.0,Desktop
AMD Threadripper 1950X,541.64,16,3.4,4.0,180,,True,Zen,Socket SP3r2,14 nm,32 MB,DDR4,,"Aug 10th, 2017",,,,
Intel Pentium Gold G6400,53.94,2,4.0,4.0,58,Intel UHD Graphics 610,True,Comet Lake,Socket 1200,14 nm,4 MB,DDR4,,"Apr 30th, 2020",74.63,4130.0,2484.0,Desktop
AMD Ryzen 7 1800X,295.0,8,3.6,4.0,95,,True,Zen,Socket AM4,14 nm,16 MB,DDR4,"AMD 300 Series, AMD 400 Series, AMD 500 Series","Mar 2nd, 2017",178.03,16306.0,2186.0,Desktop
Intel Core i3-6100,100.0,2,3.7,3.7,51,Intel HD Graphics 530,True,Skylake,Socket 1151,14 nm,4 MB,DDR4,,"Sep 1st, 2015",131.51,4177.0,2220.0,Desktop
AMD Ryzen 3 1200,115.0,4,3.1,3.4,65,,False,Zen,Socket AM4,14 nm,8 MB,DDR4,"AMD 300 Series, AMD 400 Series, AMD 500 Series","Jul 27th, 2017",103.55,6304.0,1927.0,Desktop
Intel Xeon E5-2660,28.99,8,2.2,3.0,95,,True,Sandy Bridge-EP,Socket 2011,32 nm,20 MB,DDR3,,"Mar 6th, 2012",64.73,8104.0,1395.0,Server
AMD 2650,,2,1.45,1.45,25,Radeon HD 8240,False,Lima,Socket AM2,65 nm,,DDR2,,"Jan 1st, 2009",,,,
Intel Core i5-4690,100.12,4,3.5,3.9,84,Intel HD Graphics 4600,False,Haswell,Socket 1150,22 nm,6 MB,DDR3,,"May 1st, 2014",118.88,5572.0,2205.0,Desktop
Intel Core i9-12900F,432.0,16,2.4,5.1,65,,True,Alder Lake-S,Socket 1700,10 nm,30 MB,"DDR4, DDR5","Z690, H670, B660, H610","Jan 4th, 2022",529.99,35726.0,4045.0,Desktop
Intel Core 2 Duo E8400,27.55,2,3.0,3.0,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Jan 1st, 2008",,,,
Intel Core i7-5820K,,6,3.3,3.6,140,,True,Haswell-E,Socket 2011-3,22 nm,15 MB,DDR4,,"Sep 1st, 2014",255.36,9814.0,2010.0,Desktop
AMD Threadripper 1900X,179.99,8,3.8,4.0,180,,True,Zen,Socket SP3r2,14 nm,32 MB,DDR4,,"Aug 31st, 2017",,,,
Intel Core i5-10500,219.99,6,3.1,4.5,65,Intel UHD Graphics 630,True,Comet Lake,Socket 1200,14 nm,12 MB,DDR4,,"Apr 30th, 2020",209.88,13056.0,2785.0,Desktop
Intel Core i7-6900K,164.9,8,3.2,3.7,140,,True,Broadwell-E,Socket 2011-3,14 nm,20 MB,DDR4,,"May 31st, 2016",384.95,14291.0,2361.0,Desktop
Intel Core i5-4670K,144.25,4,3.4,3.4,84,Intel HD Graphics 4600,False,Haswell,Socket 1150,22 nm,6 MB,DDR3,,"Jun 2nd, 2013",154.88,5547.0,2154.0,Desktop
AMD Threadripper 1920X,280.0,12,3.5,4.0,180,,True,Zen,Socket SP3r2,14 nm,32 MB,DDR4,,"Aug 10th, 2017",,,,
Intel Core i9-10900X,508.0,10,3.7,4.7,165,,True,Cascade Lake-X,Socket 2066,14 nm,19.25 MB,DDR4,,"Oct 19th, 2019",560.0,22683.0,2696.0,Desktop
Intel Core i7-6850K,165.0,6,3.6,3.8,140,,True,Broadwell-E,Socket 2011-3,14 nm,15 MB,DDR4,,"May 31st, 2016",326.97,11295.0,2407.0,Desktop
Intel Core i5-2500K,234.0,4,3.3,3.3,95,Intel HD Graphics 3000,False,Sandy Bridge,Socket 1155,32 nm,6 MB,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Jan 9th, 2011",59.0,4097.0,1699.0,Desktop
Intel Core i3-2100,49.0,2,3.1,3.1,65,Intel HD Graphics 2000,True,Sandy Bridge,Socket 1155,32 nm,3 MB,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Feb 20th, 2011",116.19,1819.0,1426.0,Desktop
Intel Core i3-7350K,59.99,2,4.2,4.2,60,Intel HD Graphics 630,True,Kaby Lake,Socket 1151,14 nm,4 MB,DDR4,,"Jan 3rd, 2017",250.8,4819.0,2493.0,Desktop
Intel Core i9-12900,458.99,16,2.4,5.1,65,Intel UHD Graphics 770,True,Alder Lake-S,Socket 1700,10 nm,30 MB,"DDR4, DDR5","Z690, H670, B660, H610","Jan 4th, 2022",509.0,38281.0,4162.0,Desktop
AMD FX-8320,109.0,8,3.5,3.5,125,,False,Vishera,Socket AM3+,32 nm,8 MB,DDR3,,"Oct 23rd, 2012",,,,
Intel Core i5-6600,,4,3.3,3.9,65,Intel HD Graphics 530,False,Skylake,Socket 1151,14 nm,6 MB,DDR4,"Intel 100 Series, Intel 200 Series","Jul 1st, 2015",119.0,6107.0,2284.0,Desktop
Intel Xeon E5-2687W V4,2660.0,12,3.0,3.5,160,,True,,,,,,,,,,,
Intel Core i5-7600,130.0,4,3.5,4.1,65,Intel HD Graphics 630,False,Kaby Lake,Socket 1151,14 nm,6 MB,DDR4,,"Jan 3rd, 2017",169.99,6598.0,2476.0,Desktop
Intel Core i3-7100,103.0,2,3.9,3.9,51,Intel HD Graphics 630,True,Kaby Lake,Socket 1151,14 nm,3 MB,DDR4,,"Jan 3rd, 2017",127.99,4342.0,2338.0,Desktop
Intel Pentium G3260,,2,3.3,3.3,53,Intel HD Graphics,False,,,,,,,,59.97,2049.0,1867.0,Desktop
