name,price,capacity,price_per_gb,type,cache,form_factor,interface,speed,capacity_spec,cache_spec,speed_spec
Seagate BarraCuda,86.0,0.02237177155329211,0.9643726488161097,HDD,0.0001220703125,3.5,SATA 3.0 Gb/s,0.0,0.5,16,160
Seagate ST1000NX0313,85.0,0.04510731174972717,0.9836246957291436,HDD,0.0009765625,2.5,SATA 6.0 Gb/s,0.0,1.0,128,160
Intel Pro 6000p,104.19,0.005456529647144416,0.8223058198716531,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.128,0,3500
Toshiba X300,,0.7271735176427793,,HDD,0.00390625,3.5,SATA 6.0 Gb/s,0.0,16.0,512,160
Mushkin ELEMENT,39.99,0.04510731174972717,0.9935826510289887,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,1.0,0,550
Western Digital RE2-GP,58.28,0.04510731174972717,0.9895994689090507,HDD,0.0001220703125,3.5,SATA 3.0 Gb/s,0.0,1.0,16,160
Verbatim Verbatim SATA III,50.0,0.005092761004001455,0.910157114405842,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.12,0,550
Toshiba MQ01ABD075,,0.033739541651509636,,HDD,6.103515625e-05,2.5,SATA 3.0 Gb/s,0.0,0.75,8,160
Western Digital RE,64.98,0.02237177155329211,0.9736667404292985,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,0.5,64,160
Intel SSDSC2BB080G601,98.94,0.00327391778828665,0.7287010400531091,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.08,0,550
Western Digital Blue Mobile,19.98,0.014186977082575483,0.9887143173268422,HDD,0.0001220703125,2.5,SATA 6.0 Gb/s,0.0,0.32,16,160
Seagate Nytro Enterprise,399.0,0.043288468534012366,0.9103784023013941,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.96,0,550
Intel D3-S4510,65.75,0.010549290651145871,0.9418012834697942,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
Kingston DC500R,93.86,0.043288468534012366,0.9807479530869662,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.96,0,550
PNY XLR8 CS2311,106.14,0.02237177155329211,0.9555211329940252,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.5,0,550
Seagate Exos 7E8,99.99,0.13604947253546743,0.9951316662978535,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,3.0,256,160
Synology SNV3000,,0.017824663514005093,,SSD,0.0,M.2-22110,M.2 PCIe 3.0 X4,0.48830409356725146,0.4,0,3500
Kingston DC1000B,100.89,0.021462349945434705,0.9559637087851295,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.48,0,3500
Verbatim Vi560,69.69,0.04510731174972717,0.9869440141624253,SSD,0.0,M.2,M.2 SATA,0.05701754385964912,1.0,0,550
Intel D3-S4620,448.99,0.17424518006547834,0.976543483071476,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,3.84,0,550
VisionTek DLX4 Pro,115.99,0.04510731174972717,0.9767647709670281,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,1.0,0,7000
Western Digital Caviar Blue,,0.014186977082575483,,HDD,0.000244140625,3.5,SATA 6.0 Gb/s,0.0,0.32,32,160
Western Digital Caviar Green,,0.02873772280829393,,HDD,0.00048828125,3.5,SATA 3.0 Gb/s,0.0,0.64,64,160
Western Digital Caviar Green,138.63,0.033739541651509636,0.9614959061739323,HDD,0.0001220703125,3.5,SATA 3.0 Gb/s,0.0,0.75,16,160
Western Digital Scorpio Blue,45.0,0.006911604219716261,0.9402522682009294,HDD,6.103515625e-05,2.5,SATA 3.0 Gb/s,0.0,0.16,8,160
Hitachi 7K1000.C,,0.014186977082575483,,HDD,0.0001220703125,3.5,SATA 3.0 Gb/s,0.0,0.32,16,160
Hitachi 7K1000.C,91.8,0.011004001455074573,0.9212215091834477,HDD,6.103515625e-05,3.5,SATA 3.0 Gb/s,0.0,0.25,8,160
Hitachi E7K1000,67.0,0.02237177155329211,0.9727815888470901,HDD,0.000244140625,3.5,SATA 3.0 Gb/s,0.0,0.5,32,160
Samsung Spinpoint F1 DT,,0.02237177155329211,,HDD,0.0001220703125,3.5,SATA 3.0 Gb/s,0.0,0.5,16,160
OCZ Colossus,,0.02237177155329211,,SSD,0.0009765625,3.5,SATA 3.0 Gb/s,0.02046783625730994,0.5,128,300
Western Digital Caviar Black,,0.04510731174972717,,HDD,0.000244140625,3.5,SATA 3.0 Gb/s,0.0,1.0,32,160
Seagate Constellation ES,,0.09057839214259732,,HDD,0.00048828125,3.5,SATA 3.0 Gb/s,0.0,2.0,64,160
Seagate Barracuda LP,229.0,0.04510731174972717,0.9517592387696393,HDD,0.000244140625,3.5,SATA 3.0 Gb/s,0.02046783625730994,1.0,32,300
Seagate SV35.5,,0.04510731174972717,,HDD,0.000244140625,3.5,SATA 3.0 Gb/s,0.0,1.0,32,160
Seagate Pipeline HD,,0.014186977082575483,,HDD,6.103515625e-05,3.5,SATA 3.0 Gb/s,0.02046783625730994,0.32,8,300
Western Digital Caviar Blue,78.98,0.033739541651509636,0.9791989378181013,HDD,0.000244140625,3.5,SATA 6.0 Gb/s,0.0,0.75,32,160
Western Digital VelociRaptor,199.95,0.013277555474718079,0.8548351405178136,HDD,0.0001220703125,3.5,SATA 3.0 Gb/s,0.02046783625730994,0.3,16,300
Kingston SSDNow V+ 100E,,0.005456529647144416,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.128,0,300
Western Digital Caviar SE16,,0.014186977082575483,,HDD,0.0001220703125,3.5,SATA 3.0 Gb/s,0.0,0.32,16,160
Seagate Constellation ES,28.4,0.02237177155329211,0.9898207568046028,HDD,0.000244140625,3.5,SATA 3.0 Gb/s,0.0,0.5,32,160
Western Digital Caviar Black,,0.033739541651509636,,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,0.75,64,160
Hitachi Deskstar,,0.13604947253546743,,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,3.0,64,160
Western Digital Caviar Black,,0.06784285194616224,,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,1.5,64,160
Seagate Momentus,,0.033739541651509636,,HDD,0.0001220703125,2.5,SATA 3.0 Gb/s,0.0,0.75,16,160
OCZ Agility 3,89.95,0.002364496180429247,0.6707236114184554,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.06,0,550
Toshiba MK1656GSY,,0.006911604219716261,,HDD,0.0001220703125,2.5,SATA 3.0 Gb/s,0.0,0.16,16,160
Western Digital AV-GP,81.63,0.13604947253546743,0.9964593936711662,HDD,0.00048828125,3.5,SATA 3.0 Gb/s,0.0,3.0,64,160
Toshiba MK2576GSX,29.97,0.011004001455074573,0.9758796193848196,HDD,6.103515625e-05,2.5,SATA 3.0 Gb/s,0.0,0.25,8,160
SanDisk Ultra,,0.005092761004001455,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.12,0,300
Kingston HyperX,199.99,0.005092761004001455,0.6335472449657004,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.12,0,550
Western Digital VelociRaptor,,0.006456893415787559,,HDD,0.000244140625,3.5,SATA 6.0 Gb/s,0.05701754385964912,0.15,32,550
Hitachi Travelstar Z5K320,,0.006911604219716261,,HDD,6.103515625e-05,2.5,SATA 3.0 Gb/s,0.0,0.16,8,160
Corsair Force GT,,0.010549290651145871,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
Western Digital AV-GP,,0.04510731174972717,,HDD,0.0001220703125,3.5,SATA 6.0 Gb/s,0.0,1.0,16,160
Hitachi Travelstar 7K750,76.73,0.033739541651509636,0.9798628015047577,HDD,0.0001220703125,2.5,SATA 3.0 Gb/s,0.0,0.75,16,160
OCZ Agility 3,,0.021462349945434705,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.48,0,550
Samsung 830,,0.005456529647144416,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.128,0,550
Seagate Momentus XT,95.0,0.033739541651509636,0.9743306041159548,HDD,0.000244140625,2.5,SATA 6.0 Gb/s,0.0,0.75,32,160
Crucial M4,,0.011276827937431793,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.256,0,550
Intel 520,690.0,0.021462349945434705,0.6842221730471343,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.48,0,550
Western Digital AV-GP,,0.02237177155329211,,HDD,0.000244140625,3.5,SATA 6.0 Gb/s,0.0,0.5,32,160
ADATA XPG SX900,,0.005456529647144416,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.128,0,550
Seagate Constellation ES.2,130.0,0.09057839214259732,0.9880504536401858,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,2.0,64,160
Intel 330,188.67,0.005092761004001455,0.6545695950431512,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.12,0,550
Corsair Force GS,,0.010549290651145871,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
PNY XLR8,,0.005092761004001455,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.12,0,550
Toshiba MK3259GSXP,,0.014186977082575483,,HDD,6.103515625e-05,2.5,SATA 3.0 Gb/s,0.0,0.32,8,160
Kingston SSDNow V+200,,0.010549290651145871,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
Corsair Neutron GTX,,0.010549290651145871,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
Hitachi Ultrastar 7K4000,,0.13604947253546743,,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,3.0,64,160
OCZ Agility 3,,0.02291742451800655,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.512,0,550
Samsung 840,,0.005092761004001455,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.12,0,550
Samsung 840,,0.011004001455074573,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.25,0,550
Seagate Barracuda 7200.10,,0.00327391778828665,,HDD,1.52587890625e-05,3.5,SATA 3.0 Gb/s,0.0,0.08,2,160
Mushkin Chronos,,0.021462349945434705,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.48,0,550
Kingston SSDNow V300,,0.005092761004001455,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.12,0,550
Kingston SSDNow V300,,0.010549290651145871,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
Samsung ST250DM001/HD253GJ,,0.011004001455074573,,HDD,0.0001220703125,3.5,SATA 3.0 Gb/s,0.0,0.25,16,160
Intel DC S3500,282.0,0.021462349945434705,0.8723168842664306,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.48,0,550
Seagate Momentus XT,,0.033739541651509636,,,0.000244140625,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.75,32,550
Lenovo 0A65633,52.99,0.04510731174972717,0.9907059083868113,HDD,6.103515625e-05,2.5,SATA 3.0 Gb/s,0.0,1.0,8,160
Seagate ST3000VM002,,0.13604947253546743,,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.05701754385964912,3.0,64,550
Hitachi Deskstar 7K4000,,0.18152055292833758,,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,4.0,64,160
Toshiba Q,,0.005456529647144416,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.128,0,550
Samsung 840 Pro,,0.02291742451800655,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.512,0,550
Toshiba DT01ACA,,0.09057839214259732,,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,2.0,64,160
Toshiba MG03ACA,,0.13604947253546743,,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,3.0,64,160
Seagate Barracuda ES.2,,0.02237177155329211,,HDD,0.000244140625,3.5,SATA 3.0 Gb/s,0.0,0.5,32,160
Western Digital Black,62.7,0.014186977082575483,0.9590617393228591,HDD,0.0001220703125,2.5,SATA 6.0 Gb/s,0.0,0.32,16,160
Western Digital WD3200BPVT/BVVT/BEVT,,0.014186977082575483,,HDD,6.103515625e-05,2.5,SATA 3.0 Gb/s,0.0,0.32,8,160
Kingston KC300,239.99,0.021462349945434705,0.8917902190750167,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.48,0,550
SanDisk X210,,0.011004001455074573,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.25,0,550
Corsair Force LS,,0.010549290651145871,,SSD,0.00390625,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,512,550
Kingston SSDNow KC300,145.16,0.010549290651145871,0.8685549900420447,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
SanDisk X210,,0.02291742451800655,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.512,0,550
PNY Optima,,0.021462349945434705,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.48,0,550
Transcend SSD370,,0.005456529647144416,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.128,0,550
Transcend SSD370,198.77,0.02291742451800655,0.9165744633768533,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.512,0,550
Western Digital Red,,0.2269916333212077,,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,5.0,64,160
SanDisk X300S,,0.02291742451800655,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.512,0,550
Intel 530,73.5,0.00327391778828665,0.7990705908386811,SSD,0.0,M.2,M.2 SATA,0.05701754385964912,0.08,0,550
Transcend MTS800,123.64,0.011276827937431793,0.8955521132994025,SSD,0.0,M.2,M.2 SATA,0.05701754385964912,0.256,0,550
Hitachi Ultrastar A7K2000,,0.04510731174972717,,HDD,0.000244140625,3.5,SATA 3.0 Gb/s,0.0,1.0,32,160
TEAMGROUP Dark L3,,0.005092761004001455,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.12,0,550
Seagate ST6000NM0044,,0.2724627137140778,,HDD,0.0009765625,3.5,SATA 6.0 Gb/s,0.0,6.0,128,160
Hitachi He6,,0.2724627137140778,,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,6.0,64,160
Edge Tech Boost Pro Slim,,0.021462349945434705,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.48,0,550
Samsung 845DC PRO,,0.017824663514005093,,SSD,0.00390625,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.4,512,550
Seagate Enterprise NAS,,0.13604947253546743,,HDD,0.0009765625,3.5,SATA 6.0 Gb/s,0.0,3.0,128,160
Crucial MX200,,0.011004001455074573,,SSD,0.0,M.2,M.2 SATA,0.05701754385964912,0.25,0,550
Crucial MX200,,0.02237177155329211,,SSD,0.0,M.2,M.2 SATA,0.05701754385964912,0.5,0,550
HP 691862-B21,,0.004183339396144052,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.1,0,550
Samsung PM853T Data Center,,0.021462349945434705,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.48,0,550
Intel DC S3710,355.0,0.017824663514005093,0.8061518034963487,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.4,0,550
Intel DC S3500,,0.0542015278283012,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,1.2,0,550
Mushkin ECO2,,0.010549290651145871,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
OCZ Vector 180,,0.010549290651145871,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
Kingston Savage,,0.021462349945434705,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.48,0,550
Mushkin Reactor,,0.011276827937431793,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.256,0,550
Silicon Power S60,,0.021462349945434705,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.48,0,550
Seagate Surveillance HDD,,0.18152055292833758,,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.05701754385964912,4.0,64,550
ADATA Premier SP600NS34,,0.011276827937431793,,SSD,0.0,M.2-2242,M.2 SATA,0.05701754385964912,0.256,0,550
G.Skill Phoenix FTL,,0.010549290651145871,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
Patriot Blast,,0.005092761004001455,,SSD,0.001953125,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.12,256,550
SanDisk Z400s,,0.011276827937431793,,SSD,0.0,M.2,M.2 SATA,0.05701754385964912,0.256,0,550
Western Digital RE,328.0,0.2269916333212077,0.9878291657446338,HDD,0.0009765625,3.5,SATA 6.0 Gb/s,0.0,5.0,128,160
Zotac Premium Edition,,0.021462349945434705,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.48,0,550
Crucial BX200,251.99,0.043288468534012366,0.9444567382164195,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.96,0,550
OCZ TRION 150,,0.005092761004001455,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.12,0,550
Mushkin ECO3,,0.021462349945434705,,SSD,0.00390625,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.48,512,550
Western Digital Gold,276.45,0.3634048744998181,0.9946890905067493,HDD,0.0009765625,3.5,SATA 6.0 Gb/s,0.0,8.0,128,160
Western Digital Red Pro,,0.2269916333212077,,HDD,0.0009765625,3.5,SATA 6.0 Gb/s,0.0,5.0,128,160
AMD Radeon R3,,0.010549290651145871,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
AMD Radeon R3,,0.005092761004001455,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.12,0,550
Samsung PM951,,0.005456529647144416,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.128,0,3500
Samsung SM961,,0.005456529647144416,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.128,0,3500
Toshiba VX500,,0.011276827937431793,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.256,0,550
MyDigitalSSD BPX,,0.02291742451800655,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.512,0,3500
Intel Pro 5400s,480.0,0.01600582029829029,0.7074574020801062,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.36,0,550
SanDisk Z410,,0.010549290651145871,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
Toshiba X300,,0.18152055292833758,,HDD,0.0009765625,3.5,SATA 6.0 Gb/s,0.0,4.0,128,160
ADATA SU900,,0.04510731174972717,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,1.0,0,550
ADATA XPG SX7000,,0.02291742451800655,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.512,0,3500
Silicon Power Slim S55,34.99,0.010549290651145871,0.9701261341004647,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
Western Digital Purple,202.25,0.3634048744998181,0.9969019694622704,HDD,0.0009765625,3.5,SATA 6.0 Gb/s,0.0,8.0,128,160
TEAMGROUP L5 LITE 3D,,0.04510731174972717,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,1.0,0,550
Toshiba MD04ACA500,,0.2269916333212077,,HDD,0.0009765625,3.5,SATA 6.0 Gb/s,0.0,5.0,128,160
Kingston UV500B,,0.043288468534012366,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.96,0,550
TEAMGROUP T-Force Delta RGB,,0.04510731174972717,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,1.0,0,550
TEAMGROUP L5 LITE,,0.002364496180429247,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.06,0,550
ADATA XPG GAMMIX S11,,0.021462349945434705,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.48,0,3500
ADATA XPG GAMMIX S11,,0.010549290651145871,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.24,0,3500
HP S600,,0.005092761004001455,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.12,0,550
ADATA XPG SX850,,0.005456529647144416,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.128,0,550
ADATA SU655,,0.021462349945434705,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.48,0,550
Seagate Enterprise Capacity,76.09,0.04510731174972717,0.9856162867891126,HDD,0.0009765625,2.5,SATA 6.0 Gb/s,0.0,1.0,128,160
Seagate Enterprise Capacity,223.99,0.04510731174972717,0.9528656782473999,HDD,0.0009765625,2.5,SATA 6.0 Gb/s,0.0,1.0,128,160
Seagate IronWolf Pro,,0.2724627137140778,,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,6.0,256,160
Seagate Barracuda Compute,,0.09057839214259732,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,2.0,0,550
Seagate Barracuda Compute,,0.011004001455074573,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.25,0,550
Patriot VPN100,,0.02291742451800655,,SSD,0.00390625,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.512,512,3500
TEAMGROUP T-Force Vulcan,,0.011004001455074573,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.25,0,550
Intel Pro 7600p,,0.04510731174972717,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.0,0,3500
SanDisk X600,,0.005456529647144416,,SSD,0.0,M.2,M.2 SATA,0.05701754385964912,0.128,0,550
Micron 2200,,0.02291742451800655,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.512,0,3500
Western Digital Purple,238.34,0.45434703528555836,0.9971232573578225,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,10.0,256,160
TEAMGROUP T-Force Delta Max RGB,,0.011004001455074573,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.25,0,550
Intel D3-S4610,98.95,0.021462349945434705,0.956848860367338,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.48,0,550
Intel DC S3500,135.0,0.010549290651145871,0.8780703695507855,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
Seagate FireCuda 510,,0.011004001455074573,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.25,0,3500
Pioneer APS-SE20G-1T,169.87,0.04510731174972717,0.964815224607214,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.0,0,3500
Kingston DC450R,86.39,0.043288468534012366,0.982518256251383,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.96,0,550
Seagate SkyHawk AI,229.0,0.3634048744998181,0.9960168178800619,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,8.0,256,160
Toshiba Slim L200,,0.02237177155329211,,HDD,6.103515625e-05,2.5,SATA 6.0 Gb/s,0.0,0.5,8,160
Samsung PM871b,,0.005456529647144416,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.128,0,550
Centon MP Essential,33.99,0.010549290651145871,0.9710112856826731,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
Inland Professional,,0.09057839214259732,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,2.0,0,3500
TEAMGROUP T-Force Cardea Zero Z340,,0.04510731174972717,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.0,0,3500
Synology SNV3000,,0.017824663514005093,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.4,0,3500
TEAMGROUP Cardea II,,0.02291742451800655,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.512,0,3500
TEAMGROUP Cardea II,,0.04510731174972717,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.0,0,3500
Seagate BarraCuda Q1,,0.010549290651145871,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
Sabrent Rocket 4.0,,0.09057839214259732,,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,2.0,0,7000
Sabrent Rocket 4.0,,0.02237177155329211,,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,0.5,0,7000
Acer SA100,,0.0869407057111677,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,1.92,0,550
Mushkin Helix-LT,,0.02237177155329211,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.5,0,3500
Mushkin ALPHA,,0.18152055292833758,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,4.0,0,3500
Silicon Power XD80,,0.011276827937431793,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.256,0,3500
HP EX900 Pro,,0.011276827937431793,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.256,0,3500
HP EX900 Pro,,0.04510731174972717,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.0,0,3500
Addlink A95,,0.09057839214259732,,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,2.0,0,7000
Addlink S95,,0.04510731174972717,,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,1.0,0,7000
Addlink S20,,0.005092761004001455,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.12,0,550
Western Digital PC SN730,,0.02291742451800655,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.512,0,3500
TEAMGROUP MP34Q,,0.09057839214259732,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,2.0,0,3500
KIOXIA EXCERIA PLUS,458.99,0.09057839214259732,0.9517592387696393,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,2.0,0,3500
ADATA Legend 740,,0.02237177155329211,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.5,0,3500
TEAMGROUP T-Force Cardea Zero Z340,,0.09057839214259732,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,2.0,0,3500
Klevv NEO N610,92.65,0.04510731174972717,0.9818543925647267,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,1.0,0,550
Klevv CRAS C700 RGB,,0.010549290651145871,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.24,0,3500
Patriot Viper Gaming VP4100,,0.02237177155329211,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.5,0,3500
Verbatim Vi3000,201.86,0.09057839214259732,0.9800840894003098,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,2.0,0,3500
HP S650,,0.021462349945434705,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.48,0,550
