name,price,capacity,price_per_gb,type,cache,form_factor,interface,speed,capacity_spec,cache_spec,speed_spec
Crucial MX200,,0.02237177155329211,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.5,0,550
Samsung 850 Evo,,0.005092761004001455,,SSD,0.0,M.2,M.2 SATA,0.05701754385964912,0.12,0,550
SanDisk X400,,0.02291742451800655,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.512,0,550
Hitachi HUA721010KLA330,,0.04510731174972717,,HDD,0.000244140625,3.5,SATA 6.0 Gb/s,0.0,1.0,32,160
Toshiba OCZ TR200,110.0,0.021462349945434705,0.9517592387696393,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.48,0,550
XPG SX6000 Lite,,0.011276827937431793,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.256,0,3500
Patriot Burst,89.99,0.043288468534012366,0.9816331046691746,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.96,0,550
ADATA Falcon,,0.04510731174972717,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.0,0,3500
Apacer AS340 PANTHER,,0.021462349945434705,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.48,0,550
Klevv CRAS C710,53.4,0.011276827937431793,0.9561849966806816,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.256,0,3500
Acer Predator GM3500,,0.02291742451800655,,SSD,0.00390625,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.512,512,3500
KIOXIA EXCERIA,,0.010549290651145871,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
Toshiba N300,128.99,0.2724627137140778,0.9977871210444789,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,6.0,256,160
Western Digital Red SA500,184.41,0.09057839214259732,0.9820756804602788,SSD,0.0,M.2,M.2 SATA,0.05701754385964912,2.0,0,550
Seagate SkyHawk AI,229.99,0.45434703528555836,0.9973445452533747,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,10.0,256,160
ADATA SU760,,0.02291742451800655,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.512,0,550
Patriot Viper Gaming VP4100,248.99,0.04510731174972717,0.947333480858597,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,1.0,0,7000
Samsung PM893,99.9,0.043288468534012366,0.9794202257136535,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.96,0,550
Inland Gaming Performance Plus,73.98,0.04510731174972717,0.9860588625802169,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,1.0,0,7000
Inland TN320,49.99,0.04510731174972717,0.9913697720734675,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.0,0,3500
Seagate IronWolf 525,329.0,0.09057839214259732,0.9661429519805267,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,2.0,0,7000
Inland Premium,,0.18152055292833758,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,4.0,0,3500
HP EX900 Plus,44.99,0.04510731174972717,0.9924762115512281,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.0,0,3500
Mushkin Helix-L,25.99,0.02291742451800655,0.9911484841779155,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,0.512,0,7000
Transcend TS256GSSD230S,27.99,0.011276827937431793,0.9783137862358929,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.256,0,550
HP EX950,75.98,0.02291742451800655,0.9696835583093605,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.512,0,3500
KingSpec NX-2280,25.99,0.011276827937431793,0.9798628015047577,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.256,0,3500
Western Digital RE4,36.49,0.02237177155329211,0.986280150475769,HDD,0.00048828125,3.5,SATA 3.0 Gb/s,0.0,0.5,64,160
Intel DC S3610,,0.017824663514005093,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.4,0,550
Silicon Power US70,,0.09057839214259732,,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,2.0,0,7000
Seagate FireCuda 510,47.88,0.011004001455074573,0.9599468909050675,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.25,0,3500
Inland Platinum,28.99,0.02291742451800655,0.9898207568046028,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.512,0,550
Seagate Pipeline HD,,0.011004001455074573,,HDD,6.103515625e-05,3.5,SATA 3.0 Gb/s,0.02046783625730994,0.25,8,300
Samsung Spinpoint M8,,0.04510731174972717,,HDD,6.103515625e-05,2.5,SATA 3.0 Gb/s,0.0,1.0,8,160
Seagate FireCuda 120,,0.04510731174972717,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,1.0,0,550
Toshiba MQ01ABD050V,,0.02237177155329211,,HDD,0.0,2.5,SATA 6.0 Gb/s,0.0,0.5,0,160
Seagate BarraCuda,,0.09057839214259732,,HDD,0.00048828125,3.5,SATA 3.0 Gb/s,0.0,2.0,64,160
Kingston SSDNow V300,,0.002364496180429247,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.06,0,550
Intel 530,119.0,0.005092761004001455,0.7829165744633768,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.12,0,550
Mushkin Reactor,,0.04510731174972717,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,1.0,0,550
Samsung SM951,,0.011276827937431793,,SSD,0.00390625,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.256,512,3500
Kingston Savage,,0.010549290651145871,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
Intel 540s,99.0,0.010549290651145871,0.9112635538836026,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
Seagate Barracuda ES,60.0,0.033739541651509636,0.9847311352069041,HDD,0.0001220703125,3.5,SATA 6.0 Gb/s,0.0,0.75,16,160
Kingston UV500B,,0.021462349945434705,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.48,0,550
Patriot Burst,45.19,0.005092761004001455,0.9190086302279266,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.12,0,550
Neo Forza NFS01,,0.010549290651145871,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
Timetec 30TTQNS3SATA-2TB,73.86,0.09057839214259732,0.9942465147156451,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,2.0,0,550
Transcend 250H,299.99,0.18152055292833758,0.9858375746846647,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,4.0,0,7000
Addlink S95,,0.18152055292833758,,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,4.0,0,7000
Seagate SkyHawk AI,203.05,0.3634048744998181,0.9969019694622704,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,8.0,256,160
Western Digital Red SA500,49.99,0.02237177155329211,0.9803053772958619,SSD,0.0,M.2,M.2 SATA,0.05701754385964912,0.5,0,550
Western Digital Blue,104.99,0.2724627137140778,0.9986722726266873,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,6.0,64,160
Seagate SkyHawk AI,329.99,0.8181156784285195,0.9984509847311352,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,18.0,256,160
Timetec 30TT253X2,21.99,0.02291742451800655,0.9929187873423324,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.512,0,550
Western Digital Purple,219.99,0.45434703528555836,0.9975658331489268,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,10.0,256,160
Seagate IronWolf 510,,0.0869407057111677,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.92,0,3500
Western Digital Blue,,0.011004001455074573,,SSD,0.0,M.2,M.2 SATA,0.05701754385964912,0.25,0,550
Seagate BarraCuda Pro Compute,37.99,0.02237177155329211,0.9856162867891126,HDD,0.0009765625,2.5,SATA 6.0 Gb/s,0.0,0.5,128,160
Seagate Exos 7E10 512n,150.57,0.18152055292833758,0.994025226820093,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,4.0,256,160
Inland Platinum,20.99,0.011276827937431793,0.9842885594158,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.256,0,550
Crucial M4,477.19,0.011276827937431793,0.589953529541934,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.256,0,550
Hitachi Ultrastar He8,325.0,0.3634048744998181,0.9933613631334366,HDD,0.0009765625,3.5,SATA 6.0 Gb/s,0.0,8.0,128,160
KingSpec XF-2280,31.99,0.02291742451800655,0.9887143173268422,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,0.512,0,7000
Inland Professional,16.98,0.005456529647144416,0.9730028767426422,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.128,0,550
Seagate Barracuda LP,118.77,0.09057839214259732,0.9893781810134986,HDD,0.000244140625,3.5,SATA 3.0 Gb/s,0.02046783625730994,2.0,32,300
Samsung 830,921.69,0.02291742451800655,0.6041159548572693,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.512,0,550
Intel DC S3700,99.0,0.004183339396144052,0.7833591502544811,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.1,0,550
Crucial MX200,,0.04510731174972717,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,1.0,0,550
SanDisk SSD PLUS,,0.010549290651145871,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
Seagate ST3000DM002,,0.13604947253546743,,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,3.0,64,160
ADATA SU800,,0.005456529647144416,,SSD,0.0,M.2,M.2 SATA,0.05701754385964912,0.128,0,550
Kingston UV500B,,0.010549290651145871,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
Corsair MP510,234.9,0.043288468534012366,0.9482186324408055,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.96,0,3500
Toshiba MQ01ABF050M,,0.02237177155329211,,HDD,6.103515625e-05,2.5,SATA 6.0 Gb/s,0.0,0.5,8,160
Samsung PM981a,,0.02291742451800655,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.512,0,3500
Seagate FireCuda Compute,,0.09057839214259732,,,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,2.0,0,550
Addlink S70,,0.011276827937431793,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.256,0,3500
Seagate Exos X18,240.0,0.45434703528555836,0.9971232573578225,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,10.0,256,160
Neo Forza NFS10,39.99,0.043288468534012366,0.9931400752378845,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.96,0,550
Transcend 250S,299.99,0.18152055292833758,0.9858375746846647,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,4.0,0,7000
Silicon Power UD80,,0.09057839214259732,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,2.0,0,3500
Western Digital Blue Mobile,28.89,0.02237177155329211,0.9895994689090507,HDD,0.0001220703125,2.5,SATA 6.0 Gb/s,0.0,0.5,16,160
Seagate ST6000DX000,201.99,0.2724627137140778,0.9949103784023013,HDD,0.0009765625,3.5,SATA 6.0 Gb/s,0.0,6.0,128,160
Inland Platinum,79.98,0.09057839214259732,0.9935826510289887,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,2.0,0,550
Toshiba P300,,0.13604947253546743,,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,3.0,64,160
Kingston KC600B,67.47,0.02291742451800655,0.9732241646381943,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.512,0,550
Western Digital Red Pro,227.98,0.2724627137140778,0.994025226820093,HDD,0.0009765625,3.5,SATA 6.0 Gb/s,0.0,6.0,128,160
Verbatim Vi550,29.09,0.011276827937431793,0.9772073467581324,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.256,0,550
ADATA Legend 740,49.99,0.04510731174972717,0.9913697720734675,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.0,0,3500
Lexar NS100,,0.011276827937431793,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.256,0,550
Toshiba N300 Pro,329.99,0.8181156784285195,0.9984509847311352,HDD,0.00390625,3.5,SATA 6.0 Gb/s,0.0,18.0,512,160
Western Digital Black,44.95,0.033739541651509636,0.9891568931179464,HDD,0.0001220703125,2.5,SATA 6.0 Gb/s,0.0,0.75,16,160
Intel 600p,,0.005456529647144416,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.128,0,3500
Samsung PM961,,0.04510731174972717,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.0,0,3500
TEAMGROUP GX1,,0.043288468534012366,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.96,0,550
Kingston KC600B,43.38,0.011276827937431793,0.9650365125027661,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.256,0,550
Inland Professional,32.99,0.011276827937431793,0.9738880283248507,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.256,0,3500
Western Digital easystore,28.48,0.010549290651145871,0.9761009072803718,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
Mushkin Enhanced ECO,59.99,0.04510731174972717,0.9891568931179464,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,1.0,0,550
Samsung Spinpoint F1 DT,99.99,0.04510731174972717,0.9803053772958619,HDD,0.000244140625,3.5,SATA 3.0 Gb/s,0.0,1.0,32,160
Seagate Pipeline HD,,0.04510731174972717,,HDD,6.103515625e-05,3.5,SATA 3.0 Gb/s,0.02046783625730994,1.0,8,300
Intel 320,,0.005092761004001455,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.12,0,300
OCZ Agility 3,,0.005092761004001455,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.12,0,550
Western Digital Caviar Green,149.94,0.13604947253546743,0.9913697720734675,HDD,0.00048828125,3.5,SATA 3.0 Gb/s,0.0,3.0,64,160
Seagate BarraCuda,120.04,0.06784285194616224,0.9847311352069041,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,1.5,64,160
Toshiba DT01ACA,,0.04510731174972717,,HDD,0.000244140625,3.5,SATA 6.0 Gb/s,0.0,1.0,32,160
Corsair Force LS,,0.005092761004001455,,SSD,0.001953125,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.12,256,550
Seagate STCL4000400 Retail Kit,,0.18152055292833758,,,0.00048828125,3.5,SATA 6.0 Gb/s,0.05701754385964912,4.0,64,550
Crucial BX100,,0.04510731174972717,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,1.0,0,550
Samsung MZVPV512HDGL-00000,350.0,0.02291742451800655,0.8510732462934277,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.512,0,3500
Silicon Power Slim S55,18.64,0.010549290651145871,0.9851737109980084,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
SanDisk X400,250.26,0.011276827937431793,0.7860146050011065,SSD,0.0,M.2,M.2 SATA,0.05701754385964912,0.256,0,550
TEAMGROUP L5 LITE 3D,,0.021462349945434705,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.48,0,550
ADATA XPG SX6000,,0.04510731174972717,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.0,0,3500
ADATA XPG GAMMIX S5,,0.04510731174972717,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.0,0,3500
Transcend 110S,34.99,0.02291742451800655,0.9873865899535296,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.512,0,3500
Pioneer APS-SE20G-512,107.59,0.02291742451800655,0.9559637087851295,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.512,0,3500
Samsung PM871b,,0.011276827937431793,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.256,0,550
PNY CS2130,99.99,0.04510731174972717,0.9803053772958619,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.0,0,3500
Western Digital SanDisk Extreme PRO,,0.02237177155329211,,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,0.5,0,7000
Corsair MP400,227.25,0.09057839214259732,0.9772073467581324,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,2.0,0,3500
Klevv CRAS C720,,0.02291742451800655,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.512,0,3500
HP S750,,0.02291742451800655,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.512,0,550
Seagate Beskar Ingot Drive Special Edition FireCuda,,0.04510731174972717,,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,1.0,0,7000
Western Digital SN530,,0.046198617679156055,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.024,0,3500
MSI SPATIUM M460,,0.04510731174972717,,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,1.0,0,7000
Transcend 220S,103.09,0.09057839214259732,0.9909271962823634,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,2.0,0,3500
Toshiba N300,276.99,0.5452891960712987,0.9973445452533747,HDD,0.0,3.5,SATA 6.0 Gb/s,0.0,12.0,0,160
TEAMGROUP MP44L,28.99,0.011004001455074573,0.9767647709670281,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,0.25,0,7000
Silicon Power XD80,,0.04510731174972717,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.0,0,3500
TEAMGROUP QX,21.99,0.02291742451800655,0.9929187873423324,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.512,0,550
Addlink S70,43.66,0.04510731174972717,0.9926974994467803,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.0,0,3500
Samsung PM893,164.9,0.0869407057111677,0.9834034078335915,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,1.92,0,550
Toshiba X300,195.99,0.45434703528555836,0.998008408940031,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,10.0,256,160
Seagate Barracuda ES,43.0,0.04510731174972717,0.9929187873423324,HDD,0.000244140625,3.5,SATA 3.0 Gb/s,0.0,1.0,32,160
Western Digital RE,89.9,0.13604947253546743,0.9957955299845098,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,3.0,64,160
Western Digital BLACK SN850 Call of Duty Edition,149.99,0.04510731174972717,0.9692409825182563,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,1.0,0,7000
Western Digital Caviar Blue,69.67,0.02237177155329211,0.9716751493693295,HDD,0.0001220703125,3.5,SATA 3.0 Gb/s,0.0,0.5,16,160
Hitachi 0F14683,118.7,0.18152055292833758,0.9957955299845098,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,4.0,64,160
PNY XLR8 CS3040,68.98,0.02237177155329211,0.9718964372648816,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,0.5,0,7000
Toshiba N300,,0.18152055292833758,,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,4.0,256,160
Western Digital AV-GP,49.95,0.006911604219716261,0.9333923434388139,HDD,6.103515625e-05,3.5,SATA 3.0 Gb/s,0.0,0.16,8,160
PNY CS900,,0.043288468534012366,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.96,0,550
Toshiba P300,130.0,0.04510731174972717,0.9736667404292985,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,1.0,64,160
Hitachi Travelstar 5K500.B,69.0,0.011004001455074573,0.94135870767869,HDD,6.103515625e-05,2.5,SATA 3.0 Gb/s,0.0,0.25,8,160
Toshiba MG03ACA400,,0.18152055292833758,,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,4.0,64,160
Verbatim Vi550,15.7,0.005456529647144416,0.9752157556981633,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.128,0,550
Apacer AS2280Q4,,0.09057839214259732,,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,2.0,0,7000
Toshiba P300,57.13,0.09057839214259732,0.9960168178800619,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,2.0,256,160
Seagate Exos X18,377.0,0.8181156784285195,0.9977871210444789,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,18.0,256,160
Integral M2,,0.02291742451800655,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.512,0,3500
OCZ Colossus LT,,0.04510731174972717,,SSD,0.0009765625,3.5,SATA 3.0 Gb/s,0.02046783625730994,1.0,128,300
Crucial M4,,0.0025463805020007274,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.064,0,550
Western Digital SiliconEdge Blue,,0.011276827937431793,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.256,0,300
OCZ Vertex 3,,0.010549290651145871,,SSD,0.0,3.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
Seagate ST3000VN000,,0.13604947253546743,,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,3.0,64,160
Samsung 840 Pro,,0.005456529647144416,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.128,0,550
Kingston SSDNow E100,,0.008730447435431065,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.2,0,550
SanDisk EXTREME PRO,77.77,0.010549290651145871,0.9307368886921885,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
PNY CS1111,197.0,0.010549290651145871,0.8207568046027882,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
Transcend TS1TSSD370S,599.99,0.04510731174972717,0.8696614295198053,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,1.0,0,550
Samsung MZVPV256HDGL-00000,,0.011276827937431793,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.256,0,3500
Crucial BX200,,0.021462349945434705,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.48,0,550
PNY CS1311,,0.005092761004001455,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.12,0,550
Kingston SSDNow KC400,126.01,0.011276827937431793,0.8935605222394335,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.256,0,550
Transcend TS120GSSD220S,19.47,0.005092761004001455,0.9665855277716309,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.12,0,550
Seagate BarraCuda Pro,,0.09057839214259732,,HDD,0.0009765625,3.5,SATA 6.0 Gb/s,0.0,2.0,128,160
Corsair Force LE,,0.005092761004001455,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.12,0,550
Hitachi HDS723020BLA642,,0.09057839214259732,,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,2.0,64,160
Mushkin Source,,0.02237177155329211,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.5,0,550
Kingston A1000,,0.021462349945434705,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.48,0,3500
XPG SX6000 Lite,,0.04510731174972717,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.0,0,3500
Kingston KC2000,,0.04510731174972717,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.0,0,3500
Toshiba HDKCC00,51.49,0.02237177155329211,0.9796415136092056,HDD,0.0001220703125,2.5,SATA 6.0 Gb/s,0.0,0.5,16,160
Inland Performance,,0.09057839214259732,,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,2.0,0,7000
Seagate BarraCuda 120,,0.011004001455074573,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.25,0,550
ADATA XPG SX950U,,0.021462349945434705,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.48,0,550
Seagate BarraCuda Q1,,0.021462349945434705,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.48,0,550
Integral M,,0.02291742451800655,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.512,0,3500
Addlink S68,25.99,0.02291742451800655,0.9911484841779155,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.512,0,3500
KingSpec P3,,0.005456529647144416,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.128,0,550
Lexar Professional NM800PRO,56.99,0.02291742451800655,0.9778712104447886,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,0.512,0,7000
Western Digital SN530,,0.046198617679156055,,SSD,0.0,M.2-2242,M.2 PCIe 3.0 X4,0.48830409356725146,1.024,0,3500
Netac NV2000,,0.011276827937431793,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.256,0,3500
TEAMGROUP T-Force Cardea Z44L,,0.09057839214259732,,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,2.0,0,7000
KIOXIA BG5,,0.011276827937431793,,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,0.256,0,7000
Sabrent Rocket 4.0,39.99,0.011276827937431793,0.9679132551449435,SSD,0.0,M.2-2230,M.2 PCIe 4.0 X4,1.0,0.256,0,7000
Western Digital SN530,87.99,0.02291742451800655,0.9643726488161097,SSD,0.0,M.2-2230,M.2 PCIe 3.0 X4,0.48830409356725146,0.512,0,3500
Lexar NS100,,0.04510731174972717,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,1.0,0,550
Seagate IronWolf NAS,171.56,0.2724627137140778,0.9960168178800619,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,6.0,256,160
Western Digital Purple,45.74,0.04510731174972717,0.992254923655676,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,1.0,64,160
Kingston DC450R,234.04,0.17424518006547834,0.9889356052223943,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,3.84,0,550
Seagate Enterprise Capacity,190.0,0.45434703528555836,0.998229696835583,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,10.0,256,160
TEAMGROUP T-Force Cardea A440 Pro Special Series,,0.18152055292833758,,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,4.0,0,7000
Toshiba S300,127.99,0.18152055292833758,0.9953529541934056,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,4.0,256,160
Crucial MX300,299.99,0.09285194616224082,0.9701261341004647,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,2.05,0,550
Toshiba X300 Pro,135.99,0.2724627137140778,0.9973445452533747,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,6.0,256,160
