index,name,price,core_count,core_clock,boost_clock,tdp,graphics,smt,codename,socket,lithography,cache,supported_mem,supported_chipset,release_date,passmark,category,passmarkPred,cinebench,cinePred,blender,blenderPred,core_count_spec,boost_clock_spec,cache_spec,tdp_spec
261,Intel Celeron G3900,49.99,0.015873015873015872,2.8,0.2727272727272727,0.8980392156862745,Intel HD Graphics 510,False,Skylake,1151,14,0.011764705882352941,"DDR3, DDR4",,"Sep 1st, 2015",0.039022045,Desktop,False,0.016932271,True,0.031067693,True,2,2.8,4.0,51
262,Intel Xeon E5-2699 V3,,0.2698412698412698,2.3,0.4545454545454545,0.5294117647058824,,True,Haswell-EP,2011-3,22,0.17254901960784313,DDR4,"C612, X99","Sep 8th, 2014",0.3403176822740282,Unknown,True,0.2601261620185923,True,0.3434706065104076,True,18,3.6,45.0,145
263,Intel Core i7-3820,117.97,0.047619047619047616,3.6,0.4545454545454545,0.5882352941176471,,True,Sandy Bridge-E,2011,32,0.03529411764705882,DDR3,,"Feb 13th, 2012",0.1164106709781729,Desktop,False,0.068559097,True,0.071973489,False,4,3.6,10.0,130
264,Intel Core i7-13700T,,0.23809523809523808,1.4,0.7500000000000001,0.9607843137254902,,True,Raptor Lake-S,1700,10,0.11372549019607843,"DDR4, DDR5","B660, Z690, B760, Z790","Jan 4th, 2023",0.7010203412790317,Unknown,True,0.5400066401062417,True,0.5057130035555248,True,16,4.9,30.0,35
265,Intel Xeon E5-2630,36.65,0.07936507936507936,2.3,0.15909090909090906,0.7254901960784313,,True,Sandy Bridge-EP,2011,32,0.054901960784313725,DDR3,,"Mar 6th, 2012",0.1246476872992636,Server,False,0.081507304,True,0.1135006386136905,False,6,2.3,15.0,95
266,Intel Core i7-860,270.0,0.047619047619047616,2.8,0.2727272727272727,0.7254901960784313,,True,Lynnfield,1156,45,0.027450980392156862,DDR3,,"Sep 8th, 2009",0.053835566,Desktop,False,0.029714475,True,0.062221685,False,4,2.8,8.0,95
267,Intel Core i7-4820K,168.0,0.047619047619047616,3.7,0.5227272727272727,0.5882352941176471,,True,Ivy Bridge-E,2011,22,0.03529411764705882,DDR3,,"Sep 1st, 2013",0.1327317616727479,Desktop,False,0.088313413,False,0.083572094,False,4,3.9,10.0,130
268,AMD FX-4300,,0.047619047619047616,3.8,0.4999999999999999,0.7254901960784313,,False,Vishera,AM3+,32,0.027450980392156862,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series","Oct 23rd, 2012",0.0902139,Unknown,True,0.044322709,True,0.082847181,True,4,3.8,8.0,95
269,Intel Core i5-2400S,99.07,0.047619047619047616,2.5,0.20454545454545447,0.8431372549019608,Intel HD Graphics 2000,False,Sandy Bridge,1155,32,0.0196078431372549,DDR3,,"Jan 9th, 2011",0.059734755,Desktop,False,0.024568393,True,0.058942318,False,4,2.5,6.0,65
270,Intel Xeon E5-2697 V2,,0.1746031746031746,2.7,0.43181818181818177,0.5882352941176471,,True,Ivy Bridge-EP,2011,22,0.11372549019607843,DDR3,,"Sep 1st, 2013",0.2675610129126701,Unknown,True,0.1970451527224435,True,0.2537194932514067,True,12,3.5,30.0,130
271,Intel Core i9-7920X,538.5,0.1746031746031746,2.9,0.6363636363636364,0.5490196078431372,,True,Skylake-X,2066,14,0.06078431372549019,DDR4,,"Sep 10th, 2017",0.4995957962813258,Desktop,False,0.3721779548472775,False,0.4864855535227312,False,12,4.4,16.5,140
272,Intel Core i3-10305,109.99,0.047619047619047616,3.8,0.6590909090909091,0.8431372549019608,Intel UHD Graphics 630,True,Comet Lake-R,1200,14,0.027450980392156862,DDR4,,"Mar 16th, 2021",0.2023858943826607,Desktop,False,0.1344621513944223,True,0.1432565846249439,True,4,4.5,8.0,65
273,Intel Core i3-10300,178.24,0.047619047619047616,3.7,0.6363636363636364,0.8431372549019608,Intel UHD Graphics 630,True,Comet Lake,1200,14,0.027450980392156862,DDR4,,"Apr 30th, 2020",0.1935371102711442,Desktop,False,0.1168658698539176,True,0.1380786357830784,True,4,4.4,8.0,65
274,Intel Xeon E5-2650,48.96,0.1111111111111111,2.0,0.2727272727272727,0.7254901960784313,,True,Sandy Bridge-EP,2011,32,0.07450980392156863,DDR3,,"Mar 6th, 2012",0.1509537022875745,Server,False,0.1070717131474103,True,0.1501605164140978,True,8,2.8,20.0,95
275,Intel Core i7-4790S,163.0,0.047619047619047616,3.2,0.5454545454545454,0.8431372549019608,Intel HD Graphics 4000,True,Haswell,1150,22,0.027450980392156862,DDR3,"Z87, H87, Z97, H97","May 11th, 2014",0.1426292905678516,Desktop,False,0.078851262,False,0.1146397873589009,False,4,4.0,8.0,65
276,AMD FX-6100,72.8,0.07936507936507936,3.3,0.38636363636363624,0.7254901960784313,,False,Zambezi,AM3+,32,0.027450980392156862,DDR3,,"Oct 12th, 2011",0.1102711442242565,Unknown,True,0.063911023,True,0.1104629086264627,True,6,3.3,8.0,95
277,Intel Core i9-9980XE,1998.95,0.2698412698412698,3.0,0.6363636363636364,0.4509803921568627,,True,Skylake-X,2066,14,0.09313725490196079,DDR4,,"Oct 19th, 2018",0.687779938,Desktop,False,0.5053120849933599,False,0.5371258931961752,False,18,4.4,24.75,165
278,Intel Core i3-530,50.0,0.015873015873015872,2.93,0.30227272727272725,0.8117647058823529,Intel HD Graphics,True,Clarkdale,1156,32,0.011764705882352941,DDR3,"H57, , H55, , P55, ","Jan 7th, 2010",0.022351373,Desktop,False,0.001660027,True,0.02934171,True,2,2.93,4.0,73
279,Intel Core i5-9600,235.0,0.07936507936507936,3.1,0.6818181818181818,0.8431372549019608,Intel UHD Graphics 630,False,Coffee Lake,1151,14,0.03137254901960784,DDR4,,"Oct 19th, 2018",0.2172431121501452,Desktop,False,0.1533864541832669,True,0.1639683799924056,True,6,4.6,9.0,65
280,Intel Core i7-4960X,1000.0,0.07936507936507936,3.6,0.5454545454545454,0.5882352941176471,,True,Ivy Bridge-E,2011,22,0.054901960784313725,DDR3,,"Sep 3rd, 2013",0.2071270947584609,Desktop,False,0.14873838,True,0.1095999171528185,False,6,4.0,15.0,130
281,AMD Phenom II X6 1090T BE,249.98,0.07936507936507936,3.2,0.36363636363636365,0.607843137254902,,False,Thuban,AM3,45,0.0196078431372549,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Apr 27th, 2010",0.085647491,Unknown,True,0.043658699,True,0.1018329938900203,True,6,3.2,6.0,125
282,Intel Core i7-8700T,328.0,0.07936507936507936,2.4,0.5454545454545454,0.9607843137254902,Intel UHD Graphics 630,True,Coffee Lake,1151,14,0.043137254901960784,DDR4,,"Apr 2nd, 2018",0.2185977408289453,Desktop,False,0.1553784860557769,True,0.1622423970451172,True,6,4.0,12.0,35
283,Intel Xeon E3-1231 V3,,0.047619047619047616,3.4,0.4999999999999999,0.7843137254901961,,True,Haswell-WS,1150,22,0.027450980392156862,DDR3,"C226, 8 Series, 9 Series","May 11th, 2014",0.1363805195656448,Unknown,True,0.078519256,True,0.1087369256791742,True,4,3.8,8.0,80
284,Intel Xeon E3-1230 V5,298.95,0.047619047619047616,3.4,0.4999999999999999,0.7843137254901961,,True,Skylake-DT,1151,14,0.027450980392156862,"DDR3, DDR4",,"Oct 19th, 2015",0.1463217461600646,Unknown,True,0.084495352,True,0.1139148745210397,True,4,3.8,8.0,80
285,Intel Pentium G2020,94.79,0.015873015873015872,2.9,0.2954545454545454,0.8823529411764706,Intel HD Graphics,False,Ivy Bridge,1155,22,0.00784313725490196,DDR3,,"Jan 21st, 2013",0.027485853,Desktop,False,0.0,False,0.034968415,False,2,2.9,3.0,55
286,Intel Core i7-9800X,449.2,0.1111111111111111,3.8,0.6590909090909091,0.4509803921568627,,True,Skylake-X,2066,14,0.06078431372549019,DDR4,,"Oct 19th, 2018",0.3892154078087788,Desktop,False,0.2745683930942895,False,0.2574993959059684,False,8,4.5,16.5,165
287,Intel Pentium G3258,88.86,0.015873015873015872,3.2,0.36363636363636365,0.8901960784313726,Intel HD Graphics,False,Haswell,1150,22,0.00784313725490196,DDR3,"H81, B85, H87, Z87, H97, Z97","Jun 2nd, 2014",0.036378335,Desktop,False,0.019256308,True,0.02934171,True,2,3.2,3.0,53
288,Intel Xeon E5-1620 V3,69.5,0.047619047619047616,3.5,0.4545454545454545,0.5490196078431372,,True,Haswell-EP,2011-3,22,0.03529411764705882,DDR4,"C612, X99","Sep 8th, 2014",0.1223317092355087,Unknown,True,0.074037185,True,0.1104629086264627,True,4,3.6,10.0,140
289,Intel Core i5-3550,335.0,0.047619047619047616,3.3,0.38636363636363624,0.7960784313725491,Intel HD Graphics 2500,False,Ivy Bridge,1155,22,0.0196078431372549,DDR3,,"Apr 29th, 2012",0.095195438,Desktop,False,0.044488712,True,0.082847181,True,4,3.3,6.0,77
290,Intel Core i5-8500T,247.53,0.07936507936507936,2.1,0.43181818181818177,0.9607843137254902,Intel UHD Graphics 630,False,Coffee Lake,1151,14,0.03137254901960784,DDR4,,"Apr 2nd, 2018",0.1589066835631103,Desktop,False,0.092131474,False,0.1171252028029962,False,6,3.5,9.0,35
291,Intel Core i5-7640X,148.63,0.047619047619047616,4.0,0.5909090909090909,0.6588235294117647,,False,Kaby Lake-X,2066,14,0.0196078431372549,DDR4,,"Jun 26th, 2017",0.1365334615132513,Desktop,False,0.082005312,True,0.1104629086264627,True,4,4.2,6.0,112
292,Intel Core i7-870,199.88,0.047619047619047616,2.93,0.30227272727272725,0.7254901960784313,,True,Lynnfield,1156,45,0.027450980392156862,DDR3,,"Sep 8th, 2009",0.057855754,Desktop,False,0.029714475,True,0.1049742828540853,False,4,2.93,8.0,95
293,Intel Core i5-9500F,182.0,0.07936507936507936,3.0,0.6363636363636364,0.8431372549019608,,False,Coffee Lake,1151,14,0.03137254901960784,DDR4,,"Apr 23rd, 2019",0.2163910070134807,Desktop,False,0.145418327,True,0.1639683799924056,True,6,4.4,9.0,65
294,Intel Xeon E5-2667 V3,981.57,0.1111111111111111,3.2,0.4545454545454545,0.5686274509803921,,True,Haswell-EP,2011-3,22,0.07450980392156863,DDR4,"C612, X99","Sep 8th, 2014",0.2643273831632765,Unknown,True,0.1918990703851261,True,0.219199834,True,8,3.6,20.0,135
295,Intel Xeon E5-4620,50.0,0.1111111111111111,2.2,0.2272727272727273,0.7254901960784313,,True,Sandy Bridge-EP,2011,32,0.058823529411764705,DDR3,,"May 14th, 2012",0.1399200332102514,Server,False,0.1070717131474103,True,0.1449825675722323,True,8,2.6,16.0,95
296,Intel Core i5-3450,245.33,0.047619047619047616,3.1,0.34090909090909094,0.7960784313725491,Intel HD Graphics 2500,False,Ivy Bridge,1155,22,0.0196078431372549,DDR3,,"Apr 29th, 2012",0.088946667,Desktop,False,0.037848606,True,0.079395216,True,4,3.1,6.0,77
297,Intel Core i5-2380P,77.74,0.047619047619047616,3.1,0.34090909090909094,0.7254901960784313,,False,Sandy Bridge,1155,32,0.0196078431372549,DDR3,,"Jan 30th, 2012",0.073652472,Desktop,False,0.035856574,True,0.074217267,True,4,3.1,6.0,95
298,Intel Core i3-3240,116.69,0.015873015873015872,3.4,0.40909090909090906,0.8823529411764706,Intel HD Graphics 2500,True,Ivy Bridge,1155,22,0.00784313725490196,DDR3,,"Sep 3rd, 2012",0.040660709,Desktop,False,0.018260292,False,0.034536919,False,2,3.4,3.0,55
299,Intel Core i7-980X,153.64,0.07936507936507936,3.33,0.3931818181818182,0.5882352941176471,,True,Gulftown,1366,32,0.043137254901960784,DDR3,,"Mar 16th, 2010",0.1395486027660643,Desktop,False,0.089309429,True,0.1346266698885015,True,6,3.33,12.0,130
300,AMD FX-4350,122.96,0.047619047619047616,4.2,0.5909090909090909,0.607843137254902,,False,Vishera,AM3+,32,0.027450980392156862,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series","Apr 29th, 2013",0.080163429,Unknown,True,0.039840637,True,0.082847181,True,4,4.2,8.0,125
301,Intel Xeon E3-1220 V3,90.0,0.047619047619047616,3.1,0.43181818181818177,0.7843137254901961,,False,Haswell-WS,1150,22,0.027450980392156862,DDR3,"C226, 8 Series, 9 Series","Jun 2nd, 2013",0.098669405,Unknown,True,0.044488712,True,0.084573164,True,4,3.5,8.0,80
302,Intel Core i7-950,113.69,0.047619047619047616,3.06,0.3318181818181818,0.5882352941176471,,True,Bloomfield,1366,45,0.027450980392156862,DDR3,,"Jun 2nd, 2009",0.059603662,Desktop,False,0.031208499,True,0.074217267,True,4,3.06,8.0,130
303,Intel Core i7-4770S,150.61,0.047619047619047616,3.1,0.34090909090909094,0.8431372549019608,Intel HD Graphics 4600,True,Haswell,1150,22,0.027450980392156862,DDR3,"Z87, H87, Z97, H97","Jun 2nd, 2013",0.1396796958640127,Desktop,False,0.079847278,True,0.1070109427318858,True,4,3.1,8.0,65
304,Intel Core i3-6300,89.01,0.015873015873015872,3.8,0.4999999999999999,0.8980392156862745,Intel HD Graphics 530,True,Skylake,1151,14,0.011764705882352941,DDR4,,"Sep 1st, 2015",0.086521445,Desktop,False,0.038512616,True,0.060409403,True,2,3.8,4.0,51
305,Intel Xeon E5-1650 V3,148.51,0.07936507936507936,3.5,0.4999999999999999,0.5490196078431372,,True,Haswell-EP,2011-3,22,0.054901960784313725,DDR4,"C612, X99","Sep 8th, 2014",0.2082632349406803,Unknown,True,0.14873838,True,0.1743242776761365,True,6,3.8,15.0,140
306,Intel Xeon E5-1630 V4,499.95,0.047619047619047616,3.7,0.5454545454545454,0.5490196078431372,,True,Broadwell-EP,2011-3,14,0.03529411764705882,DDR4,"C612, X99","Jun 20th, 2016",0.1536629596451746,Unknown,True,0.092795485,True,0.1277227380993476,True,4,4.0,10.0,140
307,Intel Core i5-650,33.98,0.015873015873015872,3.2,0.36363636363636365,0.8117647058823529,Intel HD Graphics,True,Clarkdale,1156,32,0.011764705882352941,DDR3,"H57, , H55, , P55, ","Jan 7th, 2010",0.039087592,Desktop,False,0.019422311,True,0.037971625,True,2,3.2,4.0,73
308,Intel Xeon E5-2640 V3,112.0,0.1111111111111111,2.6,0.40909090909090906,0.7450980392156863,,True,Haswell-EP,2011-3,22,0.07450980392156863,DDR4,"C612, X99","Sep 8th, 2014",0.2282986300771264,Unknown,True,0.1679946879150066,True,0.1933100900963098,True,8,3.4,20.0,90
309,Intel Xeon E3-1230 V2,271.85,0.047619047619047616,3.3,0.38636363636363624,0.8274509803921568,,True,Ivy Bridge,1155,22,0.027450980392156862,DDR3,,"May 14th, 2012",0.1259804671284057,Server,False,0.069555113,True,0.1018329938900203,True,4,3.3,8.0,69
310,AMD Athlon 240GE,104.39,0.015873015873015872,3.5,0.43181818181818177,0.9607843137254902,Radeon Vega 3,True,Zen,AM4,14,0.011764705882352941,DDR4,"A320, B350, X370, B450, X470","Dec 21st, 2018",0.090126505,Desktop,False,0.040670651,True,0.060409403,True,2,3.5,4.0,35
311,Intel Xeon E5-2660 V3,142.62,0.14285714285714285,2.6,0.38636363636363624,0.6862745098039216,,True,Haswell-EP,2011-3,22,0.09411764705882353,DDR4,"C612, X99","Sep 8th, 2014",0.2397037295986366,Unknown,True,0.1669986719787516,True,0.2174738513583486,True,10,3.3,25.0,105
312,Intel Xeon E5-2650 V2,,0.1111111111111111,2.6,0.40909090909090906,0.7254901960784313,,True,Ivy Bridge-EP,2011,22,0.07450980392156863,DDR3,,"Sep 1st, 2013",0.2282986300771264,Unknown,True,0.1681606905710491,True,0.1933100900963098,True,8,3.4,20.0,95
313,Intel Celeron G4920,79.95,0.015873015873015872,3.2,0.36363636363636365,0.8431372549019608,Intel UHD Graphics 610,False,Coffee Lake,1151,14,0.0196078431372549,DDR4,,"Apr 3rd, 2018",0.043260722,Desktop,False,0.019422311,True,0.036245642,True,2,3.2,6.0,65
314,Intel Core i5-2320,255.39,0.047619047619047616,3.0,0.3181818181818181,0.7254901960784313,Intel HD Graphics 2000,False,Sandy Bridge,1155,32,0.0196078431372549,DDR3,,"Sep 4th, 2011",0.070047412,Desktop,False,0.029216467,True,0.053781629,False,4,3.0,6.0,95
315,Intel Core i5-3350P,165.0,0.047619047619047616,3.1,0.34090909090909094,0.8274509803921568,,False,Ivy Bridge,1155,22,0.0196078431372549,DDR3,,"Sep 3rd, 2012",0.083265966,Desktop,False,0.032536521,True,0.074217267,True,4,3.1,6.0,69
316,Intel Core i5-4590S,260.0,0.047619047619047616,3.0,0.4772727272727273,0.8431372549019608,Intel HD Graphics 4000,False,Haswell,1150,22,0.0196078431372549,DDR3,,"May 1st, 2014",0.1020122790535078,Desktop,False,0.046646746,False,0.094359488,False,4,3.7,6.0,65
317,Intel Celeron G3930,55.0,0.015873015873015872,2.9,0.2954545454545454,0.8980392156862745,Intel HD Graphics 610,False,Kaby Lake,1151,14,0.00392156862745098,DDR4,,"Jan 3rd, 2017",0.040289279,Desktop,False,0.016932271,True,0.031067693,True,2,2.9,2.0,51
318,Intel Core i5-750,102.0,0.047619047619047616,2.66,0.24090909090909096,0.7254901960784313,,False,Lynnfield,1156,45,0.027450980392156862,DDR3,,"Sep 8th, 2009",0.04520527,Desktop,False,0.024236388,True,0.051106355,False,4,2.66,8.0,95
319,Intel Xeon E5-1660 V3,398.95,0.1111111111111111,3.0,0.43181818181818177,0.5490196078431372,,True,Haswell-EP,2011-3,22,0.07450980392156863,DDR4,"C612, X99","Sep 8th, 2014",0.2536651445301405,Unknown,True,0.1918990703851261,True,0.2140218854637716,True,8,3.5,20.0,140
320,AMD Phenom II X4 955,176.18,0.047619047619047616,3.2,0.36363636363636365,0.607843137254902,,False,Deneb,AM3,45,0.0196078431372549,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Apr 1st, 2009",0.043828792,Desktop,False,0.025730412,True,0.062135386,True,4,3.2,6.0,125
321,Intel Core i5-760,219.0,0.047619047619047616,2.8,0.2727272727272727,0.7254901960784313,,False,Lynnfield,1156,45,0.027450980392156862,DDR3,,"Jul 18th, 2010",0.04747755,Desktop,False,0.024236388,True,0.05868342,True,4,2.8,8.0,95
322,Intel Xeon E5-1650 V4,,0.07936507936507936,3.6,0.5454545454545454,0.5490196078431372,,True,Broadwell-EP,2011-3,14,0.054901960784313725,DDR4,"C612, X99","Jun 20th, 2016",0.2542550634709082,Unknown,True,0.1885790172642762,True,0.1984880389381753,True,6,4.0,15.0,140
323,Intel Xeon E5-2695 V2,369.99,0.1746031746031746,2.4,0.36363636363636365,0.6470588235294117,,True,Ivy Bridge-EP,2011,22,0.11372549019607843,DDR3,,"Sep 1st, 2013",0.2405558347353011,Unknown,True,0.1723107569721115,True,0.2364596637785218,True,12,3.2,30.0,115
324,Intel Xeon E5-2697 V3,,0.20634920634920634,2.6,0.4545454545454545,0.5294117647058824,,True,Haswell-EP,2011-3,22,0.13333333333333336,DDR4,"C612, X99","Sep 8th, 2014",0.2853022788350193,Unknown,True,0.2234395750332005,True,0.2813352204080223,True,14,3.6,35.0,145
325,Intel Core i7-4771,196.86,0.047619047619047616,3.5,0.5227272727272727,0.7686274509803921,Intel HD Graphics 4600,True,Haswell,1150,22,0.027450980392156862,DDR3,"Z87, H87, Z97, H97","Sep 1st, 2013",0.1452511525268194,Desktop,False,0.083333333,True,0.103679796,False,4,3.9,8.0,84
326,Intel Core i7-5775C,220.0,0.047619047619047616,3.3,0.4772727272727273,0.8431372549019608,Iris Pro Graphics 6200,True,Broadwell,1150,14,0.0196078431372549,DDR3,"Z97, H97","May 15th, 2015",0.161135266,Desktop,False,0.084827357,True,0.1190928233629051,True,4,3.7,6.0,65
327,Intel Core i7-3770S,183.0,0.047619047619047616,3.1,0.34090909090909094,0.8431372549019608,Intel HD Graphics 4000,True,Ivy Bridge,1155,22,0.027450980392156862,DDR3,,"Apr 29th, 2012",0.1256745832331927,Desktop,False,0.069555113,True,0.1001070109427318,True,4,3.1,8.0,65
328,Intel Core i7-990X,1500.19,0.07936507936507936,3.467,0.4243181818181818,0.5882352941176471,,True,Gulftown,1366,32,0.043137254901960784,DDR3,,"Feb 24th, 2011",0.1466276300552775,Desktop,False,0.098273572,True,0.1380786357830784,True,6,3.467,12.0,130
329,Intel Core i3-4370,96.95,0.015873015873015872,3.8,0.4999999999999999,0.8862745098039215,Intel HD Graphics 4600,True,Haswell,1150,22,0.011764705882352941,DDR3,,"Jul 21st, 2014",0.073870961,Desktop,False,0.031706507,True,0.055231454,True,2,3.8,4.0,54
330,Intel Xeon E3-1245 V5,,0.047619047619047616,3.5,0.5227272727272727,0.7843137254901961,Intel HD Graphics P530,True,Skylake-DT,1151,14,0.027450980392156862,"DDR3, DDR4",,"Oct 19th, 2015",0.1518276562738971,Unknown,True,0.085159363,True,0.1173668404156166,True,4,3.9,8.0,80
331,Intel Xeon E5-2630 V3,,0.1111111111111111,2.4,0.36363636363636365,0.7647058823529411,,True,Haswell-EP,2011-3,22,0.07450980392156863,DDR4,"C612, X99","Sep 8th, 2014",0.2282986300771264,Unknown,True,0.1638446215139442,True,0.1915841071490213,True,8,3.2,20.0,85
332,Intel Pentium G4600,104.94,0.015873015873015872,3.6,0.4545454545454545,0.8980392156862745,Intel HD Graphics 630,True,Kaby Lake,1151,14,0.00784313725490196,DDR4,,"Jan 3rd, 2017",0.069457493,Desktop,False,0.025398406,True,0.051779488,True,2,3.6,3.0,51
333,Intel Core i9-9900T,439.0,0.1111111111111111,2.1,0.6363636363636364,0.9607843137254902,Intel UHD Graphics 630,True,Coffee Lake-R,1151,14,0.058823529411764705,DDR4,,"Apr 23rd, 2019",0.2954182962267037,Desktop,False,0.2262616201859229,True,0.2209258172529255,True,8,4.4,16.0,35
334,Intel Core i7-940,78.67,0.047619047619047616,2.93,0.30227272727272725,0.5882352941176471,,True,Bloomfield,1366,45,0.027450980392156862,DDR3,,"Nov 17th, 2008",0.057680963,Desktop,False,0.029714475,True,0.074217267,True,4,2.93,8.0,130
335,Intel Core i5-6500T,221.52,0.047619047619047616,2.5,0.34090909090909094,0.9607843137254902,Intel HD Graphics 530,False,Skylake,1151,14,0.0196078431372549,"DDR3, DDR4","H110, B150, H170, B250, H270, Z270","Jul 2nd, 2015",0.096550067,Desktop,False,0.044488712,False,0.09410059,False,4,3.1,6.0,35
336,Intel Xeon E5-1660 V2,504.07,0.07936507936507936,3.7,0.5454545454545454,0.5882352941176471,,True,Ivy Bridge-E,2011,22,0.054901960784313725,DDR3,"C602, X79","Sep 10th, 2013",0.222486836,Unknown,True,0.1636786188579017,True,0.179502227,True,6,4.0,15.0,130
337,AMD FX-4100,,0.047619047619047616,3.6,0.4545454545454545,0.7254901960784313,,False,Zambezi,AM3+,32,0.027450980392156862,DDR3,,"Oct 12th, 2011",0.081168476,Unknown,True,0.037018592,True,0.077669233,True,4,3.6,8.0,95
338,Intel Core i5-3470S,69.0,0.047619047619047616,2.9,0.2954545454545454,0.8431372549019608,Intel HD Graphics 2500,False,Ivy Bridge,1155,22,0.0196078431372549,DDR3,,"Jun 1st, 2012",0.085800433,Desktop,False,0.036686587,True,0.059874348,False,4,2.9,6.0,65
339,Intel Pentium G3220,64.8,0.015873015873015872,3.0,0.3181818181818181,0.8862745098039215,Intel HD Graphics,False,Haswell,1150,22,0.00784313725490196,DDR3,,"Sep 1st, 2013",0.031090913,Desktop,False,0.001328021,True,0.027615727,True,2,3.0,3.0,54
340,Intel Core i3-10320,159.18,0.047619047619047616,3.8,0.6818181818181818,0.8431372549019608,Intel UHD Graphics 630,True,Comet Lake,1200,14,0.027450980392156862,DDR4,,"Apr 30th, 2020",0.2116935043369966,Desktop,False,0.146746348,False,0.146242535,False,4,4.6,8.0,65
341,Intel Xeon E-2136,399.99,0.07936507936507936,3.3,0.6590909090909091,0.7843137254901961,,True,Coffee Lake-S WS,1151,14,0.043137254901960784,DDR4,"C242, C246","Jul 12th, 2018",0.2825056260787869,Server,False,0.2058432934926958,True,0.2053919707273292,True,6,4.5,12.0,80
342,Intel Xeon E5-1650 V2,242.6,0.07936507936507936,3.5,0.5227272727272727,0.5882352941176471,,True,Ivy Bridge-E,2011,22,0.043137254901960784,DDR3,"C602, X79","Sep 10th, 2013",0.2137909939041709,Unknown,True,0.1557104913678619,True,0.176050261,True,6,3.9,12.0,130
343,Intel Core i5-7500T,199.95,0.047619047619047616,2.7,0.38636363636363624,0.9607843137254902,Intel HD Graphics 630,False,Kaby Lake,1151,14,0.0196078431372549,DDR4,,"Jan 3rd, 2017",0.1069064213769145,Desktop,False,0.050962815,True,0.081121199,True,4,3.3,6.0,35
344,Intel Core i5-4570S,163.93,0.047619047619047616,2.9,0.2954545454545454,0.8431372549019608,Intel HD Graphics 4600,False,Haswell,1150,22,0.0196078431372549,DDR3,,"Jun 2nd, 2013",0.098057637,Desktop,False,0.044156707,False,0.088214988,False,4,2.9,6.0,65
345,Intel Core i3-3250,74.98,0.015873015873015872,3.5,0.43181818181818177,0.8823529411764706,Intel HD Graphics 2500,True,Ivy Bridge,1155,22,0.00784313725490196,DDR3,"H61, B65, H67, Z67, H71, B75, H77, Z77","Jun 9th, 2013",0.043151478,Desktop,False,0.019754316,True,0.037971625,True,2,3.5,3.0,55
346,Intel Core i3-8300,265.7,0.047619047619047616,3.7,0.4772727272727273,0.8549019607843138,Intel UHD Graphics 630,False,Coffee Lake,1151,14,0.027450980392156862,DDR4,,"Feb 14th, 2018",0.124756932,Desktop,False,0.066401062,True,0.096655045,True,4,3.7,8.0,62
347,Intel Xeon E5-2670,71.0,0.1111111111111111,2.6,0.38636363636363624,0.6470588235294117,,True,Sandy Bridge-EP,2011,32,0.07450980392156863,DDR3,,"Mar 6th, 2012",0.1851908497017632,Server,False,0.124335989,True,0.172598295,True,8,3.3,20.0,115
348,AMD FX-8150,,0.1111111111111111,3.6,0.4545454545454545,0.607843137254902,,False,Zambezi,AM3+,32,0.027450980392156862,DDR3,,"Oct 12th, 2011",0.1615285455220782,Unknown,True,0.1057436918990703,True,0.1587904311505402,True,8,3.6,8.0,125
349,Intel Core i3-4130T,77.14,0.015873015873015872,2.9,0.2954545454545454,0.9607843137254902,Intel HD Graphics 4400,True,Haswell,1150,22,0.00784313725490196,DDR3,,"Sep 1st, 2013",0.053485984,Desktop,False,0.022742364,True,0.039697608,True,2,2.9,3.0,35
350,Intel Xeon E5-2680 V2,,0.14285714285714285,2.8,0.4545454545454545,0.6470588235294117,,True,Ivy Bridge-EP,2011,22,0.09411764705882353,DDR3,,"Sep 1st, 2013",0.2744215517053027,Unknown,True,0.1859229747675962,True,0.2381856467258103,True,10,3.6,25.0,115
351,AMD Phenom II X6 1055T,46.36,0.07936507936507936,2.8,0.2727272727272727,0.607843137254902,,False,Thuban,AM3,45,0.0196078431372549,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","May 1st, 2010",0.060499465,Desktop,False,0.03436255,True,0.08802513,True,6,2.8,6.0,125
352,AMD FX-8120,,0.1111111111111111,3.1,0.34090909090909094,0.607843137254902,,False,Zambezi,AM3+,32,0.027450980392156862,DDR3,,"Oct 12th, 2011",0.1181148812515021,Unknown,True,0.081009296,True,0.1346266698885015,True,8,3.1,8.0,125
353,AMD FX-8320E,,0.1111111111111111,3.2,0.5454545454545454,0.7254901960784313,,False,Vishera,AM3+,32,0.027450980392156862,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series","Sep 2nd, 2014",0.1514999235290262,Unknown,True,0.064409031,False,0.07898098,False,8,4.0,8.0,95
354,Intel Core i3-9300,248.0,0.047619047619047616,3.7,0.6136363636363635,0.8549019607843138,Intel UHD Graphics 630,False,Coffee Lake,1151,14,0.027450980392156862,DDR4,,"Apr 23rd, 2019",0.1497301667067228,Desktop,False,0.083831341,True,0.1104629086264627,True,4,4.3,8.0,62
